OTUID	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
ASV_257	15	22	12	5	10	15	21	16	3	8	17	1	10	2	9	4	0	3	3	1	4	0	20	23	4	26	0	4	1	3	9	1	6	0	1	5	1	3	11	1	2	1	0	1	2
ASV_490	5	8	2	0	1	3	0	1	16	29	8	29	15	4	9	8	16	6	1	0	0	0	22	14	16	18	16	11	2	7	2	2	1	0	0	0	0	2	6	1	6	2	1	0	1
ASV_237	13	6	0	0	2	0	12	0	8	14	1	0	19	6	46	1	11	10	4	0	1	0	0	7	19	1	0	17	0	72	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0
ASV_258	9	6	16	8	15	12	20	7	5	9	3	1	11	7	15	6	5	2	1	0	5	1	18	10	12	20	0	10	0	7	0	2	1	1	3	2	6	1	2	11	5	3	3	5	5
ASV_306	2	8	6	4	1	6	7	9	7	15	6	15	13	0	9	10	19	8	5	1	3	0	5	3	8	5	17	9	4	6	7	6	9	6	7	5	8	4	12	6	3	2	9	5	9
ASV_247	0	1	2	1	56	0	0	5	14	0	1	0	5	12	0	0	43	31	0	0	0	1	5	14	12	31	1	17	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_296	13	11	2	2	12	0	3	8	6	9	6	13	0	14	2	17	0	1	0	0	0	1	28	8	13	1	3	3	1	2	10	26	5	3	1	0	12	4	3	15	5	3	4	2	1
ASV_262	21	13	10	10	8	3	5	37	3	11	28	1	8	1	9	1	18	1	1	0	7	0	9	11	7	18	1	3	1	3	6	2	1	1	1	2	0	5	3	4	3	1	4	1	5
ASV_251	19	8	1	0	2	2	2	13	4	6	7	4	10	4	1	9	2	3	0	1	4	2	6	3	2	13	1	3	1	6	5	14	3	1	5	0	4	6	2	28	9	12	14	7	24
ASV_1448	5	0	35	20	22	6	7	0	1	13	3	10	0	17	3	8	2	8	2	1	2	0	3	7	1	0	2	14	58	5	0	1	2	5	3	4	0	1	0	0	1	1	0	1	0
ASV_673	15	2	7	7	14	11	5	6	7	3	1	15	1	20	9	9	3	4	8	2	3	1	4	2	4	3	12	4	14	4	1	9	14	2	17	2	1	2	8	4	3	9	6	5	3
ASV_273	6	3	4	5	1	9	4	10	2	6	8	4	7	0	8	6	4	3	3	0	4	0	6	5	9	11	8	5	4	8	6	12	10	2	5	2	6	11	12	14	13	10	4	2	17
ASV_245	4	47	1	7	2	3	3	39	2	3	31	11	5	1	2	6	2	13	0	0	4	1	3	1	2	16	1	15	8	0	0	0	1	6	3	10	3	0	1	11	0	2	0	0	2
ASV_261	0	11	9	19	2	9	11	5	2	2	2	7	0	2	4	2	19	13	10	0	14	1	3	1	4	2	0	10	4	5	5	3	2	12	9	3	5	5	8	9	11	3	4	4	3
ASV_347	0	0	4	4	0	4	1	0	0	0	1	0	0	0	0	1	1	167	42	3	63	0	0	0	1	0	2	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ASV_265	26	14	12	12	2	2	10	39	3	5	30	1	4	0	4	9	3	0	1	0	3	0	11	5	2	6	0	3	0	8	5	1	9	11	1	6	5	1	1	0	1	0	3	1	1
ASV_283	0	42	24	6	25	9	25	0	0	6	3	1	14	10	21	0	1	0	0	0	2	0	22	10	16	33	0	0	0	0	1	0	1	0	0	0	0	3	0	0	6	0	0	0	0
ASV_242	1	4	7	7	2	5	6	3	2	4	0	6	1	3	2	11	6	22	5	1	5	0	1	3	7	8	7	4	1	1	10	3	14	9	15	8	14	4	7	8	9	1	7	4	6
ASV_241	7	24	28	47	1	16	6	0	13	6	4	17	2	6	4	23	2	1	3	3	0	2	10	4	7	4	15	12	1	0	0	0	0	2	0	2	2	1	2	0	1	0	0	1	1
ASV_343	1	5	0	0	0	0	0	0	1	0	1	1	1	3	2	39	1	0	0	1	0	1	0	0	1	1	2	1	3	0	18	3	10	6	12	3	25	13	8	15	21	13	6	13	22
ASV_356	1	0	0	1	1	2	2	0	2	2	1	1	0	1	1	0	0	0	140	0	82	0	1	1	0	3	0	2	0	1	0	4	1	4	1	10	0	0	0	1	1	1	0	0	3
ASV_938	5	7	0	2	0	1	1	6	16	16	8	21	14	3	3	6	15	3	1	0	2	0	13	6	7	16	12	8	3	4	9	2	1	0	0	0	0	8	14	2	8	0	5	1	2
ASV_271	22	8	20	15	6	17	12	3	1	10	3	6	5	4	3	1	5	4	5	0	0	0	11	15	12	2	17	5	9	1	1	0	0	17	4	3	0	0	1	0	0	2	0	1	0
ASV_554	0	15	5	2	0	2	1	0	12	9	7	10	8	2	6	1	24	8	1	1	3	0	8	11	10	10	22	5	2	11	6	0	3	1	0	2	0	10	14	3	3	1	3	1	2
ASV_275	7	4	0	15	2	6	1	4	5	29	9	28	5	4	4	7	16	29	12	0	15	0	8	10	5	12	2	15	3	4	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0
ASV_286	8	0	3	1	3	2	2	21	5	14	16	4	13	7	7	15	1	3	1	0	1	0	12	21	11	35	8	1	21	1	0	2	0	0	0	0	1	0	1	9	0	0	0	1	1
ASV_324	0	13	1	0	10	0	49	2	18	4	0	32	1	28	3	1	16	0	1	1	1	0	0	0	3	0	33	0	2	19	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0
ASV_594	1	19	15	19	9	12	10	21	5	1	6	1	7	9	10	1	0	16	9	0	14	0	4	8	9	10	16	0	1	6	0	0	2	0	0	0	0	0	0	0	4	1	1	0	0
ASV_572	4	1	1	0	0	2	0	3	13	13	9	9	9	1	1	6	3	1	0	0	0	0	3	11	10	12	4	0	2	3	9	4	2	4	0	13	8	9	7	8	8	11	21	6	9
ASV_232	1	0	1	6	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	34	2	17	10	15	7	7	44	29	15	59	8	9	3	9
ASV_1501	0	8	0	2	3	25	2	91	3	4	41	0	3	3	1	2	0	0	1	0	0	3	0	1	1	72	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0
ASV_299	16	2	11	17	34	7	18	0	9	21	1	0	2	6	2	22	0	2	3	0	1	0	30	16	17	0	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_305	24	4	14	3	13	15	13	4	1	20	6	1	11	6	18	1	1	0	1	0	3	1	14	23	11	6	2	9	2	7	0	2	0	0	0	4	0	0	0	1	1	0	0	1	0
ASV_480	4	2	1	2	0	0	0	8	16	31	16	14	9	2	1	8	4	3	1	0	0	0	5	17	13	13	14	4	8	3	2	3	0	1	0	3	1	0	3	0	6	5	5	0	6
ASV_766	16	2	4	7	5	6	7	7	2	8	5	7	2	10	4	2	5	3	12	1	2	0	1	21	10	19	1	7	4	5	6	6	3	2	0	0	3	2	2	20	4	3	10	1	4
ASV_279	0	4	3	6	1	1	3	4	5	1	2	14	5	6	8	11	8	14	2	0	7	1	6	5	6	5	13	4	7	1	11	3	5	3	3	11	13	5	5	3	4	10	7	6	2
ASV_407	3	2	6	4	6	2	3	0	0	3	0	3	1	7	5	3	2	7	4	2	5	2	2	6	3	3	4	2	8	10	5	19	22	15	23	2	5	6	3	22	4	6	9	0	13
ASV_325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	2	0	4	3	2	0	22	7	8	115	1	0	51
ASV_274	0	0	0	4	1	2	0	3	0	1	1	0	0	1	1	10	13	9	5	7	6	2	3	4	7	16	11	14	2	1	11	11	2	2	4	4	2	20	6	5	33	6	15	14	8
ASV_311	135	2	13	0	3	8	14	0	0	7	0	22	14	4	23	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	3	0	1	0	1
ASV_259	5	3	9	25	0	15	7	7	2	3	6	5	0	2	4	1	2	44	19	17	9	9	4	2	2	2	18	7	5	0	0	0	4	0	1	0	1	2	0	2	0	2	0	3	0
ASV_1569	5	4	1	21	0	2	1	0	6	2	1	4	0	0	0	4	4	15	6	86	1	15	4	3	2	2	37	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_278	3	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	15	1	1	0	2	0	2	1	1	0	0	0	9	18	6	4	0	0	28	1	0	0	3	29	13	2	69
ASV_319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	27	9	15	10	18	2	5	48	40	11	3	8	2	2
ASV_297	1	3	0	4	0	1	0	1	1	1	1	2	8	3	2	1	0	1	0	4	1	0	4	5	5	0	1	0	0	0	7	16	19	14	9	4	7	0	23	16	6	12	15	8	15
ASV_280	2	0	1	1	1	0	0	1	0	0	1	2	1	0	1	2	2	0	0	0	0	4	0	0	1	1	0	0	2	1	23	6	0	3	7	1	0	15	16	20	25	7	14	25	23
ASV_301	1	0	3	3	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	12	7	5	23	16	11	30	18	15	22	16	19	13	10	6
ASV_336	0	4	2	8	2	1	0	9	2	2	8	1	2	2	4	10	27	5	20	0	42	0	4	2	2	7	5	6	5	12	2	4	3	3	2	1	0	2	5	5	4	5	6	2	4
ASV_342	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	4	105	36	16	6	29	3	2	3	0	2	1	0	2
ASV_320	0	23	0	1	7	4	31	0	14	3	0	19	0	30	2	3	16	0	0	0	0	0	0	0	5	0	29	2	1	14	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0
ASV_1614	5	1	13	9	20	2	9	0	8	2	0	4	57	13	2	4	18	0	11	1	7	0	2	14	2	1	8	2	0	18	2	0	0	0	0	1	1	1	0	4	0	1	1	0	0
ASV_284	1	1	4	23	6	8	8	0	1	0	0	7	4	2	4	1	19	18	11	0	18	0	2	0	5	1	1	21	3	2	4	0	3	8	3	2	4	7	7	6	12	1	3	5	4
ASV_270	9	7	6	5	0	4	7	3	3	3	1	1	5	9	9	11	0	3	14	14	4	7	14	14	8	3	7	17	5	10	9	1	0	0	1	0	2	12	6	7	4	0	3	2	2
ASV_959	0	22	6	2	10	11	7	11	2	1	0	7	33	12	19	21	0	12	0	0	7	0	1	0	0	10	0	2	5	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_410	1	6	2	15	0	5	2	0	0	10	1	4	8	1	8	5	3	12	7	0	11	0	11	10	8	7	41	13	9	5	0	1	0	2	2	0	1	1	1	0	0	0	5	0	2
ASV_295	0	0	0	0	0	0	0	0	4	2	1	1	2	0	1	6	4	5	0	0	0	0	4	8	6	8	0	1	1	2	7	15	1	6	3	6	17	10	12	3	13	15	23	13	20
ASV_350	2	2	0	1	0	2	1	1	2	0	2	1	5	0	0	11	1	1	0	4	1	0	1	0	0	16	0	2	0	0	1	3	14	12	19	4	19	3	7	3	6	31	23	21	5
ASV_354	4	5	0	3	2	1	1	6	6	7	3	3	4	6	3	8	3	1	0	0	0	2	3	3	8	11	1	9	13	0	7	11	6	11	11	1	12	2	5	6	8	4	5	2	7
ASV_388	0	1	0	2	0	14	15	1	2	74	0	1	0	9	6	0	1	0	0	0	0	0	10	8	3	1	0	1	9	2	2	12	0	0	1	0	1	0	4	6	3	5	12	0	13
ASV_378	9	10	2	0	13	5	4	3	2	5	0	7	6	10	6	9	3	3	7	0	10	0	2	4	2	2	5	5	10	10	1	8	0	2	4	3	0	5	1	5	4	5	11	2	11
ASV_304	2	2	2	1	0	1	1	4	1	9	2	7	3	2	1	4	7	3	1	0	4	2	1	5	2	7	28	2	5	6	7	4	3	0	3	1	7	17	32	8	16	2	9	1	5
ASV_315	3	7	1	0	1	1	1	9	3	16	6	7	3	0	2	3	6	4	0	0	1	0	1	6	6	10	20	5	3	3	11	6	1	5	2	1	3	13	24	12	15	3	9	1	7
ASV_298	1	17	1	2	1	1	0	2	2	2	3	4	7	6	8	1	7	2	2	2	1	4	2	1	2	5	14	13	6	12	4	3	5	1	2	1	2	2	5	1	3	10	12	12	5
ASV_303	38	4	0	1	0	11	1	0	0	9	1	1	10	2	18	1	1	4	0	0	2	1	1	50	21	0	0	0	1	11	0	0	0	1	0	15	0	0	0	0	1	3	0	1	0
ASV_529	7	6	1	2	2	0	1	4	22	10	8	11	12	2	8	2	17	8	1	0	0	0	6	4	5	5	25	3	9	3	7	3	1	1	0	1	0	0	12	3	0	0	0	2	0
ASV_1141	2	8	8	3	8	3	6	11	3	10	3	1	13	8	13	10	4	3	1	1	4	1	3	9	14	5	3	6	12	31	0	1	1	0	0	0	1	0	1	3	2	0	1	0	1
ASV_1364	1	2	4	0	26	11	2	14	12	1	7	0	10	26	12	7	0	18	0	0	14	0	4	7	1	4	1	1	0	12	0	0	3	1	1	10	0	0	1	0	0	0	0	0	0
ASV_329	14	7	0	0	0	1	2	43	1	3	21	0	1	1	1	0	1	0	0	2	2	0	2	1	4	26	0	1	1	1	7	3	7	2	17	8	7	6	4	8	9	0	8	7	14
ASV_867	0	20	5	9	11	11	5	5	2	1	0	7	47	13	27	3	0	7	0	0	4	0	0	0	3	9	0	4	6	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ASV_629	8	2	11	10	10	4	4	1	1	10	0	14	1	16	1	13	2	3	0	0	0	0	1	3	0	1	3	4	72	0	0	0	5	1	6	4	0	0	0	0	1	2	0	2	0
ASV_267	0	4	3	0	13	7	5	3	7	4	5	5	3	14	27	6	0	2	6	0	5	1	28	5	5	8	0	6	0	0	2	8	8	11	3	1	8	1	1	2	5	0	2	0	1
ASV_669	4	7	6	3	3	3	13	7	5	45	5	12	13	13	7	0	2	1	1	1	5	1	0	7	3	1	2	0	1	11	0	1	3	0	2	1	1	3	0	0	3	1	4	5	1
ASV_307	6	0	0	0	0	1	3	3	2	3	3	1	0	1	0	4	0	0	0	0	0	2	2	2	3	0	1	2	0	0	4	0	3	4	3	11	0	2	1	4	5	0	4	63	46
ASV_308	0	0	4	7	10	16	4	1	0	16	1	2	16	51	43	0	1	0	0	0	2	0	16	9	8	0	0	5	1	7	1	1	0	1	0	1	0	1	0	6	0	1	0	0	0
ASV_312	1	3	3	0	1	0	2	2	4	8	4	12	8	1	4	4	11	4	0	0	0	0	1	3	5	5	11	8	1	5	5	2	9	8	6	13	4	1	8	2	4	3	3	2	4
ASV_287	0	5	1	2	0	1	1	1	3	1	0	6	2	3	10	2	18	13	0	0	10	1	13	7	10	25	1	18	9	9	0	1	4	2	2	8	3	3	2	1	9	1	1	1	8
ASV_1542	0	7	1	11	10	12	19	1	0	3	0	3	10	13	2	3	1	8	9	0	8	0	2	4	9	0	0	1	1	6	1	5	3	4	2	4	0	2	3	2	4	2	4	2	13
ASV_1550	1	2	4	6	5	3	10	0	8	2	1	0	1	13	2	2	1	9	8	1	6	1	12	4	0	2	0	4	0	13	13	9	1	4	1	0	2	2	10	29	13	0	2	1	1
ASV_345	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	5	1	0	0	1	0	0	0	4	28	0	0	0	5	0	7	10	32	44	13	8	4	24
ASV_359	4	1	4	3	4	3	0	2	5	3	8	8	6	0	3	4	3	1	1	3	2	5	3	6	6	8	4	3	4	0	6	4	4	3	5	6	4	6	7	2	4	7	10	9	10
ASV_460	12	6	2	3	1	4	16	0	8	10	0	0	24	0	44	0	5	4	4	0	2	0	0	7	7	0	0	16	0	18	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
ASV_334	1	12	34	18	10	41	13	13	0	1	10	0	2	0	11	0	1	0	1	0	1	0	0	0	2	9	1	2	0	0	1	8	1	1	2	1	2	0	1	11	3	5	8	0	2
ASV_313	2	3	1	0	0	0	0	1	3	1	2	0	0	1	0	5	1	0	0	0	1	0	1	1	5	2	2	0	1	0	4	18	1	6	3	4	8	7	7	2	6	18	33	22	22
ASV_352	3	2	1	2	0	1	2	7	0	0	6	5	2	5	1	4	0	2	0	0	0	0	0	2	2	3	6	1	9	1	7	8	8	0	2	2	0	5	6	29	10	17	8	6	16
ASV_770	3	9	0	6	2	6	1	15	5	11	16	1	7	1	12	6	3	1	0	0	7	0	5	1	2	3	0	3	0	3	5	2	3	1	7	2	2	8	1	5	12	8	2	1	10
ASV_397	8	8	8	8	7	7	13	3	2	5	1	4	6	9	7	3	3	5	0	1	5	0	2	4	2	5	1	2	7	7	0	0	23	3	5	3	10	3	0	1	4	2	1	0	0
ASV_328	9	0	4	2	10	1	7	0	9	3	0	0	3	27	6	2	0	2	6	0	11	0	2	2	8	0	0	9	1	17	6	2	1	4	7	10	3	5	4	9	3	4	8	1	4
ASV_349	3	11	2	9	9	15	9	9	0	3	8	6	5	11	6	6	5	6	13	2	9	0	8	13	9	7	2	6	4	2	0	2	2	3	1	1	3	0	1	1	1	3	1	1	0
ASV_340	0	0	0	0	0	0	0	0	1	138	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	39	1	0	0	0	0	0	0	0	0	0
ASV_327	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10	0	26	81	1	0	0	20	2	13	15	11	0	2	1
ASV_332	4	5	6	5	5	9	7	4	7	8	5	3	6	11	7	12	13	2	2	0	4	0	6	3	1	16	3	12	10	9	1	0	1	2	3	2	2	1	1	4	4	0	3	0	0
ASV_289	4	2	0	4	0	0	1	4	3	1	1	2	1	0	2	1	3	0	0	3	1	3	1	2	3	4	1	5	0	0	14	1	13	24	10	4	14	14	5	2	5	6	3	8	15
ASV_323	10	8	2	2	4	5	13	1	6	6	1	4	6	2	2	5	8	3	8	0	3	0	4	5	4	1	15	5	5	3	4	4	4	7	4	10	7	1	3	1	0	1	2	3	4
ASV_1246	10	2	5	6	11	2	5	5	3	1	0	6	3	12	5	6	2	2	2	2	1	2	2	1	1	1	9	3	30	3	3	5	13	2	12	4	0	0	1	0	0	3	0	2	1
ASV_322	1	2	3	0	0	0	0	0	1	3	0	0	1	0	1	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	14	5	1	9	2	1	18	6	56	9	14	15	10	3	7
ASV_1629	4	2	0	0	0	0	0	6	16	20	10	19	12	0	0	11	7	2	0	0	0	1	6	9	10	13	10	2	2	4	1	3	1	0	0	0	1	1	2	0	3	4	2	2	6
ASV_398	0	40	22	5	0	10	2	11	0	0	5	0	0	1	2	0	14	1	13	0	10	1	0	1	1	16	2	0	1	0	0	0	4	7	4	3	6	0	1	0	0	0	0	0	0
ASV_285	1	8	7	11	1	7	2	0	3	4	0	5	0	3	5	6	6	4	2	0	0	0	5	3	7	1	0	16	2	1	5	0	4	5	7	3	10	3	2	12	7	5	1	7	7
ASV_1147	2	2	0	4	6	2	4	2	9	6	1	3	5	3	3	6	14	17	17	0	20	0	10	8	10	7	0	5	2	4	1	1	1	0	1	1	2	0	1	2	4	3	1	0	2
ASV_317	0	5	3	1	0	1	0	4	24	0	2	0	3	1	0	0	24	8	0	0	1	2	0	0	0	9	0	0	0	2	10	9	0	1	0	0	2	7	0	0	18	22	12	1	1
ASV_385	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	43	44	45	0	1	1	3	11	6	5	7	1	7
ASV_372	4	4	3	12	1	6	1	2	5	10	6	5	1	2	4	1	1	8	7	2	7	1	6	1	3	6	1	2	4	1	4	1	4	1	0	5	3	3	7	3	4	2	8	2	4
ASV_282	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	15	2	0	0	0	1	0	0	3	10	5	5	8	1	22	8	14	6	30	7	8	9	0
ASV_451	2	3	2	4	3	0	1	2	1	3	4	1	2	1	2	1	1	9	4	2	1	1	1	2	0	3	2	1	0	1	4	2	3	3	3	12	2	64	13	6	7	1	1	1	4
ASV_346	1	3	0	0	0	0	0	1	5	4	2	0	0	1	2	1	0	1	0	0	0	1	0	5	3	0	4	0	0	2	8	10	2	2	12	0	11	2	5	6	18	0	12	6	17
ASV_1567	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	63	0	29	0	0	0	0	0	0	0	0	20	22	1	0	0	0	1	2	4	9	18	5	0	0	0	0
ASV_387	8	2	5	10	6	4	2	4	9	5	4	1	3	10	5	6	5	1	1	1	3	4	4	0	1	2	1	5	5	3	6	5	5	5	4	2	5	7	7	5	3	6	0	3	7
ASV_537	15	0	11	10	5	7	6	1	3	14	1	2	2	6	0	0	0	1	0	0	1	1	1	3	1	0	1	1	9	2	2	0	0	21	0	0	0	2	0	1	1	24	1	7	12
ASV_1034	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	58	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1572	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	75	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_316	4	2	3	36	0	14	3	0	0	1	2	2	1	0	3	0	4	7	1	28	1	72	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ASV_376	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	15	17	2	14	0	20	8	3	22	4	18	28	2	1
ASV_435	0	11	29	10	11	20	5	10	1	0	4	1	7	1	4	0	0	0	6	2	1	0	1	0	2	5	0	4	0	2	2	7	0	2	4	1	1	1	1	3	0	2	3	1	2
ASV_291	0	1	28	4	6	17	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	6	10	5	0	20	0	0	0	0	34	6	17	1
ASV_321	2	1	0	2	0	3	0	1	0	2	0	0	1	1	0	3	0	2	1	0	0	129	1	0	1	2	1	2	0	1	1	0	3	1	4	1	3	2	0	0	1	0	1	0	1
ASV_355	0	2	1	5	0	0	155	0	0	0	1	0	3	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_487	2	0	2	3	3	0	1	2	1	0	2	4	2	3	1	1	1	6	0	0	4	0	1	0	1	0	8	9	0	6	1	17	13	13	11	1	8	5	1	7	7	4	9	4	1
ASV_396	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	47	2	0	1	1	125
ASV_438	15	0	2	1	6	2	5	0	4	7	0	7	11	4	6	3	2	0	1	0	5	0	4	6	4	2	1	3	8	8	6	5	3	9	7	0	3	3	2	5	5	8	3	2	0
ASV_330	1	2	2	9	0	9	7	4	3	0	3	7	0	4	2	2	4	10	2	0	1	1	2	1	6	4	13	4	0	2	5	5	4	2	3	4	3	3	7	1	5	2	5	3	4
ASV_468	6	8	8	6	13	7	14	1	2	2	2	2	7	12	2	2	3	4	9	0	7	1	2	5	3	2	5	1	10	5	0	2	4	3	2	4	9	2	0	1	2	2	1	0	0
ASV_399	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	37	0	0	0	0	0	30	7	10	72
ASV_351	2	3	1	0	0	1	0	1	5	0	1	0	20	1	2	13	6	1	0	0	0	3	12	13	16	1	15	27	13	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ASV_348	5	4	9	2	2	4	1	0	1	2	6	11	4	11	2	2	3	8	3	0	9	0	2	1	3	6	0	4	0	3	10	0	7	9	3	2	11	6	1	3	7	3	1	1	3
ASV_1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_302	5	2	0	0	0	0	0	16	21	1	4	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	1	0	3	1	0	2	35	11	2	20	1	1	2	0
ASV_341	0	2	4	1	5	1	7	0	3	5	0	0	10	10	6	0	7	1	2	0	1	0	12	18	4	0	1	4	0	2	5	1	0	5	2	4	1	2	12	5	12	6	2	4	6
ASV_362	8	2	1	3	6	4	0	1	1	6	0	5	8	5	7	6	5	0	2	0	4	1	5	5	7	0	0	2	2	8	3	5	2	3	10	1	13	0	1	9	7	13	2	1	2
ASV_383	0	2	2	3	0	0	0	0	5	2	1	2	1	0	1	0	18	4	19	0	10	0	0	1	0	1	0	1	3	19	2	1	23	24	3	8	10	6	1	1	5	0	3	0	0
ASV_331	0	24	54	9	0	0	15	0	0	2	0	7	4	1	34	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	3	1	0	3	0	2	1	1	1	1	0	1
ASV_370	5	13	14	2	18	0	13	1	1	0	0	4	2	14	0	12	2	0	8	1	18	0	0	0	2	0	0	10	19	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ASV_357	1	0	0	0	0	0	0	15	5	3	2	0	0	1	0	17	0	0	1	0	21	2	0	6	3	10	0	0	0	1	4	3	4	1	0	3	3	13	9	17	14	2	2	1	2
ASV_390	1	0	1	0	2	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	53	14	2	64	0	2	1	0	4	3	0	0
ASV_447	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	56	28	0	1	0	1	0	0	0	67	1	1	1	0	0	0	4	4	17	0	0	0	0	0	0	1	0	1
ASV_374	1	10	0	0	0	2	0	22	1	0	15	0	5	0	6	0	0	0	1	0	3	1	4	1	8	25	0	2	0	1	1	8	10	1	0	0	1	3	7	7	13	0	1	0	12
ASV_1297	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	10	1	30	34	13	24	19	6	7	1	2	0	0	1	0
ASV_368	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	8	0	5	10	0	0	2	11	15	36	6	6	14	4
ASV_656	23	3	2	1	1	0	1	6	5	4	11	2	10	6	9	1	3	0	4	0	1	0	2	7	10	7	1	13	14	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV_950	3	0	1	1	5	1	1	0	1	1	0	1	0	1	2	1	1	4	6	1	4	0	2	2	1	1	0	4	2	4	0	18	8	10	7	6	7	4	2	12	2	9	2	2	5
ASV_364	0	4	2	3	5	5	1	5	2	3	9	4	5	6	4	3	4	8	6	0	7	0	5	8	6	9	3	9	14	7	2	2	4	2	1	2	5	4	2	2	2	2	1	0	1
ASV_379	3	1	0	0	2	0	2	0	11	23	0	27	1	15	0	27	0	0	0	0	0	0	1	28	2	0	0	1	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_1077	0	1	0	5	0	22	106	0	0	0	0	0	5	0	1	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0
ASV_353	0	0	2	3	4	4	0	0	2	1	0	3	0	5	1	8	5	0	0	1	1	2	3	0	2	0	3	4	11	7	1	2	1	12	11	7	2	13	6	1	8	4	3	3	7
