OTUID	All	HMAT	LMAT	MD	NC
ASV_993	0.002509	0.003026851	0.004333767	0.000000000	0.002676224
ASV_1248	0.00237	0.001703547	0.002605552	0.001569064	0.003600880
ASV_1365	0.002427	0.001319975	0.004016611	0.001210246	0.003161938
ASV_1483	0.00244	0.000000000	0.000000000	0.000000000	0.009761212
ASV_1260	0.002376	0.002125116	0.002176496	0.001208927	0.003994043
ASV_665	0.002371	0.0008640764	0.0000000000	0.0000000000	0.0086208728
ASV_897	0.002382	0.0000000000	0.0004393596	0.0012131180	0.0078755532
ASV_978	0.002324	0.001844036	0.003052935	0.002740007	0.001658320
ASV_1017	0.002351	0.0000000000	0.0009238855	0.0008068235	0.0076741302
ASV_1012	0.002235	0.003952401	0.002237307	0.002748393	0.000000000
ASV_1190	0.002393	0.0058609801	0.0029137665	0.0007974048	0.0000000000
ASV_1083	0.002127	0.0011295861	0.0052126725	0.0016119023	0.0005527733
ASV_1224	0.002183	0.001263875	0.001723758	0.002364702	0.003378344
ASV_1443	0.00211	0.0037099377	0.0008553428	0.0038737129	0.0000000000
ASV_1296	0.002157	0.001882644	0.003671780	0.000000000	0.003071984
ASV_1414	0.002315	0.002059789	0.003517054	0.001683119	0.001998511
ASV_1450	0.002312	0.002554046	0.002545524	0.001604676	0.002544025
ASV_1475	0.002379	0.000000000	0.001340163	0.002429983	0.005745626
ASV_1335	0.002161	0.0022083245	0.0029209957	0.0008072708	0.0027069324
ASV_1284	0.002246	0.0026499894	0.0030360879	0.0008138894	0.0024822512
ASV_1420	0.002187	0.0029920277	0.0035824107	0.0016198405	0.0005527733
ASV_553	0.001981	0.0016614746	0.0000000000	0.0004029756	0.0058607886
ASV_754	0.002441	0.0004153686	0.0000000000	0.0000000000	0.0093479840
ASV_959	0.002207	0.0004224115	0.0038190305	0.0029289740	0.0016583198
ASV_1282	0.002211	0.004220152	0.001600345	0.001957107	0.001064883
ASV_1068	0.00192	0.000000000	0.000000000	0.000000000	0.007679961
ASV_1370	0.002124	0.0023243084	0.0016302618	0.0007960851	0.0037470999
ASV_1057	0.002175	0.000000000	0.004091486	0.001633665	0.002975500
ASV_1386	0.002119	0.0017423866	0.0022450384	0.0039370690	0.0005527733
ASV_1167	0.002112	0.0054538142	0.0016595787	0.0003931096	0.0009399290
ASV_1330	0.002071	0.001666191	0.002108248	0.001589296	0.002921916
ASV_1137	0.002115	0.0034370520	0.0008194858	0.0015690642	0.0026333496
ASV_1387	0.002143	0.001290171	0.001394739	0.002491710	0.003395045
ASV_1216	0.00227	0.0016879766	0.0016988045	0.0004207798	0.0052720356
ASV_1303	0.002095	0.0051652047	0.0004103372	0.0028033605	0.0000000000
ASV_1163	0.002352	0.000000000	0.000000000	0.000000000	0.009406628
ASV_1020	0.00261	0.00000000	0.00000000	0.00000000	0.01044083
ASV_1364	0.002133	0.000000000	0.003254391	0.002945459	0.002334071
ASV_1389	0.001958	0.003011281	0.002049309	0.002770391	0.000000000
ASV_1266	0.002494	0.0004416649	0.0017574384	0.0004029756	0.0073728080
ASV_1108	0.002189	0.000000000	0.001688795	0.001995358	0.005073531
ASV_1166	0.001981	0.0008448229	0.0021441046	0.0031405557	0.0017938989
ASV_1176	0.002033	0.002413472	0.005717290	0.000000000	0.000000000
ASV_1201	0.002086	0.0017944702	0.0008297894	0.0028140466	0.0029040772
ASV_1269	0.002083	0.000000000	0.000000000	0.003685704	0.004646351
ASV_1198	0.002098	0.001622635	0.002752916	0.000000000	0.004016866
ASV_1283	0.002181	0.000000000	0.002139742	0.002040620	0.004543495
ASV_1308	0.002166	0.0000000000	0.0079863230	0.0000000000	0.0006777272
ASV_805	0.001851	0.0000000000	0.0004103372	0.0000000000	0.0069936286
ASV_1036	0.001982	0.0004224115	0.0008194858	0.0003931096	0.0062944757
ASV_1406	0.002135	0.0008136829	0.0027337136	0.0008415596	0.0041490798
ASV_1322	0.001915	0.001655974	0.001363245	0.002402666	0.002239879
ASV_1272	0.001929	0.000000000	0.002300803	0.000000000	0.005416798
ASV_1471	0.001933	0.0008742937	0.0034173057	0.0008250750	0.0026166317
ASV_1320	0.00186	0.003348461	0.001320256	0.002771444	0.000000000
ASV_1169	0.001933	0.0056338530	0.0003904298	0.0000000000	0.0017079251
ASV_1447	0.002004	0.002622896	0.001859652	0.001665315	0.001867257
ASV_1408	0.001804	0.0040556503	0.0008485082	0.0003931096	0.0019199902
ASV_1384	0.002025	0.0000000000	0.0000000000	0.0004029756	0.0076957098
ASV_1005	0.001858	0.0008307373	0.0031054276	0.0003931096	0.0031042510
ASV_1107	0.001897	0.001214309	0.001257657	0.002778863	0.002336047
ASV_1115	0.001897	0.000000000	0.001859652	0.002458973	0.003267699
ASV_925	0.001791	0.002397478	0.002001079	0.000000000	0.002765563
ASV_1397	0.001866	0.000000000	0.003198627	0.002879520	0.001385923
ASV_1095	0.001868	0.000000000	0.001283210	0.002054445	0.004135991
ASV_1355	0.001812	0.0046962314	0.0021568828	0.0003931096	0.0000000000
ASV_1354	0.002112	0.0022486788	0.0004393596	0.0004029756	0.0053587775
ASV_1152	0.001628	0.0045183445	0.0004589725	0.0000000000	0.0015359921
ASV_1268	0.001729	0.000000000	0.001742183	0.003545279	0.001628281
ASV_1419	0.001917	0.0017576235	0.0008494022	0.0004207798	0.0046400352
ASV_1157	0.001836	0.0024922118	0.0043935959	0.0000000000	0.0004595546
ASV_1428	0.001773	0.0018826435	0.0019708677	0.0007754064	0.0024612088
ASV_1338	0.001902	0.0000000000	0.0003904298	0.0000000000	0.0072174642
ASV_1412	0.002265	0.001733859	0.000800767	0.000000000	0.006527364
ASV_1440	0.001691	0.0041326155	0.0013083747	0.0004042952	0.0009191092
ASV_1465	0.001691	0.000000000	0.001636594	0.002830067	0.002297773
ASV_1362	0.001858	0.000000000	0.001376917	0.001212886	0.004841519
ASV_1444	0.001579	0.001267234	0.000000000	0.005046777	0.000000000
ASV_1061	0.001697	0.001506115	0.004130752	0.000000000	0.001151994
ASV_1202	0.001742	0.0007989402	0.0035401296	0.0012445351	0.0013859234
ASV_1371	0.001728	0.004232575	0.002677560	0.000000000	0.000000000
ASV_1317	0.001637	0.0008640764	0.0004589725	0.0046706896	0.0005527733
ASV_1401	0.001636	0.0037049237	0.0008485082	0.0016033560	0.0003871557
ASV_1461	0.001827	0.0013249947	0.0016413489	0.0004207798	0.0039190329
ASV_1438	0.001591	0.001689646	0.000000000	0.004676345	0.000000000
ASV_1485	0.001976	0.0000000000	0.0000000000	0.0008085905	0.0070960047
ASV_1262	0.001776	0.0041445597	0.0003904298	0.0004029756	0.0021672717
ASV_1423	0.001622	0.001731836	0.001231012	0.001976734	0.001548623
ASV_615	0.001627	0.000000000	0.000000000	0.000000000	0.006508015
ASV_710	0.001738	0.0004153686	0.0000000000	0.0000000000	0.0065353985
ASV_836	0.001838	0.000000000	0.000000000	0.000000000	0.007350432
ASV_932	0.001696	0.0054399621	0.0000000000	0.0007923382	0.0005527733
ASV_1161	0.001596	0.000000000	0.000000000	0.000000000	0.006383061
ASV_1048	0.001722	0.006889701	0.000000000	0.000000000	0.000000000
ASV_1238	0.00148	0.000000000	0.000000000	0.000000000	0.005918343
ASV_1087	0.001858	0.0003765287	0.0000000000	0.0000000000	0.0070555357
ASV_1274	0.001774	0.000000000	0.000000000	0.000000000	0.007095683
ASV_1263	0.001606	0.002907580	0.003514877	0.000000000	0.000000000
ASV_1217	0.001551	0.001990636	0.002646455	0.001183449	0.000383998
ASV_1205	0.001519	0.0000000000	0.0008182971	0.0040286801	0.0012307084
ASV_1175	0.001581	0.0007530574	0.0023999237	0.0020283270	0.0011445414
ASV_1449	0.001609	0.0004224115	0.0029508122	0.0015851045	0.0014791420
ASV_1298	0.001598	0.0034370520	0.0004589725	0.0024970085	0.0000000000
ASV_1396	0.001689	0.0000000000	0.0037193041	0.0021038989	0.0009336284
ASV_1336	0.001792	0.003533319	0.000000000	0.000000000	0.003636011
ASV_1480	0.001473	0.000000000	0.000000000	0.005892897	0.000000000
ASV_1196	0.001553	0.000000000	0.000000000	0.000000000	0.006212648
ASV_1098	0.001443	0.0004416649	0.0022254255	0.0011750631	0.0019294632
ASV_1193	0.001517	0.0016879766	0.0013947390	0.0008101424	0.0021747392
ASV_1456	0.001532	0.000000000	0.001802605	0.002372215	0.001952257
ASV_1439	0.001501	0.0034636723	0.0004393596	0.0007960851	0.0013062649
ASV_1464	0.001531	0.0017666596	0.0008740616	0.0011891947	0.0022955913
ASV_1318	0.001499	0.0047481093	0.0000000000	0.0004029756	0.0008467103
ASV_1323	0.001486	0.002984476	0.001357304	0.001603800	0.000000000
ASV_1369	0.001471	0.002034207	0.002661711	0.001189195	0.000000000
ASV_1245	0.001476	0.003035917	0.000929826	0.001940175	0.000000000
ASV_1367	0.001688	0.0024796682	0.0008297894	0.0000000000	0.0034415935
ASV_1469	0.001416	0.000000000	0.000000000	0.004422865	0.001241126
ASV_1487	0.001349	0.000000000	0.000000000	0.000000000	0.005394919
ASV_1345	0.001417	0.000000000	0.000000000	0.000000000	0.005669802
ASV_1187	0.001605	0.0008640764	0.0000000000	0.0000000000	0.0055565329
ASV_1154	0.001455	0.0026359338	0.0022384953	0.0003931096	0.0005527733
ASV_1264	0.001405	0.001207266	0.001650464	0.001189195	0.001572361
ASV_1404	0.001351	0.0016896459	0.0004649130	0.0027817349	0.0004668142
ASV_1402	0.001389	0.001190212	0.000464913	0.001648383	0.002251255
ASV_1358	0.001456	0.0004977650	0.0008553428	0.0016666346	0.0028040280
ASV_1199	0.001448	0.0008833298	0.0022023437	0.0000000000	0.0027067075
ASV_1398	0.001385	0.0016879766	0.0013769174	0.0007720875	0.0017016244
ASV_766	0.001208	0.0004153686	0.0008787192	0.0012309222	0.0023071459
ASV_973	0.001152	0.000000000	0.000000000	0.000000000	0.004607976
ASV_1065	0.001378	0.000000000	0.000000000	0.000000000	0.005511975
ASV_1122	0.001419	0.001705540	0.001376917	0.000000000	0.002595091
ASV_1121	0.001221	0.0032933511	0.0004393596	0.0000000000	0.0011519941
ASV_1227	0.001265	0.0013057413	0.0008681210	0.0019588549	0.0009263688
ASV_1425	0.001281	0.0004416649	0.0029010856	0.0004042952	0.0013786638
ASV_1337	0.00168	0.0000000000	0.0008740616	0.0000000000	0.0058467017
ASV_1286	0.001251	0.0012638750	0.0021363759	0.0012168649	0.0003871557
ASV_1333	0.001304	0.0025883608	0.0018418304	0.0004029756	0.0003839980
ASV_1441	0.00127	0.0007530574	0.0017106856	0.0015958429	0.0010195874
ASV_1339	0.001264	0.001129586	0.001835890	0.000000000	0.002088765
ASV_1360	0.001302	0.0023573715	0.0008297894	0.0015624265	0.0004595546
ASV_1416	0.001537	0.003436579	0.000000000	0.000000000	0.002710909
ASV_1429	0.001861	0.0007918973	0.0000000000	0.0000000000	0.0066523178
ASV_1378	0.001349	0.0009394299	0.0004589725	0.0011581312	0.0028379620
ASV_242	0.001138	0.0004153686	0.0008983320	0.0012309222	0.0020091217
ASV_353	0.001212	0.0000000000	0.0029650736	0.0007754064	0.0011055465
ASV_1312	0.001156	0.000000000	0.000000000	0.000000000	0.004625753
ASV_1347	0.001078	0.000000000	0.000000000	0.000000000	0.004312166
ASV_1226	0.001172	0.002492212	0.002196798	0.000000000	0.000000000
ASV_1252	0.001177	0.0008640764	0.0004649130	0.0023679303	0.0010123279
ASV_1316	0.001228	0.0008640764	0.0025582054	0.0000000000	0.0014895446
ASV_1206	0.001337	0.0000000000	0.0008494022	0.0000000000	0.0044981997
ASV_1136	0.001425	0.0013114479	0.0008983320	0.0007791533	0.0027109087
ASV_1363	0.001164	0.0025014537	0.0008496968	0.0000000000	0.0013062649
ASV_1324	0.001127	0.001260192	0.000000000	0.003248064	0.000000000
ASV_1289	0.001102	0.001267234	0.000000000	0.003139680	0.000000000
ASV_1229	0.001296	0.000000000	0.000000000	0.000000000	0.005185564
ASV_1257	0.001127	0.0007530574	0.0018358898	0.0000000000	0.0019199902
ASV_1332	0.001179	0.002518508	0.002196798	0.000000000	0.000000000
ASV_1462	0.001148	0.0008833298	0.0012784582	0.0008068235	0.0016219660
ASV_1383	0.00121	0.0000000000	0.0003904298	0.0000000000	0.0044507482
ASV_1484	0.001119	0.000000000	0.000000000	0.000000000	0.004474626
ASV_1381	0.001165	0.0000000000	0.0008182971	0.0015846764	0.0022575406
ASV_937	0.00096	0.00000000	0.00000000	0.00000000	0.00383998
ASV_1018	0.001154	0.0000000000	0.0000000000	0.0004042952	0.0042097975
ASV_1069	0.001168	0.0000000000	0.0000000000	0.0004207798	0.0042519647
ASV_1162	0.001316	0.000000000	0.000000000	0.000000000	0.005265739
ASV_1325	0.001092	0.002123935	0.002245038	0.000000000	0.000000000
ASV_1359	0.001132	0.0008448229	0.0004091486	0.0015822299	0.0016900550
ASV_1372	0.00108	0.001246106	0.003075517	0.000000000	0.000000000
ASV_1331	0.001085	0.0008307373	0.0008297894	0.0015748104	0.0011055465
ASV_1421	0.001093	0.0012864878	0.0021397416	0.0003931096	0.0005527733
ASV_1442	0.001004	0.0008448229	0.0004589725	0.0027122628	0.0000000000
ASV_824	0.001163	0.0004068414	0.0004589725	0.0000000000	0.0037880856
ASV_804	0.00099	0.0022749751	0.0012274457	0.0000000000	0.0004595546
ASV_1228	0.000982	0.0004224115	0.0016851322	0.0008068235	0.0010123279
ASV_1242	0.001068	0.0004977650	0.0008494022	0.0000000000	0.0029248800
ASV_1489	0.001023	0.000000000	0.000000000	0.000000000	0.004092631
ASV_1295	0.001127	0.000000000	0.001835890	0.000000000	0.002673081
ASV_1382	0.001033	0.000000000	0.004130752	0.000000000	0.000000000
ASV_1159	0.000938	0.0000000000	0.0000000000	0.0003860437	0.0033657134
ASV_1292	0.000968	0.001237579	0.002636158	0.000000000	0.000000000
ASV_771	0.001065	0.0000000000	0.0000000000	0.0004042952	0.0038573268
ASV_1052	0.000768	0.000000000	0.000000000	0.000000000	0.003071984
ASV_1407	0.000821	0.0008222101	0.0000000000	0.0000000000	0.0024623609
ASV_1233	0.000918	0.00000000	0.00367178	0.00000000	0.00000000
ASV_1288	0.000929	0.0003765287	0.0004649130	0.0004207798	0.0024549082
ASV_1452	0.000834	0.0004068414	0.0000000000	0.0003893626	0.0025410752
ASV_1479	0.00103	0.0004153686	0.0000000000	0.0003860437	0.0033166396
ASV_825	0.000743	0.0000000000	0.0004091486	0.0000000000	0.0025609508
ASV_1319	0.000745	0.0017666596	0.0008194858	0.0003931096	0.0000000000
ASV_972	0.000756	0.000000000	0.000000000	0.000000000	0.003025551
ASV_1395	0.000812	0.0017015234	0.0004393596	0.0000000000	0.0011055465
ASV_1304	0.000759	0.0000000000	0.0008787192	0.0016059953	0.0005527733
ASV_1259	0.000706	0.0007530574	0.0009179449	0.0000000000	0.0011519941
ASV_1067	0.000578	0.000000000	0.000000000	0.000000000	0.002310304
ASV_1110	0.000694	0.0009955301	0.0004393596	0.0004029756	0.0009367713
ASV_1130	0.000745	0.001493295	0.000000000	0.000000000	0.001486402
ASV_1209	0.000674	0.0000000000	0.0004393596	0.0000000000	0.0022575554
ASV_1240	0.000614	0.000000000	0.002454891	0.000000000	0.000000000
ASV_1287	0.000653	0.0003765287	0.0009179449	0.0000000000	0.0013176264
ASV_1379	0.000683	0.0004068414	0.0000000000	0.0000000000	0.0023258524
ASV_1348	0.000576	0.000000000	0.000000000	0.000000000	0.002303988
ASV_1084	0.000572	0.0000000000	0.0004589725	0.0000000000	0.0018297213
ASV_1307	0.000533	0.0000000000	0.0000000000	0.0015780386	0.0005527733
ASV_1185	0.000499	0.0000000000	0.0004589725	0.0000000000	0.0015359921
ASV_1281	0.000527	0.0004068414	0.0013180788	0.0000000000	0.0003839980
ASV_1133	0.000396	0.0003765287	0.0004393596	0.0000000000	0.0007679961
ASV_1346	0.000468	0.000000000	0.000000000	0.000000000	0.001873543
ASV_907	0.000315	0.000000000	0.001258845	0.000000000	0.000000000
ASV_873	0.000346	0.0000000000	0.0004393596	0.0003931096	0.0005527733
ASV_1040	0.000307	0.000000000	0.000000000	0.000000000	0.001227551
ASV_1494	0.000391	0.000000000	0.000000000	0.000000000	0.001565101
ASV_1436	0.000299	0.0000000000	0.0000000000	0.0008072708	0.0003871557
ASV_1492	0.000381	0.000000000	0.000000000	0.000000000	0.001524437
ASV_1478	0.000298	0.000000000	0.000000000	0.001192867	0.000000000
ASV_1488	0.000198	0.0000000000	0.0000000000	0.0004029756	0.0003871557
ASV_1207	0.000203	0.0000000000	0.0003904298	0.0004207798	0.0000000000
ASV_1177	0.000207	0.0000000000	0.0008297894	0.0000000000	0.0000000000
ASV_1315	0.000232	0.0003765287	0.0000000000	0.0000000000	0.0005527733
ASV_1482	9.7e-05	0.0000000000	0.0000000000	0.0003893626	0.0000000000
ASV_1236	9.6e-05	0.000000000	0.000000000	0.000000000	0.000383998
ASV_1305	9.4e-05	0.0003765287	0.0000000000	0.0000000000	0.0000000000
