OTUID	ANC	BMD	CLMAT	DHMAT
ASV_1428	0.001230604	0.001172327	0.001703204	0.001138025
ASV_1438	0.000000000	0.002528636	0.000000000	0.002422840
ASV_1441	0.001281049	0.001207235	0.001380656	0.001377632
ASV_1485	0.0049663031	0.0004042952	0.0000000000	0.0004022364
ASV_1185	0.0044408989	0.0000000000	0.0002503486	0.0000000000
ASV_1262	0.0017093550	0.0002014878	0.0008630522	0.0024828395
ASV_1382	0.000000000	0.003000048	0.002253137	0.000000000
ASV_1384	0.0050766967	0.0002014878	0.0000000000	0.0000000000
ASV_1245	0.0005793659	0.0011757068	0.0009642026	0.0021203568
ASV_1289	0.0007432181	0.0023923168	0.0002285124	0.0012483038
ASV_1339	0.0020892886	0.0009523157	0.0010013944	0.0007779218
ASV_1360	0.0002297773	0.0020243264	0.0011018541	0.0015966690
ASV_1395	0.001551307	0.000000000	0.001117405	0.002305675
ASV_1396	0.0004668142	0.0016688070	0.0020287113	0.0010338227
ASV_1416	0.001355454	0.001006198	0.001314253	0.001718289
ASV_1304	0.0008618370	0.0022197273	0.0004793014	0.0010055668
ASV_1308	0.0003388636	0.0000000000	0.0050133029	0.0000000000
ASV_1346	0.0038597875	0.0002159342	0.0000000000	0.0004021879
ASV_1367	0.001906601	0.000000000	0.001348939	0.001855175
ASV_1398	0.0010366167	0.0009725892	0.0009585014	0.0016803802
ASV_1423	0.0013390152	0.0009883668	0.0012938275	0.0008659181
ASV_1429	0.0038794052	0.0010061982	0.0002074555	0.0006049403
ASV_1436	0.0037558880	0.0004036354	0.0000000000	0.0000000000
ASV_1437	0.004119102	0.000000000	0.000000000	0.000000000
ASV_1469	0.000802200	0.003418870	0.000000000	0.000201094
ASV_1490	0.00432397	0.00000000	0.00000000	0.00000000
ASV_1159	0.0040076776	0.0001930219	0.0000000000	0.0000000000
ASV_1229	0.0043845229	0.0000000000	0.0000000000	0.0002011182
ASV_1288	0.0014245248	0.0008272474	0.0004821013	0.0018531991
ASV_1452	0.0036523978	0.0001946813	0.0002074555	0.0002034207
ASV_1487	0.004093729	0.000000000	0.000000000	0.000000000
ASV_1257	0.0022138821	0.0001904631	0.0010013944	0.0008027862
ASV_1332	0.0003787079	0.0004000064	0.0020578598	0.0014723828
ASV_1462	0.0020160493	0.0006046514	0.0006973409	0.0008473598
ASV_1259	0.0009939594	0.0013332419	0.0005006972	0.0010159149
ASV_1292	0.0009544866	0.0002000032	0.0022793628	0.0006187894
ASV_1305	0.0014878218	0.0000000000	0.0009140496	0.0013949737
ASV_1378	0.0019900122	0.0007803053	0.0006685932	0.0006828437
ASV_1383	0.0036482578	0.0002036942	0.0002129617	0.0000000000
ASV_1336	0.002419324	0.000000000	0.000000000	0.001766660
ASV_1379	0.0015416341	0.0012260151	0.0006286092	0.0004124124
ASV_1492	0.00364084	0.00000000	0.00000000	0.00000000
ASV_1484	0.003421007	0.000000000	0.000000000	0.000000000
ASV_1281	0.0003802336	0.0000000000	0.0018194004	0.0012033625
ASV_1381	0.0011287703	0.0014156608	0.0008856453	0.0000000000
ASV_1348	0.002924583	0.000000000	0.000000000	0.000000000
ASV_1421	0.0006479957	0.0003977944	0.0016052162	0.0006432439
ASV_1442	0.0003716091	0.0013561314	0.0004788610	0.0008158180
ASV_1478	0.0001816372	0.0021964592	0.0006281849	0.0000000000
ASV_1480	0.000000000	0.002946448	0.000000000	0.000000000
ASV_1479	0.0024217529	0.0001930219	0.0000000000	0.0002076843
