OTUID	ANC	BMD	CLMAT	DHMAT
ASV_448	0.003221189	0.055231160	0.015050994	0.023781569
ASV_377	0.0007812967	0.0273855845	0.0400282620	0.0333387814
ASV_394	0.068299978	0.019133596	0.005299929	0.007374977
ASV_443	0.0888374913	0.0012357175	0.0011173844	0.0004285168
ASV_430	0.05719639	0.01241763	0.01795685	0.01027497
ASV_408	0.01602771	0.02231876	0.03461008	0.02456197
ASV_438	0.01053045	0.02540965	0.02216132	0.03923479
ASV_386	0.02313096	0.01220478	0.04638076	0.01712944
ASV_413	0.0878940382	0.0002021476	0.0006838852	0.0001882644
ASV_414	0.03369233	0.01670915	0.02500590	0.01866465
ASV_475	0.04388423	0.01577108	0.02249219	0.01198500
ASV_422	0.1047333627	0.0040758089	0.0002231719	0.0004500007
ASV_626	0.02713725	0.02383099	0.02197296	0.02176127
ASV_489	0.0831004565	0.0009777584	0.0018433833	0.0004098320
ASV_427	0.01834482	0.02365694	0.02872239	0.02217017
ASV_439	0.051923740	0.015576433	0.015100870	0.009836406
ASV_417	0.04385118	0.02149837	0.01617905	0.01160197
ASV_374	0.081002409	0.000000000	0.010354190	0.002949375
ASV_1434	0.0904659034	0.0010115141	0.0004463439	0.0002076843
ASV_451	0.0000000000	0.0008415596	0.0004149111	0.0888322583
ASV_495	0.01378755	0.03562691	0.02473354	0.01387666
ASV_449	0.0006479957	0.0199145962	0.0555306419	0.0123286397
ASV_479	0.02085445	0.02493488	0.02782139	0.01897477
ASV_531	0.0868133589	0.0003965580	0.0004610445	0.0002112057
ASV_434	0.001782241	0.001912782	0.001168967	0.081547093
ASV_516	0.02612015	0.02334069	0.01671036	0.02180530
ASV_512	0.01809913	0.01384562	0.04414999	0.01443895
ASV_447	0.01641836	0.01305445	0.02437807	0.03542694
ASV_494	0.02229038	0.02155426	0.02368327	0.02153378
ASV_456	0.02703226	0.01791494	0.02576362	0.02038039
ASV_462	0.01851418	0.02354701	0.02416436	0.02058812
ASV_446	0.007617692	0.020181884	0.029309705	0.027952922
ASV_541	0.0798249043	0.0002021476	0.0000000000	0.0004219507
ASV_617	0.02204577	0.02128576	0.02439897	0.01851439
ASV_577	0.05714250	0.01032531	0.01133210	0.00868961
ASV_766	0.0776185633	0.0014791980	0.0004793014	0.0002076843
ASV_444	0.01889034	0.01520285	0.02386199	0.02823465
ASV_546	0.01633563	0.02607637	0.01410869	0.02723216
ASV_452	0.000000000	0.075379210	0.003085311	0.003002853
ASV_397	0.043264011	0.002803041	0.036844072	0.006392227
ASV_644	0.02215247	0.02112530	0.01853970	0.02139049
ASV_814	0.008876067	0.029469305	0.036261179	0.009958356
ASV_589	0.02196715	0.01932300	0.02498168	0.01885100
ASV_480	0.03582433	0.01132939	0.02232701	0.01271401
ASV_556	0.053442868	0.004087309	0.018308655	0.007315216
ASV_521	0.01095422	0.02252251	0.02283436	0.02510996
ASV_796	0.03211385	0.01152737	0.02569947	0.01506941
ASV_460	0.004675709	0.028196458	0.021343864	0.026965820
ASV_483	0.003744067	0.047413160	0.006561457	0.021566279
ASV_1294	0.052338990	0.012220963	0.009999476	0.009303753
ASV_454	0.078417723	0.002009830	0.002136571	0.001656335
ASV_517	0.004558099	0.028308711	0.015653457	0.031577181
ASV_592	0.02702272	0.01526643	0.02408736	0.01560019
ASV_765	0.0777422925	0.0000000000	0.0004178202	0.0002011182
ASV_502	0.057542020	0.010843786	0.007296043	0.006914341
ASV_486	0.037500192	0.012724026	0.021507405	0.007151529
ASV_528	0.0008094041	0.0038408047	0.0355860077	0.0433935426
ASV_487	0.02346953	0.03652165	0.00657162	0.01071878
ASV_458	0.01585542	0.02278266	0.01663447	0.02264302
ASV_628	0.02246206	0.01629727	0.02284277	0.01715829
ASV_542	0.001978114	0.001012956	0.002683711	0.073177907
ASV_485	0.01590311	0.02123683	0.01644472	0.02551526
ASV_463	0.005523347	0.010411748	0.041550130	0.019741190
ASV_523	0.01818953	0.01622576	0.02407489	0.01767155
ASV_440	0.02884358	0.01531383	0.01772319	0.01548144
ASV_1275	0.071999358	0.001441287	0.000210789	0.000000000
ASV_506	0.034123652	0.013717888	0.019836561	0.008545793
ASV_637	0.040658316	0.011889236	0.008532672	0.012048663
ASV_459	0.045340824	0.021787135	0.003719219	0.004378071
ASV_508	0.032640080	0.014074239	0.021537060	0.006769908
ASV_490	0.00000000	0.03252181	0.02985003	0.01228756
ASV_567	0.012111020	0.046944589	0.010653565	0.002441382
ASV_491	0.0793774084	0.0004116295	0.0004264978	0.0000000000
ASV_509	0.03426356	0.01379375	0.01452234	0.01188011
ASV_474	0.01711380	0.02478790	0.01457887	0.01576986
ASV_538	0.02224719	0.02053531	0.02276904	0.01043391
ASV_802	0.0741765454	0.0006106187	0.0007435882	0.0008671264
ASV_450	0.002314381	0.034969347	0.016550009	0.018984404
ASV_511	0.003224782	0.001943686	0.062089248	0.009828999
ASV_519	0.01879255	0.01631426	0.01518603	0.02385282
ASV_587	0.046607847	0.012731127	0.006652423	0.007022038
ASV_535	0.043102975	0.008461296	0.009730690	0.009996918
ASV_569	0.01260964	0.01037618	0.03573067	0.01613047
ASV_575	0.001538967	0.050342287	0.012099312	0.006241157
ASV_643	0.01057329	0.01991972	0.02116858	0.01937155
ASV_455	0.01747840	0.01396356	0.02271370	0.01907922
ASV_484	0.003617791	0.030329207	0.009613297	0.025681397
ASV_470	0.061361386	0.001997752	0.004534622	0.001539339
ASV_537	0.023338230	0.008814968	0.002666187	0.033907189
ASV_478	0.01978674	0.02903792	0.00817553	0.01376047
ASV_557	0.001334626	0.012520871	0.012183709	0.044502501
ASV_837	0.021408994	0.018827686	0.020467264	0.008236127
ASV_838	0.01566589	0.02054015	0.01222571	0.02007579
ASV_529	0.02056534	0.01299323	0.01408280	0.02303084
ASV_398	0.01457113	0.02557537	0.01051403	0.02537639
ASV_768	0.01875907	0.01484385	0.01665436	0.01873833
ASV_476	0.02335437	0.01259620	0.02034579	0.01285608
ASV_534	0.01417758	0.01374130	0.02108508	0.02155950
ASV_469	0.0727043753	0.0006090309	0.0004471062	0.0000000000
ASV_461	0.031370733	0.013463621	0.014932122	0.008444362
ASV_522	0.0636401198	0.0008106926	0.0016086461	0.0014214751
ASV_662	0.02046930	0.01611199	0.01760395	0.01599125
ASV_566	0.029600276	0.016760269	0.013325949	0.007600878
ASV_576	0.01604333	0.03574471	0.00330991	0.01270211
ASV_1011	0.008458355	0.041171692	0.006415098	0.007575482
ASV_539	0.0688707343	0.0005882576	0.0037346124	0.0002034207
ASV_473	0.029723466	0.017761744	0.004594018	0.012456048
ASV_555	0.005594864	0.029526655	0.007106292	0.022726860
ASV_713	0.02262424	0.01537762	0.01294474	0.01568994
ASV_548	0.003616575	0.002249886	0.054268099	0.005051703
ASV_481	0.001322101	0.018421629	0.020332700	0.025415017
ASV_493	0.00390107	0.02817015	0.01999098	0.01254440
ASV_520	0.008134494	0.014283025	0.026865745	0.015676140
ASV_689	0.003875652	0.004054914	0.053197430	0.005686207
ASV_499	0.024327556	0.001420779	0.030516671	0.006539302
ASV_501	0.0000000000	0.0006066698	0.0631456465	0.0000000000
ASV_562	0.003119951	0.022801131	0.016615436	0.020448423
ASV_543	0.01507595	0.01556994	0.02153808	0.01075484
ASV_641	0.01609018	0.01672137	0.01106755	0.02031183
ASV_498	0.001966826	0.018099707	0.017543810	0.024760729
ASV_533	0.009371733	0.028437723	0.026724275	0.000201094
ASV_515	0.003369322	0.021455875	0.014661844	0.022028258
ASV_524	0.0641065385	0.0002103899	0.0008620570	0.0008004633
ASV_615	0.05760541	0.00000000	0.00000000	0.00000000
ASV_630	0.034397665	0.017441572	0.003724214	0.003680777
ASV_496	0.0607768247	0.0010251667	0.0007542861	0.0012285584
ASV_571	0.01510252	0.01566885	0.01476329	0.01647933
ASV_527	0.041762752	0.010526856	0.005646826	0.006451490
ASV_992	0.022301180	0.017016271	0.010763365	0.009590068
ASV_514	0.0005532463	0.0110682057	0.0002503486	0.0464522672
ASV_620	0.01531962	0.01368238	0.02057239	0.01090895
ASV_497	0.048280384	0.001767861	0.004326527	0.003479306
ASV_606	0.0012342539	0.0300864078	0.0004335366	0.0261997355
ASV_696	0.01601422	0.01277932	0.01698402	0.01343207
ASV_764	0.004464718	0.020294777	0.018346753	0.016968524
ASV_865	0.008110573	0.014123406	0.014612266	0.023028488
ASV_545	0.010485764	0.003781988	0.025653219	0.017862186
ASV_579	0.01894817	0.01599539	0.01004350	0.01377128
ASV_717	0.01904441	0.01154741	0.01611217	0.01275957
ASV_581	0.030719108	0.001019437	0.019395659	0.006506094
ASV_525	0.0554734752	0.0006139768	0.0017476248	0.0051801242
ASV_558	0.0002077568	0.0113958322	0.0002535889	0.0450015425
ASV_966	0.01367875	0.01734630	0.01101836	0.01570128
ASV_559	0.01475515	0.01029585	0.01765482	0.01662837
ASV_574	0.0534748166	0.0000000000	0.0002103647	0.0000000000
ASV_618	0.018869713	0.018955840	0.009440684	0.014320626
ASV_572	0.01020390	0.01707200	0.01562551	0.01438041
ASV_600	0.015763775	0.008743050	0.026102967	0.009356654
ASV_893	0.0480490670	0.0001930219	0.0112593422	0.0004022122
ASV_532	0.0386074226	0.0134686455	0.0006918227	0.0030579169
ASV_639	0.011856089	0.013866941	0.008174456	0.020558247
ASV_629	0.005239286	0.021896565	0.010384609	0.016265557
ASV_721	0.02007927	0.01142923	0.01203227	0.01028528
ASV_526	0.0558141644	0.0003851444	0.0002074555	0.0002034207
ASV_653	0.029688995	0.006470207	0.012611569	0.006935962
ASV_750	0.051957146	0.001002126	0.000000000	0.000000000
ASV_568	0.0479720158	0.0002000032	0.0008966812	0.0002076843
ASV_554	0.0536674473	0.0002021476	0.0002190422	0.0002052798
ASV_997	0.030033645	0.010248483	0.010857573	0.002474398
ASV_504	0.0455170212	0.0008224932	0.0072867876	0.0006164869
ASV_547	0.0003764692	0.0115313847	0.0139324251	0.0263355263
ASV_564	0.01479689	0.01151327	0.01106183	0.01410488
ASV_648	0.001817716	0.022298631	0.018122767	0.011645756
ASV_536	0.037211631	0.005014163	0.009275104	0.003065994
ASV_584	0.014564844	0.007037383	0.013884056	0.017322857
ASV_608	0.043148596	0.001225290	0.004094611	0.001626523
ASV_971	0.016800671	0.009272537	0.013575124	0.013596892
ASV_549	0.030710167	0.006741753	0.007376080	0.009265212
ASV_633	0.034234610	0.003276084	0.004567050	0.008041554
ASV_638	0.007753531	0.011765025	0.010846260	0.020926033
ASV_1448	0.01134264	0.01683610	0.01079215	0.01212747
ASV_659	0.0019260340	0.0050350183	0.0473687867	0.0002488825
ASV_661	0.018246330	0.008422141	0.015360807	0.008966021
ASV_551	0.005573754	0.020619335	0.011711444	0.012654790
ASV_1251	0.019080900	0.007560151	0.010064509	0.014887737
ASV_563	0.0583817433	0.0004021508	0.0004298312	0.0006153409
ASV_627	0.0572021262	0.0000000000	0.0004504397	0.0011089931
ASV_550	0.004462147	0.008749467	0.009955721	0.026980715
ASV_560	0.0492791996	0.0000000000	0.0002231719	0.0013249947
ASV_591	0.003240299	0.017993710	0.010264643	0.017464006
ASV_565	0.036074901	0.001994038	0.011065334	0.002515232
ASV_588	0.013823008	0.016690561	0.017781740	0.002838445
ASV_603	0.0502912484	0.0001904631	0.0000000000	0.0046707169
ASV_605	0.01252928	0.01207608	0.01488133	0.01026646
ASV_492	0.0545287526	0.0002036942	0.0002074555	0.0000000000
ASV_500	0.022359717	0.004213892	0.014133068	0.009188936
ASV_578	0.004479491	0.015503594	0.014048653	0.014534573
ASV_695	0.022370951	0.011285784	0.005776866	0.007494044
ASV_596	0.013573423	0.007688231	0.002700699	0.022190041
ASV_642	0.0520687910	0.0007845617	0.0000000000	0.0000000000
ASV_788	0.018652972	0.008815382	0.010866224	0.010064469
ASV_1496	0.0481224025	0.0016066101	0.0004361336	0.0008568422
ASV_744	0.020493378	0.018115000	0.005930089	0.001041453
ASV_553	0.0426196504	0.0002014878	0.0000000000	0.0008307373
ASV_687	0.019995105	0.010531604	0.008320637	0.008314402
ASV_660	0.008829318	0.016838566	0.006601690	0.018008092
ASV_580	0.034119768	0.007297872	0.002232730	0.001280773
ASV_900	0.014136607	0.008954929	0.008391017	0.014244130
ASV_1476	0.005500908	0.027421145	0.003905147	0.007216007
ASV_611	0.0008020869	0.0196405615	0.0121592656	0.0133507779
ASV_621	0.0433440832	0.0002103899	0.0002107890	0.0002208325
ASV_646	0.0005700470	0.0421631455	0.0000000000	0.0008568179
ASV_657	0.0507373941	0.0003931096	0.0004346093	0.0000000000
ASV_609	0.0092161132	0.0302686294	0.0007510458	0.0037332378
ASV_680	0.0057280770	0.0004116295	0.0192654639	0.0220893535
ASV_602	0.0413435663	0.0000000000	0.0002074555	0.0000000000
ASV_597	0.008595708	0.002841066	0.017187884	0.016204993
ASV_599	0.0459496350	0.0002012396	0.0002396507	0.0000000000
ASV_594	0.01519240	0.00724506	0.01304820	0.01007508
ASV_674	0.0276619026	0.0163030769	0.0002129617	0.0006232631
ASV_636	0.01125751	0.01185977	0.01083086	0.01000100
ASV_625	0.0508827824	0.0001904631	0.0002074555	0.0002034207
ASV_1146	0.012327985	0.009552362	0.007223976	0.013832615
ASV_540	0.0459457300	0.0000000000	0.0000000000	0.0002076843
ASV_649	0.006501165	0.008517555	0.007667483	0.020540280
ASV_844	0.005681544	0.004618910	0.006967876	0.026046554
ASV_847	0.009874383	0.003975983	0.017736939	0.011497551
ASV_1285	0.000878698	0.007055249	0.015000584	0.021559084
ASV_672	0.008500737	0.023568057	0.006764888	0.003702847
ASV_678	0.036603513	0.002837946	0.003020542	0.003821902
ASV_704	0.009583002	0.007191536	0.012373346	0.013507674
ASV_610	0.048608675	0.001028701	0.000000000	0.000000000
ASV_759	0.008118535	0.013790735	0.009097753	0.011784536
ASV_797	0.017100985	0.007157949	0.012242499	0.006431373
ASV_692	0.013438995	0.007789952	0.013929256	0.008500361
ASV_1142	0.001759754	0.017808585	0.007937217	0.014371035
ASV_995	0.012536504	0.009248655	0.010839214	0.009216702
ASV_669	0.0392319728	0.0004318684	0.0002396507	0.0000000000
ASV_688	0.009061043	0.011287728	0.009313946	0.012533148
ASV_780	0.0048999125	0.0006181082	0.0384929041	0.0005842130
ASV_1076	0.015190036	0.007387117	0.009442136	0.009771830
ASV_632	0.002969010	0.003995335	0.010083264	0.023544866
ASV_635	0.006969682	0.011740932	0.014712675	0.008725994
ASV_811	0.021994468	0.009908032	0.007540872	0.002651241
ASV_663	0.001172025	0.013764871	0.012980229	0.012825260
ASV_733	0.007564940	0.006477803	0.017137792	0.010834743
ASV_816	0.009276771	0.009802130	0.007628866	0.014008223
ASV_595	0.010673626	0.006514449	0.009683316	0.012841632
ASV_607	0.014224953	0.020105968	0.003868152	0.002099861
ASV_647	0.006946839	0.013637900	0.014442457	0.006055312
ASV_650	0.006503355	0.006658551	0.008832532	0.019128729
ASV_598	0.0005757787	0.0000000000	0.0409248020	0.0003935441
ASV_640	0.010308008	0.009081823	0.012832956	0.008594524
ASV_614	0.001887969	0.013695314	0.008033592	0.016660714
ASV_726	0.030912988	0.004516789	0.004258491	0.003078432
ASV_656	0.0003388636	0.0245891854	0.0151507793	0.0006158394
ASV_869	0.0421079491	0.0008106926	0.0004298312	0.0002131287
ASV_720	0.0219508924	0.0002103899	0.0004793014	0.0164873810
ASV_776	0.013035801	0.006954023	0.011144677	0.009767689
ASV_806	0.009959438	0.009540256	0.011657479	0.009268436
ASV_824	0.0372865483	0.0004012428	0.0006884330	0.0002034207
ASV_770	0.030956172	0.002166266	0.002309845	0.001623888
ASV_1001	0.002740529	0.006548999	0.019624806	0.012376660
ASV_779	0.034793647	0.002800889	0.005356656	0.002634547
ASV_697	0.005444836	0.013384831	0.006588344	0.012828556
ASV_622	0.002198039	0.013683204	0.009943116	0.012454145
ASV_670	0.005227586	0.013450686	0.011693949	0.007512905
ASV_624	0.005045939	0.006769438	0.018517358	0.007552329
ASV_723	0.010387472	0.013047577	0.003947981	0.009825757
ASV_895	0.006083951	0.013158485	0.008000378	0.010034509
ASV_705	0.004668766	0.003156504	0.026375029	0.004334205
ASV_616	0.0001858045	0.0091094521	0.0122094930	0.0162830901
ASV_619	0.023429437	0.004242048	0.006167888	0.003889784
ASV_736	0.0354611743	0.0000000000	0.0002103647	0.0000000000
ASV_833	0.0306898935	0.0016021700	0.0008769714	0.0014215323
ASV_664	0.003016605	0.002287365	0.006257251	0.025819779
ASV_655	0.0004411639	0.0211331112	0.0008733417	0.0126215690
ASV_761	0.013218219	0.001409676	0.009850837	0.012721232
ASV_834	0.011438916	0.008764362	0.008641878	0.007766976
ASV_956	0.011741603	0.006193930	0.011631532	0.007080537
ASV_671	0.0002763866	0.0018505724	0.0000000000	0.0343329476
ASV_791	0.007108221	0.008469295	0.008622808	0.012488357
ASV_1180	0.002521030	0.018343684	0.012853547	0.001834961
ASV_1424	0.009391149	0.009253238	0.009833391	0.007693069
ASV_675	0.0389411143	0.0006046269	0.0000000000	0.0000000000
ASV_731	0.011367896	0.011745166	0.004950859	0.009498661
ASV_645	0.0261255044	0.0003968289	0.0044682618	0.0030611599
ASV_690	0.03648556	0.00000000	0.00000000	0.00000000
ASV_715	0.0007781395	0.0035717608	0.0328180026	0.0000000000
ASV_730	0.0313715463	0.0003961691	0.0004681631	0.0000000000
ASV_751	0.0007385778	0.0010124427	0.0009203351	0.0322043757
ASV_1034	0.014641197	0.006082137	0.007946435	0.006392751
ASV_601	0.0006551834	0.0111878020	0.0120771506	0.0117974955
ASV_739	0.014789581	0.007571090	0.004722975	0.008443994
ASV_631	0.002434311	0.012183598	0.008137305	0.012653582
ASV_852	0.009310657	0.008962345	0.008826893	0.008419926
ASV_1101	0.011334552	0.011095169	0.006948932	0.004971646
ASV_1091	0.006912780	0.009087573	0.009639994	0.009194257
ASV_676	0.0316164532	0.0001904631	0.0002503486	0.0000000000
ASV_707	0.0252032018	0.0004160091	0.0004388771	0.0114701393
ASV_714	0.005419785	0.000000000	0.005358656	0.023278615
ASV_1144	0.008292207	0.008593109	0.007998120	0.009208135
ASV_685	0.002431873	0.009078799	0.009142278	0.013705882
ASV_686	0.009223363	0.007475349	0.007841027	0.009308709
ASV_785	0.0144091224	0.0180066082	0.0004320039	0.0000000000
ASV_857	0.012396126	0.012337592	0.005239732	0.003710046
ASV_623	0.0002077568	0.0044839364	0.0132905104	0.0165566148
ASV_666	0.0355019407	0.0004118777	0.0002129617	0.0000000000
ASV_871	0.009003559	0.008445882	0.007154107	0.008450117
ASV_1024	0.005153974	0.007867334	0.009910301	0.010288524
ASV_652	0.005757837	0.009428669	0.012309825	0.004603238
ASV_677	0.001506871	0.013545832	0.006847865	0.010200552
ASV_708	0.007939013	0.012806059	0.007826627	0.003815404
ASV_682	0.0381470080	0.0004118777	0.0002238203	0.0000000000
ASV_711	0.0367154102	0.0002103899	0.0000000000	0.0000000000
ASV_976	0.009407966	0.006403277	0.008007253	0.008460523
ASV_654	0.0001816372	0.0020089835	0.0015266838	0.0282197821
ASV_691	0.001103133	0.009011924	0.010669855	0.011807769
ASV_651	0.001270419	0.015665747	0.006579074	0.007795860
ASV_745	0.0346542759	0.0004215534	0.0000000000	0.0002011182
ASV_782	0.005734387	0.007203032	0.011065783	0.007083509
ASV_820	0.010856596	0.005017100	0.008416076	0.006706584
ASV_665	0.0274302912	0.0002000032	0.0002285124	0.0004320382
ASV_949	0.0085309759	0.0054645987	0.0002535889	0.0163812698
ASV_728	0.005610006	0.007604343	0.009204480	0.009783759
ASV_894	0.0283196598	0.0000000000	0.0002074555	0.0004262575
ASV_681	0.0297472014	0.0002103899	0.0000000000	0.0000000000
ASV_679	0.009433400	0.002946680	0.004891068	0.012458258
ASV_709	0.0306917940	0.0004033873	0.0004726311	0.0004101099
ASV_817	0.008615120	0.007398452	0.006844104	0.007293057
ASV_668	0.002487561	0.000000000	0.016982685	0.011019775
ASV_772	0.0257700362	0.0012393129	0.0002503486	0.0005973612
ASV_585	0.006607682	0.004596586	0.011519276	0.007289018
ASV_828	0.000000000	0.000000000	0.028558791	0.003140338
ASV_699	0.0085470812	0.0001965548	0.0213689800	0.0002208325
ASV_1231	0.008792244	0.007923845	0.007159099	0.004881683
ASV_684	0.000000000	0.006053645	0.018163551	0.006406924
ASV_702	0.0270773997	0.0009978040	0.0024213470	0.0008023467
ASV_881	0.010320505	0.007563193	0.002431913	0.008440862
ASV_694	0.008033290	0.008590840	0.007282059	0.004648441
ASV_700	0.0298950613	0.0003926107	0.0000000000	0.0000000000
ASV_710	0.0273201573	0.0000000000	0.0000000000	0.0002076843
ASV_747	0.006370644	0.004600985	0.010283424	0.006674988
ASV_1261	0.003215386	0.012812999	0.003003110	0.008477673
ASV_886	0.007275200	0.009971654	0.005543634	0.007222425
ASV_748	0.0268498633	0.0001904631	0.0002285124	0.0010263990
ASV_775	0.0004375341	0.0042280303	0.0219304500	0.0027407685
ASV_890	0.006337011	0.007454040	0.008828322	0.005608323
ASV_1129	0.014169578	0.003799937	0.002608663	0.006415078
ASV_693	0.0232402050	0.0007900783	0.0008353283	0.0021417564
ASV_815	0.006258131	0.006042213	0.009069415	0.006416020
ASV_1038	0.0300292051	0.0002103899	0.0004320039	0.0002131287
ASV_683	0.0000000000	0.0000000000	0.0301528326	0.0005969649
ASV_935	0.007095858	0.006212015	0.008264539	0.005647480
ASV_1042	0.0222326283	0.0022006044	0.0004681631	0.0013962961
ASV_1045	0.005723220	0.009202856	0.007371402	0.005349810
ASV_732	0.0278980508	0.0002103899	0.0004504397	0.0004285168
ASV_734	0.013973503	0.003644587	0.004914826	0.004902424
ASV_803	0.0085744532	0.0100933444	0.0008989873	0.0072281127
ASV_826	0.0259710303	0.0007927499	0.0016358742	0.0008389209
ASV_842	0.0291518654	0.0006010787	0.0007542861	0.0000000000
ASV_725	0.008953377	0.003039715	0.005637684	0.009284487
ASV_755	0.012330841	0.005155281	0.004961298	0.004897591
ASV_783	0.008532227	0.006603181	0.005156839	0.006416371
ASV_905	0.007898865	0.005005696	0.010110737	0.003530633
ASV_749	0.0245938757	0.0010369916	0.0002074555	0.0015146860
ASV_798	0.001936481	0.002190175	0.017441395	0.005850778
ASV_831	0.003029437	0.003004694	0.014148288	0.006544091
ASV_1256	0.008368661	0.006027987	0.006989645	0.005298532
ASV_719	0.008162595	0.001673969	0.007336731	0.008998635
ASV_756	0.002509844	0.006058212	0.009117105	0.008877376
ASV_1375	0.006851037	0.005509048	0.007148985	0.007065001
ASV_716	0.0257089960	0.0004000064	0.0004341850	0.0000000000
ASV_757	0.0100060367	0.0004263241	0.0113466065	0.0051574325
ASV_829	0.0003716091	0.0098833377	0.0040121187	0.0117714245
ASV_738	0.003976267	0.006288882	0.008945435	0.007070079
ASV_746	0.008290710	0.001599727	0.009137961	0.006979554
ASV_911	0.006328455	0.007650038	0.005871178	0.007238766
ASV_698	0.0000000000	0.0008306193	0.0009693007	0.0235932455
ASV_767	0.003955605	0.009624772	0.003287493	0.009273505
ASV_805	0.0235124779	0.0002036942	0.0002238203	0.0000000000
ASV_812	0.0015144325	0.0007904052	0.0199950838	0.0045634206
ASV_753	0.0266706	0.0000000	0.0000000	0.0000000
ASV_804	0.0007984571	0.0004159374	0.0008980282	0.0222548518
ASV_1100	0.008621987	0.004626037	0.005192829	0.006536851
ASV_1194	0.001646815	0.002999774	0.005283404	0.015479279
ASV_634	0.005760681	0.008171627	0.005026384	0.008955141
ASV_706	0.0001935779	0.0091751898	0.0103325202	0.0053671474
ASV_722	0.00000000	0.00000000	0.01621710	0.01046982
ASV_735	0.02661889	0.00000000	0.00000000	0.00000000
ASV_813	0.004363494	0.001606423	0.002450585	0.015994299
ASV_1197	0.012075680	0.004529806	0.003615143	0.007063860
ASV_743	0.000000000	0.007853164	0.009924963	0.007848885
ASV_836	0.022591698	0.000000000	0.000000000	0.000201094
ASV_868	0.0213090096	0.0018219390	0.0006574709	0.0008714890
ASV_1243	0.005740307	0.002811221	0.004976483	0.011213576
ASV_754	0.0231884610	0.0000000000	0.0000000000	0.0002076843
ASV_762	0.0247065917	0.0002000032	0.0006574709	0.0002488825
ASV_773	0.0001858045	0.0072511389	0.0119936412	0.0057090765
ASV_673	0.007499749	0.003237873	0.006498366	0.006937354
ASV_822	0.006926904	0.002767601	0.009532735	0.005012071
ASV_974	0.019715174	0.001832898	0.001651739	0.001069947
ASV_737	0.0000000000	0.0004003005	0.0014707853	0.0218245328
ASV_801	0.02303987	0.00000000	0.00000000	0.00000000
ASV_878	0.009356937	0.009268039	0.003053029	0.002481262
ASV_957	0.018593414	0.002004421	0.003377459	0.001035339
ASV_835	0.006073139	0.006598527	0.004244657	0.007081468
ASV_1010	0.006157660	0.007018027	0.004021098	0.007354865
ASV_1099	0.007255024	0.007086089	0.003425642	0.006017917
ASV_864	0.005180937	0.006029801	0.006854070	0.006360165
ASV_923	0.005067509	0.005420530	0.007601321	0.006410457
ASV_703	0.0238687758	0.0002103899	0.0000000000	0.0000000000
ASV_790	0.009628888	0.004461776	0.006089530	0.003529544
ASV_832	0.0000000000	0.0006160123	0.0239552026	0.0000000000
ASV_778	0.0229126788	0.0000000000	0.0002074555	0.0000000000
ASV_789	0.005686225	0.007741215	0.005091409	0.004851938
ASV_795	0.0237996	0.0000000	0.0000000	0.0000000
ASV_901	0.004203044	0.001604543	0.012589484	0.005025122
ASV_988	0.001705095	0.008411694	0.002422438	0.009789668
ASV_1139	0.005970112	0.004601389	0.005986248	0.006494781
ASV_774	0.005330236	0.004427971	0.007985474	0.005465173
ASV_784	0.005985887	0.005663739	0.005545809	0.005494393
ASV_808	0.0019855728	0.0155749813	0.0035726102	0.0006336172
ASV_875	0.001815048	0.007595183	0.004567424	0.008443709
ASV_880	0.0157626447	0.0005931128	0.0032149724	0.0048331345
ASV_913	0.003743909	0.003667268	0.004521081	0.011383276
ASV_891	0.003919899	0.005593834	0.005121151	0.007426169
ASV_1117	0.007246780	0.006255139	0.003147036	0.005236868
ASV_758	0.02311981	0.00000000	0.00000000	0.00000000
ASV_760	0.003744538	0.001400626	0.004290293	0.013140927
ASV_841	0.0259974149	0.0000000000	0.0002396507	0.0001882644
ASV_781	0.005012019	0.003415172	0.004615790	0.008945456
ASV_1032	0.006369399	0.005204939	0.006957572	0.002913502
ASV_830	0.0169485178	0.0025956176	0.0013061423	0.0008754099
ASV_866	0.001568544	0.001010631	0.018050243	0.002090527
ASV_1043	0.001025223	0.011471412	0.002901744	0.005493431
ASV_1049	0.0173517153	0.0002159342	0.0002238203	0.0048303406
ASV_752	0.001590345	0.009369886	0.003228644	0.007055973
ASV_863	0.002785939	0.005111357	0.006469853	0.006972915
ASV_967	0.003523682	0.006619066	0.004405080	0.008405271
ASV_1092	0.0004621912	0.0040534593	0.0004359679	0.0156642653
ASV_741	0.002052380	0.004485484	0.007263859	0.008003375
ASV_821	0.004149413	0.004386104	0.005678737	0.007004889
ASV_955	0.004734237	0.005033449	0.006600000	0.005359868
ASV_771	0.0192405827	0.0004021508	0.0004211537	0.0000000000
ASV_1131	0.006101064	0.004136750	0.006457073	0.004586851
ASV_851	0.0024741012	0.0108001728	0.0074065591	0.0004013931
ASV_942	0.0004411639	0.0038027818	0.0046491669	0.0119611873
ASV_964	0.002466313	0.005518130	0.005700944	0.008077923
ASV_1126	0.005912630	0.003766530	0.006394393	0.004812380
ASV_1148	0.003797545	0.005225532	0.004602079	0.008214638
ASV_777	0.000416738	0.007299463	0.004095332	0.009004158
ASV_872	0.0001919990	0.0002021476	0.0195325076	0.0022519759
ASV_1021	0.003890533	0.006093845	0.006501877	0.003508209
ASV_729	0.004777798	0.003618799	0.005257321	0.006322832
ASV_786	0.000191999	0.002688621	0.010771999	0.007573425
ASV_794	0.000000000	0.006311697	0.008774386	0.006009444
