ID	group	Group
243	ASV_471	LMATmodel_1	LMAT
244	ASV_1356	LMATmodel_2	LMAT
245	ASV_391	LMATmodel_5	LMAT
246	ASV_290	LMATmodel_1	LMAT
247	ASV_214	LMATmodel_7	LMAT
248	ASV_733	LMATmodel_1	LMAT
249	ASV_80	LMATmodel_4	LMAT
250	ASV_472	LMATmodel_1	LMAT
251	ASV_379	LMATmodel_1	LMAT
252	ASV_250	LMATmodel_5	LMAT
253	ASV_97	LMATmodel_2	LMAT
254	ASV_102	LMATmodel_2	LMAT
255	ASV_263	LMATmodel_2	LMAT
256	ASV_254	LMATmodel_2	LMAT
257	ASV_377	LMATmodel_2	LMAT
258	ASV_188	LMATmodel_3	LMAT
259	ASV_311	LMATmodel_3	LMAT
260	ASV_405	LMATmodel_7	LMAT
261	ASV_302	LMATmodel_3	LMAT
262	ASV_624	LMATmodel_4	LMAT
263	ASV_1285	LMATmodel_4	LMAT
264	ASV_10	LMATmodel_6	LMAT
265	ASV_11	LMATmodel_1	LMAT
266	ASV_238	LMATmodel_9	LMAT
267	ASV_305	LMATmodel_4	LMAT
268	ASV_156	LMATmodel_10	LMAT
269	ASV_448	LMATmodel_5	LMAT
270	ASV_255	LMATmodel_6	LMAT
271	ASV_153	LMATmodel_7	LMAT
272	ASV_444	LMATmodel_1	LMAT
273	ASV_495	LMATmodel_1	LMAT
274	ASV_29	LMATmodel_42	LMAT
275	ASV_320	LMATmodel_10	LMAT
276	ASV_479	LMATmodel_7	LMAT
277	ASV_235	LMATmodel_18	LMAT
278	ASV_1446	LMATmodel_4	LMAT
279	ASV_456	LMATmodel_2	LMAT
280	ASV_132	LMATmodel_7	LMAT
281	ASV_370	LMATmodel_1	LMAT
282	ASV_1467	LMATmodel_41	LMAT
283	ASV_252	LMATmodel_7	LMAT
284	ASV_143	LMATmodel_2	LMAT
285	ASV_267	LMATmodel_6	LMAT
286	ASV_212	LMATmodel_6	LMAT
287	ASV_684	LMATmodel_2	LMAT
288	ASV_511	LMATmodel_3	LMAT
289	ASV_23	LMATmodel_7	LMAT
290	ASV_20	LMATmodel_42	LMAT
291	ASV_51	LMATmodel_3	LMAT
292	ASV_231	LMATmodel_12	LMAT
293	ASV_31	LMATmodel_41	LMAT
294	ASV_33	LMATmodel_8	LMAT
295	ASV_8	LMATmodel_10	LMAT
296	ASV_1211	LMATmodel_3	LMAT
297	ASV_100	LMATmodel_4	LMAT
298	ASV_310	LMATmodel_8	LMAT
299	ASV_475	LMATmodel_7	LMAT
300	ASV_178	LMATmodel_8	LMAT
301	ASV_287	LMATmodel_21	LMAT
302	ASV_28	LMATmodel_42	LMAT
303	ASV_218	LMATmodel_42	LMAT
304	ASV_438	LMATmodel_3	LMAT
305	ASV_239	LMATmodel_7	LMAT
306	ASV_187	LMATmodel_5	LMAT
307	ASV_432	LMATmodel_18	LMAT
308	ASV_148	LMATmodel_4	LMAT
309	ASV_300	LMATmodel_4	LMAT
310	ASV_446	LMATmodel_4	LMAT
311	ASV_84	LMATmodel_12	LMAT
312	ASV_453	LMATmodel_11	LMAT
313	ASV_49	LMATmodel_41	LMAT
314	ASV_1309	LMATmodel_41	LMAT
315	ASV_183	LMATmodel_2	LMAT
316	ASV_722	LMATmodel_2	LMAT
317	ASV_150	LMATmodel_7	LMAT
318	ASV_173	LMATmodel_20	LMAT
319	ASV_223	LMATmodel_6	LMAT
320	ASV_200	LMATmodel_3	LMAT
321	ASV_442	LMATmodel_23	LMAT
322	ASV_101	LMATmodel_3	LMAT
323	ASV_455	LMATmodel_6	LMAT
324	ASV_295	LMATmodel_9	LMAT
325	ASV_814	LMATmodel_9	LMAT
326	ASV_556	LMATmodel_25	LMAT
327	ASV_414	LMATmodel_4	LMAT
328	ASV_312	LMATmodel_3	LMAT
329	ASV_507	LMATmodel_17	LMAT
330	ASV_363	LMATmodel_3	LMAT
331	ASV_485	LMATmodel_3	LMAT
332	ASV_528	LMATmodel_1	LMAT
333	ASV_812	LMATmodel_1	LMAT
334	ASV_2	LMATmodel_3	LMAT
335	ASV_3	LMATmodel_8	LMAT
336	ASV_21	LMATmodel_1	LMAT
337	ASV_26	LMATmodel_4	LMAT
338	ASV_48	LMATmodel_22	LMAT
339	ASV_61	LMATmodel_7	LMAT
340	ASV_107	LMATmodel_18	LMAT
341	ASV_125	LMATmodel_2	LMAT
342	ASV_979	LMATmodel_29	LMAT
343	ASV_275	LMATmodel_3	LMAT
344	ASV_204	LMATmodel_1	LMAT
345	ASV_230	LMATmodel_30	LMAT
346	ASV_322	LMATmodel_7	LMAT
347	ASV_435	LMATmodel_17	LMAT
348	ASV_62	LMATmodel_8	LMAT
349	ASV_583	LMATmodel_1	LMAT
350	ASV_202	LMATmodel_26	LMAT
351	ASV_92	LMATmodel_43	LMAT
352	ASV_264	LMATmodel_34	LMAT
353	ASV_530	LMATmodel_6	LMAT
354	ASV_109	LMATmodel_22	LMAT
355	ASV_408	LMATmodel_22	LMAT
356	ASV_373	LMATmodel_15	LMAT
357	ASV_274	LMATmodel_4	LMAT
358	ASV_205	LMATmodel_12	LMAT
359	ASV_266	LMATmodel_12	LMAT
360	ASV_182	LMATmodel_28	LMAT
361	ASV_271	LMATmodel_44	LMAT
362	ASV_199	LMATmodel_35	LMAT
363	ASV_233	LMATmodel_12	LMAT
364	ASV_465	LMATmodel_14	LMAT
365	ASV_219	LMATmodel_29	LMAT
366	ASV_775	LMATmodel_29	LMAT
367	ASV_463	LMATmodel_7	LMAT
368	ASV_34	LMATmodel_20	LMAT
369	ASV_360	LMATmodel_32	LMAT
370	ASV_412	LMATmodel_38	LMAT
371	ASV_234	LMATmodel_9	LMAT
372	ASV_272	LMATmodel_9	LMAT
373	ASV_683	LMATmodel_1	LMAT
374	ASV_828	LMATmodel_23	LMAT
375	ASV_399	LMATmodel_24	LMAT
376	ASV_365	LMATmodel_3	LMAT
377	ASV_174	LMATmodel_11	LMAT
378	ASV_883	LMATmodel_37	LMAT
379	ASV_340	LMATmodel_30	LMAT
380	ASV_381	LMATmodel_30	LMAT
381	ASV_656	LMATmodel_18	LMAT
382	ASV_334	LMATmodel_13	LMAT
383	ASV_386	LMATmodel_10	LMAT
384	ASV_211	LMATmodel_6	LMAT
385	ASV_486	LMATmodel_21	LMAT
386	ASV_371	LMATmodel_36	LMAT
387	ASV_506	LMATmodel_1	LMAT
388	ASV_562	LMATmodel_1	LMAT
389	ASV_369	LMATmodel_16	LMAT
390	ASV_431	LMATmodel_17	LMAT
391	ASV_462	LMATmodel_19	LMAT
392	ASV_994	LMATmodel_39	LMAT
393	ASV_837	LMATmodel_31	LMAT
394	ASV_342	LMATmodel_6	LMAT
395	ASV_324	LMATmodel_27	LMAT
396	ASV_464	LMATmodel_40	LMAT
397	ASV_699	LMATmodel_45	LMAT
398	ASV_597	LMATmodel_33	LMAT
399	ASV_1385	LMATmodel_10	LMAT
400	ASV_41	LMATmodel_26	LMAT
401	ASV_54	LMATmodel_8	LMAT
402	ASV_40	LMATmodel_21	LMAT
403	ASV_12	LMATmodel_1	LMAT
404	ASV_85	LMATmodel_43	LMAT
405	ASV_32	LMATmodel_34	LMAT
406	ASV_46	LMATmodel_15	LMAT
407	ASV_44	LMATmodel_4	LMAT
408	ASV_66	LMATmodel_4	LMAT
409	ASV_73	LMATmodel_28	LMAT
410	ASV_47	LMATmodel_7	LMAT
411	ASV_98	LMATmodel_44	LMAT
412	ASV_162	LMATmodel_11	LMAT
413	ASV_122	LMATmodel_5	LMAT
414	ASV_76	LMATmodel_35	LMAT
415	ASV_82	LMATmodel_14	LMAT
416	ASV_86	LMATmodel_5	LMAT
417	ASV_135	LMATmodel_20	LMAT
418	ASV_172	LMATmodel_3	LMAT
419	ASV_604	LMATmodel_23	LMAT
420	ASV_83	LMATmodel_32	LMAT
421	ASV_244	LMATmodel_38	LMAT
422	ASV_144	LMATmodel_6	LMAT
423	ASV_117	LMATmodel_25	LMAT
424	ASV_315	LMATmodel_24	LMAT
425	ASV_236	LMATmodel_4	LMAT
426	ASV_203	LMATmodel_4	LMAT
427	ASV_78	LMATmodel_37	LMAT
428	ASV_237	LMATmodel_25	LMAT
429	ASV_1200	LMATmodel_6	LMAT
430	ASV_299	LMATmodel_13	LMAT
431	ASV_198	LMATmodel_17	LMAT
432	ASV_259	LMATmodel_1	LMAT
433	ASV_206	LMATmodel_1	LMAT
434	ASV_375	LMATmodel_36	LMAT
435	ASV_215	LMATmodel_16	LMAT
436	ASV_366	LMATmodel_19	LMAT
437	ASV_286	LMATmodel_4	LMAT
438	ASV_297	LMATmodel_39	LMAT
439	ASV_482	LMATmodel_31	LMAT
440	ASV_344	LMATmodel_27	LMAT
441	ASV_404	LMATmodel_4	LMAT
442	ASV_715	LMATmodel_40	LMAT
443	ASV_832	LMATmodel_45	LMAT
444	ASV_866	LMATmodel_33	LMAT
445	ASV_965	MDmodel_1	MD
446	ASV_1277	MDmodel_1	MD
447	ASV_517	MDmodel_3	MD
448	ASV_814	MDmodel_7	MD
449	ASV_255	MDmodel_2	MD
450	ASV_614	MDmodel_1	MD
451	ASV_48	MDmodel_7	MD
452	ASV_109	MDmodel_7	MD
453	ASV_513	MDmodel_3	MD
454	ASV_10	MDmodel_1	MD
455	ASV_226	MDmodel_2	MD
456	ASV_1211	MDmodel_3	MD
457	ASV_579	MDmodel_1	MD
458	ASV_130	MDmodel_7	MD
459	ASV_272	MDmodel_7	MD
460	ASV_17	MDmodel_2	MD
461	ASV_1343	MDmodel_2	MD
462	ASV_277	MDmodel_2	MD
463	ASV_1476	MDmodel_1	MD
464	ASV_578	MDmodel_1	MD
465	ASV_125	MDmodel_4	MD
466	ASV_51	MDmodel_7	MD
467	ASV_145	MDmodel_7	MD
468	ASV_11	MDmodel_2	MD
469	ASV_32	MDmodel_4	MD
470	ASV_22	MDmodel_1	MD
471	ASV_15	MDmodel_1	MD
472	ASV_233	MDmodel_1	MD
473	ASV_566	MDmodel_1	MD
474	ASV_196	MDmodel_3	MD
475	ASV_101	MDmodel_1	MD
476	ASV_326	MDmodel_1	MD
477	ASV_1309	MDmodel_5	MD
478	ASV_1215	MDmodel_2	MD
479	ASV_97	MDmodel_4	MD
480	ASV_567	MDmodel_4	MD
481	ASV_295	MDmodel_7	MD
482	ASV_389	MDmodel_1	MD
483	ASV_425	MDmodel_3	MD
484	ASV_7	MDmodel_1	MD
485	ASV_307	MDmodel_3	MD
486	ASV_21	MDmodel_1	MD
487	ASV_644	MDmodel_1	MD
488	ASV_1200	MDmodel_1	MD
489	ASV_107	MDmodel_4	MD
490	ASV_212	MDmodel_4	MD
491	ASV_363	MDmodel_7	MD
492	ASV_150	MDmodel_12	MD
493	ASV_41	MDmodel_12	MD
494	ASV_234	MDmodel_7	MD
495	ASV_656	MDmodel_3	MD
496	ASV_1	MDmodel_6	MD
497	ASV_9	MDmodel_3	MD
498	ASV_20	MDmodel_11	MD
499	ASV_47	MDmodel_7	MD
500	ASV_33	MDmodel_12	MD
501	ASV_135	MDmodel_7	MD
502	ASV_80	MDmodel_8	MD
503	ASV_238	MDmodel_7	MD
504	ASV_317	MDmodel_3	MD
505	ASV_453	MDmodel_6	MD
506	ASV_43	MDmodel_2	MD
507	ASV_837	MDmodel_1	MD
508	ASV_570	MDmodel_11	MD
509	ASV_49	MDmodel_5	MD
510	ASV_1427	MDmodel_5	MD
511	ASV_274	MDmodel_4	MD
512	ASV_174	MDmodel_4	MD
513	ASV_874	MDmodel_4	MD
514	ASV_132	MDmodel_12	MD
515	ASV_427	MDmodel_2	MD
516	ASV_123	MDmodel_3	MD
517	ASV_79	MDmodel_8	MD
518	ASV_1446	MDmodel_8	MD
519	ASV_263	MDmodel_8	MD
520	ASV_391	MDmodel_9	MD
521	ASV_297	MDmodel_10	MD
522	ASV_414	MDmodel_2	MD
523	ASV_1477	MDmodel_5	MD
524	ASV_351	MDmodel_5	MD
525	ASV_495	MDmodel_3	MD
526	ASV_418	MDmodel_3	MD
527	ASV_103	MDmodel_9	MD
528	ASV_340	MDmodel_39	MD
529	ASV_229	MDmodel_48	MD
530	ASV_360	MDmodel_1	MD
531	ASV_533	MDmodel_6	MD
532	ASV_31	MDmodel_5	MD
533	ASV_70	MDmodel_2	MD
534	ASV_175	MDmodel_48	MD
535	ASV_171	MDmodel_6	MD
536	ASV_110	MDmodel_6	MD
537	ASV_28	MDmodel_11	MD
538	ASV_1214	MDmodel_8	MD
539	ASV_994	MDmodel_1	MD
540	ASV_1368	MDmodel_4	MD
541	ASV_37	MDmodel_4	MD
542	ASV_287	MDmodel_8	MD
543	ASV_483	MDmodel_17	MD
544	ASV_231	MDmodel_10	MD
545	ASV_322	MDmodel_12	MD
546	ASV_455	MDmodel_15	MD
547	ASV_979	MDmodel_24	MD
548	ASV_271	MDmodel_9	MD
549	ASV_207	MDmodel_4	MD
550	ASV_126	MDmodel_10	MD
551	ASV_477	MDmodel_26	MD
552	ASV_432	MDmodel_6	MD
553	ASV_303	MDmodel_14	MD
554	ASV_362	MDmodel_22	MD
555	ASV_258	MDmodel_6	MD
556	ASV_346	MDmodel_1	MD
557	ASV_381	MDmodel_39	MD
558	ASV_306	MDmodel_48	MD
559	ASV_373	MDmodel_48	MD
560	ASV_1142	MDmodel_34	MD
561	ASV_1180	MDmodel_1	MD
562	ASV_478	MDmodel_35	MD
563	ASV_438	MDmodel_3	MD
564	ASV_370	MDmodel_26	MD
565	ASV_417	MDmodel_9	MD
566	ASV_91	MDmodel_3	MD
567	ASV_35	MDmodel_4	MD
568	ASV_98	MDmodel_9	MD
569	ASV_133	MDmodel_10	MD
570	ASV_197	MDmodel_13	MD
571	ASV_68	MDmodel_32	MD
572	ASV_185	MDmodel_3	MD
573	ASV_189	MDmodel_38	MD
574	ASV_237	MDmodel_1	MD
575	ASV_204	MDmodel_22	MD
576	ASV_230	MDmodel_39	MD
577	ASV_365	MDmodel_25	MD
578	ASV_302	MDmodel_6	MD
579	ASV_29	MDmodel_11	MD
580	ASV_530	MDmodel_11	MD
581	ASV_883	MDmodel_50	MD
582	ASV_88	MDmodel_40	MD
583	ASV_99	MDmodel_51	MD
584	ASV_343	MDmodel_30	MD
585	ASV_488	MDmodel_27	MD
586	ASV_677	MDmodel_3	MD
587	ASV_412	MDmodel_7	MD
588	ASV_244	MDmodel_7	MD
589	ASV_87	MDmodel_47	MD
590	ASV_376	MDmodel_1	MD
591	ASV_519	MDmodel_11	MD
592	ASV_128	MDmodel_33	MD
593	ASV_300	MDmodel_36	MD
594	ASV_143	MDmodel_8	MD
595	ASV_273	MDmodel_13	MD
596	ASV_472	MDmodel_13	MD
597	ASV_1467	MDmodel_5	MD
598	ASV_92	MDmodel_42	MD
599	ASV_201	MDmodel_32	MD
600	ASV_515	MDmodel_32	MD
601	ASV_184	MDmodel_46	MD
602	ASV_173	MDmodel_18	MD
603	ASV_471	MDmodel_10	MD
604	ASV_330	MDmodel_44	MD
605	ASV_516	MDmodel_6	MD
606	ASV_421	MDmodel_21	MD
607	ASV_328	MDmodel_38	MD
608	ASV_785	MDmodel_38	MD
609	ASV_153	MDmodel_12	MD
610	ASV_278	MDmodel_1	MD
611	ASV_332	MDmodel_6	MD
612	ASV_327	MDmodel_28	MD
613	ASV_338	MDmodel_55	MD
614	ASV_571	MDmodel_23	MD
615	ASV_375	MDmodel_22	MD
616	ASV_456	MDmodel_7	MD
617	ASV_269	MDmodel_45	MD
618	ASV_369	MDmodel_10	MD
619	ASV_299	MDmodel_49	MD
620	ASV_290	MDmodel_54	MD
621	ASV_575	MDmodel_25	MD
622	ASV_379	MDmodel_25	MD
623	ASV_259	MDmodel_3	MD
624	ASV_808	MDmodel_1	MD
625	ASV_281	MDmodel_37	MD
626	ASV_314	MDmodel_17	MD
627	ASV_324	MDmodel_31	MD
628	ASV_249	MDmodel_20	MD
629	ASV_396	MDmodel_24	MD
630	ASV_462	MDmodel_41	MD
631	ASV_626	MDmodel_52	MD
632	ASV_293	MDmodel_35	MD
633	ASV_1454	MDmodel_43	MD
634	ASV_538	MDmodel_53	MD
635	ASV_662	MDmodel_29	MD
636	ASV_572	MDmodel_16	MD
637	ASV_622	MDmodel_19	MD
638	ASV_119	MDmodel_8	MD
639	ASV_23	MDmodel_50	MD
640	ASV_60	MDmodel_40	MD
641	ASV_40	MDmodel_4	MD
642	ASV_157	MDmodel_51	MD
643	ASV_218	MDmodel_30	MD
644	ASV_24	MDmodel_2	MD
645	ASV_65	MDmodel_1	MD
646	ASV_14	MDmodel_27	MD
647	ASV_19	MDmodel_17	MD
648	ASV_84	MDmodel_10	MD
649	ASV_64	MDmodel_47	MD
650	ASV_75	MDmodel_15	MD
651	ASV_78	MDmodel_2	MD
652	ASV_25	MDmodel_24	MD
653	ASV_117	MDmodel_33	MD
654	ASV_73	MDmodel_36	MD
655	ASV_114	MDmodel_26	MD
656	ASV_85	MDmodel_42	MD
657	ASV_202	MDmodel_46	MD
658	ASV_214	MDmodel_18	MD
659	ASV_56	MDmodel_1	MD
660	ASV_137	MDmodel_44	MD
661	ASV_552	MDmodel_14	MD
662	ASV_209	MDmodel_21	MD
663	ASV_194	MDmodel_22	MD
