OTUID	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
ASV_5	20.647519395	 0.286130956	 0.229294052	 0.830118087	 2.842084435	 1.890957957	 1.802432731	 0.825177856	 0.089684387	 0.169409487	 8.423961175	 1.816558560	 1.024838715	 0.683464065	 3.852031308	 0.094304372	 0.076173894	 0.093722581	 0.078883287	 0.030556304	 0.060344512	 0.001771071	 0.065261487	 0.126422250	 0.110679714	 0.177109939	 0.055916126	 0.130753600	 2.252179383	 0.511768902	 0.145677034	 0.194348931	 0.047834988	 0.027447392	 0.045131054	 0.054202568	 0.023880816	 0.107409525	 0.227268723	 0.945602267	 0.059177777	 0.078291209	 0.364742692	 0.017432840	 0.225132017
ASV_13	0.2472542	2.1949013	0.9449694	0.7677618	0.2985987	1.2747168	0.9767785	0.4189087	1.8719231	2.0236056	0.3294484	1.9058378	1.1953522	0.5241072	1.1032426	0.5818402	1.8136641	1.4596793	0.9037281	0.6075312	1.6165015	0.3418168	1.3898933	1.1726122	1.8183096	1.1465538	5.8971543	2.3129252	0.4817112	0.7578459	0.7374900	0.2657763	0.5223581	0.8344007	0.5606666	0.8971460	1.1536271	1.1503214	1.3459946	0.4267158	0.7780137	0.2638073	0.6153953	0.3329672	0.4022579
ASV_26	0.55184276	2.61948275	1.06482768	0.59628201	1.52357311	3.13303897	1.81533358	3.86407136	0.22325688	0.70183930	2.25477346	0.52292107	0.60646545	2.21683163	1.47968692	0.12277362	0.35729184	0.31506740	0.30695888	0.05212546	0.59613064	0.08855357	1.80086427	1.20192748	3.13416841	2.70325696	0.08986520	0.22263451	0.07009976	0.14621969	0.26403962	1.13785485	1.13081913	0.34949680	0.32286061	3.17552287	1.05626688	0.13339570	0.12156234	1.85023981	0.75190587	0.67228321	0.62576708	0.20745080	1.26636759
ASV_11	0.63426084	0.34889517	0.04863813	0.07599673	0.06835393	0.05567287	0.04238850	1.12491423	3.92703126	2.08131655	1.37447306	1.23715473	0.72248493	0.28507180	0.18822214	1.83626626	1.01021093	0.39881949	0.16462599	0.07009976	0.19931975	0.20190213	0.94717347	2.27010389	1.55127282	1.32739238	2.16874688	0.55305239	0.55720320	0.90584879	1.94114648	1.34881480	0.21430075	0.40439158	0.13018573	0.58875203	0.62090123	1.27505500	1.89214425	1.45083380	1.27058168	1.85005531	2.69840447	1.68749891	1.52295188
ASV_14	3.798398223	3.086522309	0.486381323	0.592384738	0.109726045	0.345555769	0.304091412	4.642302553	8.027706751	2.405242386	4.192497077	2.805917936	1.467822174	0.244347256	0.465896385	1.606732976	0.714583673	0.073781606	0.015433687	0.073694617	0.038401053	0.008855357	0.359820090	0.793345426	2.051966761	1.366543000	0.523215177	0.174927114	0.141996944	0.080242511	0.291354068	0.149499178	0.019133995	0.009149131	0.010414859	0.016821487	0.011021915	0.601146857	0.362925248	0.331131480	0.865039858	0.044251553	0.145205622	0.634555375	0.051316857
ASV_16	1.41364915	1.24605416	1.58768760	1.55500994	1.97327002	1.25167978	1.36564689	2.02592900	0.42170744	1.52468538	2.84636367	0.54114132	1.30434018	2.72323247	2.44129706	1.06403801	0.80163955	0.94919040	2.28933018	0.02696145	0.54310061	0.01416857	1.61742658	1.83587094	1.36329299	2.13091221	0.63305042	0.84989840	1.71115305	1.18937233	0.33323622	0.03488314	0.07462258	0.08783166	0.08852630	0.12709568	0.05878355	0.34648234	0.62719121	0.57691979	0.15664706	0.05446345	0.03975868	0.04009553	0.06952606
ASV_10	0.225753857	0.550109837	0.731309061	3.072995830	0.255427842	1.624112114	0.490232215	0.397240981	1.616227150	0.856355648	0.292252648	4.879381969	0.302353789	0.047807072	0.169586284	2.822013843	0.741788636	1.280210577	0.209212196	0.005392289	0.128003511	0.023023927	0.165799453	0.756701295	1.208692750	0.169652678	1.521717424	3.025002209	0.508672598	0.174750357	1.312914269	0.269098520	1.167173718	2.810612992	0.699531331	0.211203110	0.780718996	0.672175736	2.387202481	0.638366873	0.426428099	0.548038465	0.693183979	0.674650907	1.272989124
ASV_22	0.30100514	0.05538018	0.10943580	0.17927433	0.08454302	0.05375312	0.02580170	0.80892709	0.22134870	0.38722168	0.55970810	0.12207565	0.08437780	0.02655948	0.07081625	0.18327076	0.64566444	0.15753370	0.10975066	0.06650490	0.06948762	0.13637249	0.21518652	0.25467671	0.34082325	1.49704506	0.19970045	0.39756162	0.19771726	0.08202568	1.17087916	0.36212023	3.63928592	5.56084172	2.82763409	9.33592509	5.01313445	0.80210661	1.04296964	0.47450800	0.49082744	0.26380734	0.62576708	0.55610760	0.47840554
ASV_27	0.68442836	1.00791937	2.47707059	2.70275537	3.46086738	1.69514302	3.50903059	0.58863891	0.08014350	0.65343659	0.28339651	1.96414256	1.40102308	0.05488960	1.18896757	0.05337983	0.38993779	0.59025285	3.29594951	0.05751775	0.75339209	0.02656607	2.00194021	1.66181132	1.18761090	1.25654841	0.06789815	1.99487587	1.16473443	1.35342368	0.19302207	0.06312188	0.04974839	0.15919488	0.17184517	0.04298824	0.14512188	0.20788940	0.06870915	0.29358049	0.18623595	0.07148328	0.05531643	0.04009553	0.03972918
ASV_97	1.71107090	0.61841207	0.61145081	0.92949842	0.47847751	1.28623536	1.03943973	1.50771009	0.91401748	1.69967980	0.77756917	1.82384666	1.50825320	0.65690458	1.15728662	2.51952812	0.48424833	0.69195182	0.43042837	0.06291004	0.74424899	0.07615607	0.89955022	1.73693179	1.65843889	1.15773970	1.44383425	0.56542097	0.57338007	0.30848787	0.50440673	1.43519211	0.49557048	0.18847210	0.34195452	0.07476216	0.42801771	0.47294839	0.17617730	0.85343165	0.89810979	0.55825036	1.28092102	0.33471053	0.83100200
ASV_21	1.45127479	0.04245814	4.86033908	2.67352586	2.22869786	0.79285851	0.76667895	0.03069589	0.46559554	2.22280140	0.02302597	2.22833613	0.03867316	1.82198063	0.05590757	1.76687248	0.42802474	1.21241126	0.16462599	0.04134088	0.06583038	0.03719250	0.24869918	0.39209220	0.28811862	0.02423610	0.35346980	1.74750420	7.32093107	0.74358060	0.01456770	0.09468281	0.08992978	1.12717292	0.10241278	0.09905987	0.03857670	0.02425376	0.02114128	0.03755099	0.02436732	1.27138116	0.03457277	0.56133745	0.39067026
ASV_24	 0.06270940	 0.05907220	 0.04690106	 0.05261312	 0.02878060	 0.03647533	 0.03317361	 0.05416922	 0.06678625	 0.07818899	 0.08147650	 0.06923694	 0.04218890	 0.06374276	 0.06336191	 0.06405580	 0.06166458	 0.02791736	 0.03429708	 0.02156916	 0.01280035	 0.10626428	 0.03880413	 0.07878488	 0.06324555	 0.05033651	 0.07388917	 0.10424949	 0.03415116	 0.03388017	 0.30045888	 0.20763775	10.49690986	 1.24611162	 4.77000521	 0.55884717	 0.19472050	 0.05890200	 0.19555681	 0.04779217	 0.21234379	 4.23623521	 1.17720272	 8.07489148	 2.77442103
ASV_19	 0.496300145	 1.157445866	 0.074694275	 0.415059044	 0.012591513	 0.309080438	 0.178768891	 0.113755372	 4.703659886	 0.461687393	 0.053136845	 0.563005612	 0.119535219	 0.090302247	 0.057771152	10.645718048	 0.119701834	 2.087820053	 0.034297081	 0.012582008	 0.007314486	 0.070842853	 0.844871682	 0.454387219	 4.739902672	 0.009321576	 2.981527708	 0.075978443	 1.660825020	 0.458273894	 1.343870639	 0.009966612	 0.110977173	 0.170173833	 0.168373546	 0.011214324	 0.398625935	 0.398454689	 0.142703617	 0.228719682	 0.287186271	 0.301250957	 0.084703279	 0.003486568	 0.033107650
ASV_17	0.193503306	0.009230031	0.010422457	0.021434974	0.008993938	0.007679017	0.005528935	0.095698964	0.104949815	0.050264353	0.079705268	0.038262517	0.024610192	0.005311897	0.001863586	0.373658832	0.007254657	0.039881949	0.121754639	1.748899074	0.135317997	0.079698209	0.000000000	0.005496620	0.012297746	0.020507467	0.047928108	0.024737168	0.014379437	0.001783167	3.485323039	0.712612747	1.065763542	0.521500457	1.058843951	0.104667028	0.420669765	7.435510975	1.032399006	1.013876799	3.188637867	0.408475874	2.264516241	7.483918205	1.014749458
ASV_23	0.44254923	1.11867974	0.24492774	0.21629837	0.11871998	0.16509887	0.19904165	0.44238200	0.52284090	1.00156378	0.84664707	0.73974200	0.69435899	0.34527330	0.75475214	0.29180975	2.29065782	0.42873096	0.22636074	0.07908691	0.30355118	0.10980642	0.64555957	0.80433867	0.52353262	1.69093384	1.02446331	1.17501546	0.69560528	0.51176890	2.28348751	0.50331390	0.38842011	0.84537969	0.37319910	0.35138217	1.35018462	1.43270447	3.32270397	1.01558366	1.53514116	0.46804527	0.59983751	0.69034046	0.46847324
ASV_20	0.04120904	0.11260638	0.09032796	0.17927433	0.03597575	0.12286427	0.08661998	0.11014409	0.83578216	0.66088316	0.04959439	0.50105677	0.18633431	0.11332047	0.08013418	1.11741784	0.93947803	2.40886975	0.32753713	0.01437944	0.89419596	0.05844535	0.24869918	0.52034665	0.43217793	0.16965268	0.58711932	0.58662426	0.07369462	0.14978602	0.73566902	0.09800502	4.89638942	3.17840805	2.74257941	2.14754313	4.23792641	0.25293211	0.46158454	0.65202178	0.55000522	0.21444983	0.87987692	0.76355839	0.82272509
ASV_28	0.008958486	1.478650939	0.799055031	1.699208855	1.530768262	1.508926857	2.230003686	1.377703947	2.034118231	0.184302629	0.603988806	0.949274834	2.401251604	3.380137047	1.414461424	1.786445081	0.070732902	1.270240089	0.053160476	0.021569156	1.071572249	0.008855357	0.839580210	1.445610949	1.117338065	0.540651392	0.047928108	1.298701299	0.510470028	1.578102710	0.016388666	0.011627714	0.045921589	0.058554437	0.055545912	0.020559595	0.064294506	0.001732412	0.010570638	0.001706863	0.015664706	0.054463450	0.024200937	0.006973136	0.036418414
ASV_31	0.019708670	0.012922043	0.029530295	0.017537706	0.019786664	0.017277788	0.012900848	0.005416922	0.013357249	0.014893142	0.012398597	0.091101232	0.049220384	0.005311897	0.013045099	0.028469244	0.003627328	0.009970487	0.020578249	0.016176867	0.007314486	0.060216425	0.021165888	0.012825446	0.005270463	0.076436921	0.023964054	0.021203287	0.019771726	0.005349501	0.100152961	6.486603213	1.486711440	1.707227813	0.680437424	0.199988786	0.826643643	1.262928122	1.694825673	0.679331592	0.912033975	4.872776785	5.583501876	1.680525774	2.466519889
ASV_29	0.65217781	0.86393089	1.83782657	1.92914767	2.82769413	1.63563064	3.39476594	0.67711531	0.03053086	0.54546132	0.29933756	1.72545733	1.25687767	0.03364201	1.10324264	0.02668992	0.17955275	0.10369307	2.69746545	0.04493574	0.86676663	0.01593964	1.12179205	1.08283406	1.06990390	1.32739238	0.02396405	1.31106988	0.77828705	1.03601997	0.09286911	0.03322204	0.04783499	0.08783166	0.13192154	0.11401230	0.03673972	0.02771859	0.02466482	0.11094611	0.05221569	0.01701983	0.02420094	0.02091941	0.03310765
ASV_41	0.073459588	0.022152074	0.178918844	0.919755252	1.023510154	1.278556345	0.422042020	0.041529739	0.158378812	0.042817782	0.014169825	0.034618468	0.511540422	1.703348266	0.033544540	0.016013950	0.030832290	0.023929170	0.012003978	0.008987148	0.023772081	0.046047854	0.266337420	0.679748621	0.045677342	0.031693357	0.031952072	0.024737168	0.028758875	0.030313837	4.100808508	0.079732895	0.045921589	0.598353156	1.084881097	0.226155543	0.047761633	3.135665159	1.691302126	2.176250704	5.519197967	0.073185261	0.114090131	0.132489584	0.036418414
ASV_25	0.030458854	2.061988887	1.299332963	2.655988152	0.563020524	2.839316567	1.116844821	0.455021487	0.005724535	0.385360042	0.035424563	0.978427228	0.532634873	0.246117889	1.207603429	0.014234622	0.281117943	1.126665071	0.236649861	0.113238070	0.404125370	0.026566070	0.019402064	0.031147511	0.344336888	0.024236097	2.713929106	0.881703331	0.061112609	0.151569187	0.191201107	0.141193668	0.363545912	0.358645929	0.548515883	0.325215408	0.666825872	0.192297698	0.264265957	0.215064775	0.167090194	0.660369330	0.454631886	0.920453951	0.486682448
ASV_201	0.66651139	0.68486829	1.68670094	1.71674656	2.56686993	1.48013054	2.38849982	0.51641328	0.07632714	0.54359967	0.22140352	1.30274761	0.78576828	0.09207288	1.03242639	0.06583513	0.21219871	0.22732711	1.47991906	0.08088434	0.43521194	0.02125286	0.74080607	0.70723172	0.71853973	1.12791066	0.06989516	0.89230497	1.59971241	0.63124108	0.05644985	0.05979967	0.09566998	0.11710887	0.32112480	0.10653608	0.10103422	0.04157788	0.03347369	0.14337652	0.07484248	0.05276147	0.04321596	0.03660896	0.03145227
ASV_51	0.078834680	0.644256152	0.006948305	0.033126778	0.079146655	2.777884431	0.140066347	7.489798129	0.080143495	0.221535483	8.338942223	0.018220246	0.052736126	0.051348336	0.061498323	0.062276472	0.001813664	0.023929170	0.017148541	0.017974297	0.018286216	0.012397499	0.065261487	0.064127228	0.089597864	3.769645221	0.009985022	0.005300822	0.001797430	0.016048502	0.003641926	0.029899836	0.036354591	0.025617566	0.008679049	1.057884605	0.005510958	0.020788940	0.001761773	0.001706863	0.000000000	0.028933708	0.008643192	0.043582100	0.019864590
ASV_44	1.19864548	0.67194624	0.56802390	0.18317160	1.90671487	0.28988289	0.34279396	0.64822506	0.33774759	1.15235684	0.44989196	0.74338605	0.85608311	1.99019070	0.86284010	0.64055800	0.24303100	0.49852437	0.17834482	0.01258201	0.24686391	0.01416857	1.11120910	0.93992195	1.97818028	0.40082776	0.69296056	0.41876491	1.84596028	1.15014265	0.09651104	0.40696998	0.23917494	0.05489478	0.05207429	0.31587014	0.11573011	0.14205776	0.05637674	0.26456381	0.09920980	0.08680112	0.32498401	0.03486568	0.25823967
ASV_46	0.46404959	0.50026767	0.68093385	0.62161425	0.51085568	0.64887694	3.36527829	0.04152974	0.22325688	0.47658053	0.01771228	0.90736827	0.74885299	1.31735043	0.41930675	0.40568673	0.33008687	1.05288346	1.05806496	0.06650490	0.83933731	0.03187928	0.28750331	0.34995145	1.82533687	0.02610041	0.21767349	0.03887269	0.46912915	0.42439372	0.14385607	1.17938240	0.53766527	0.21774931	0.70473876	0.70089528	0.21125338	0.08488817	0.13213298	0.40452660	0.30807254	0.39145605	0.47883282	0.23534334	0.94025725
ASV_32	0.13616899	0.13475845	0.28835464	0.42869948	0.06835393	0.21693223	0.13822337	0.41529739	1.27657138	1.05182813	0.33830458	0.73245390	0.21270237	0.08676098	0.14535967	1.28111599	0.18862107	0.57828827	0.17662997	0.25703244	0.16457594	0.24263677	0.26986507	0.43423295	0.26703677	0.38777755	0.05591613	0.24560474	0.06470747	0.06419401	0.93051205	1.07971628	0.63907545	0.87465691	0.63009894	0.28596527	0.96074361	0.42790569	1.00949596	0.54448939	0.74320326	0.86460727	2.80730868	1.42600631	1.21339535
ASV_30	0.243670829	3.032988130	0.064271818	0.066253556	0.010792726	0.021117297	0.058975304	0.162507674	0.291951303	0.210365627	0.315278614	2.552656512	2.061982527	0.557749172	0.359672009	0.647675308	1.762881550	0.225333014	0.123469493	0.100656062	0.213948725	0.177107132	0.560896023	1.747925026	2.405087753	1.424336770	1.234148777	1.584945667	0.316347623	0.363766049	0.200305922	0.056477467	0.003826799	0.001829826	0.003471620	0.001869054	0.001836986	0.362074043	0.246648227	0.245788315	0.337661433	0.040847587	0.060502342	0.270209020	0.059593769
ASV_35	0.20783688	0.03138210	1.66064480	1.39327332	1.85095246	0.07870993	1.08551419	0.02527897	1.86619853	0.36302033	0.02479719	0.01639822	1.97408898	0.98447155	0.03354454	0.23131261	3.28273210	0.01994097	1.93949995	0.03055630	0.62721720	0.04959000	0.59793633	2.18582239	0.79408303	0.01864315	0.65701448	0.43466737	0.02156916	1.38373752	0.03095637	0.01494992	0.04592159	0.03842635	0.03645200	0.03925014	0.03122876	0.02078894	0.01937950	0.14679024	0.02784837	0.03403966	0.01901502	0.02789254	0.11587677
ASV_52	1.41902424	0.70517436	0.37694553	0.16368526	0.88860108	0.96755615	0.39624032	0.17334152	0.43124833	1.04438156	0.02479719	0.01093215	2.45926134	2.06632789	2.59038390	0.01957261	1.14260841	2.36300550	0.90029838	0.02696145	0.18286216	0.01771071	1.74089426	0.06962385	0.08257058	0.11931617	0.06789815	1.01952469	0.28938618	1.89728959	0.02367252	0.01993322	0.15498536	0.12808783	0.02950877	0.03925014	0.15798079	0.01559171	0.01233241	0.02901668	0.02262680	0.02212578	0.02938685	0.02440598	0.07283683
ASV_50	0.03941734	0.07014823	0.16675931	0.21824701	0.39033691	0.24188904	0.24511611	0.05958615	0.29004312	0.14893142	0.06730667	0.13300780	0.04570464	0.52941906	0.04472605	0.18505009	0.04534160	0.09571668	0.07716843	0.04493574	0.11703178	0.06552964	0.25751830	0.19054948	0.02810913	0.09135144	0.86270594	0.41346409	0.40082682	0.33166904	0.38422318	4.38863142	0.05357519	0.04391583	0.25689984	0.16634581	0.26636295	0.18536805	0.86503057	3.47858740	0.06265882	2.43383542	2.71914813	0.07844778	1.87720373
ASV_36	0.700553634	2.527182441	0.060797665	0.023383608	0.005396363	0.028796314	0.031330630	0.559748655	1.131549823	0.592002383	0.249743172	2.126302748	0.882451175	0.561290437	0.260901975	0.556929592	2.624372019	0.011964585	0.008574270	0.012582008	0.093259701	0.026566070	0.380985978	1.081001851	1.424781715	0.769962154	1.341987019	1.344641753	0.239058147	0.531383738	0.249471921	0.262454112	0.053575187	0.045745654	0.050338483	0.011214324	0.045924647	0.744937027	0.304786737	0.220185365	0.689247050	0.098715003	0.300783073	0.568310583	0.175470542
ASV_33	0.442549227	0.703328349	0.105961645	0.144198917	0.070152717	0.053753120	0.084777000	0.397240981	1.242224173	0.863802219	0.621701088	1.109613002	0.578339515	0.249659153	0.409988818	0.576502197	1.572446814	0.323043790	0.137188325	0.005392289	0.146289727	0.005313214	0.809595202	0.485534729	0.788812565	0.480993307	1.312031952	0.849898401	0.296575896	0.540299572	1.704421298	0.229232073	0.019133995	0.025617566	0.017358098	0.016821487	0.033065746	1.628466989	1.872764750	0.524007032	0.734500644	0.086801123	0.503033760	0.341683664	0.529722392
ASV_417	0.03762564	0.04984217	0.20844914	0.26501423	0.55942295	0.14590132	0.35385182	0.02889025	0.43315651	0.14148485	0.02833965	0.02550834	0.28653295	1.27485525	0.02422661	0.08718706	1.69396231	0.45864242	1.48849333	0.03235373	0.71681966	0.01416857	2.10071435	1.39064475	0.47082799	0.01118589	0.02995507	0.98948670	0.04493574	1.39800285	0.71745939	1.77904022	0.91460498	0.68435499	0.02256553	0.01869054	1.60368867	0.15245223	0.73994468	1.05313465	0.67010130	0.02382776	0.26448167	0.01394627	0.01489844
ASV_43	0.014333578	0.046150154	0.010422457	0.005845902	0.005396363	0.003839509	0.007371913	0.019862049	0.013357249	0.027924641	0.019483510	0.010932148	0.010547225	0.047807072	0.042862467	2.021316347	3.534831420	0.993060541	0.600198923	0.048530601	0.007314486	0.015939642	1.901402240	0.012825446	0.015811388	2.033967822	7.520718922	2.342963159	2.627842186	0.048145506	0.009104815	0.034883141	0.005740199	0.005489478	0.010414859	0.009345270	0.014695887	0.022521352	0.015855957	0.013654906	0.006962091	0.017019828	0.013829107	0.024405976	0.018209207
ASV_38	0.775804920	0.356279190	1.658907727	0.029229510	2.203514831	0.009598771	0.011057870	0.007222563	0.862496661	1.223099263	0.008856141	0.287879892	1.401023081	2.071639783	1.459187477	0.596074803	0.034459619	2.255324240	0.006859416	0.025164015	2.095600336	0.012397499	0.153452685	0.888620165	0.771244356	0.007457261	0.027958063	0.026504108	0.014379437	3.092011412	0.014567703	0.006644408	0.260222337	0.071363220	0.241277556	0.194381623	0.027554788	0.005197235	0.054614965	0.025602949	0.029588889	0.052761467	0.010371830	0.010459704	0.018209207
ASV_56	 0.11466863	 0.05538018	 0.13722902	 0.15394209	 0.14750058	 0.05183337	 0.06081828	 0.09208768	 0.02862268	 0.04840271	 0.06376421	 0.04737264	 0.07910419	 0.05134834	 0.01304510	 0.02313126	 0.13239748	 0.09372258	 0.03258223	 0.08268177	 0.07863073	 0.14876999	 0.02469354	 0.03114751	 0.11419336	 0.07270829	 0.07788318	 0.01413552	 0.01078458	 0.02318117	 0.17299148	 0.21262105	 1.02940895	 0.72461116	12.81548342	 3.08207016	 0.72928339	 0.08315576	 0.02642660	 0.03413727	 0.05395621	 0.50719088	 0.18323567	 0.08367763	 0.23506431
ASV_34	0.03941734	0.02953610	0.03474152	0.03702405	0.02338424	0.01151853	0.01474383	0.03791846	0.05724535	0.06888078	0.06553544	0.02915239	0.02812593	0.01593569	0.02422661	0.06761446	0.03627328	0.00797639	0.01886339	0.01437944	0.01280035	0.09209571	0.02116589	0.04397296	0.02986595	0.01118589	0.04393410	0.04240657	0.02516402	0.01248217	0.50258577	0.24418199	5.35560530	0.84354986	3.21471967	0.28970338	1.16832302	0.10740952	0.30478674	0.14166965	0.06265882	0.81354778	0.59810887	5.63603717	0.99322949
