OTUID	HDA	HDB	HDC	MDA	MDB	MDC	NCA	NCB	NCC
ASV_1561	0.0044011316	0.0018248547	0.0022633662	0.0060900492	0.0007100215	0.0036752582	0.0042200319	0.0030750407	0.0011071732
ASV_956	0.0062176725	0.0010675533	0.0023383608	0.0048257205	0.0021641981	0.0010909346	0.0003481046	0.0036967314	0.0059809730
ASV_1171	0.0003583395	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0145727606	0.0061018321	0.0050899543
ASV_1628	0.0003816357	0.0014652460	0.0003897268	0.0000000000	0.0003594859	0.0000000000	0.0000000000	0.0072021605	0.0167695888
ASV_997	0.0007334567	0.0000000000	0.0003685957	0.0000000000	0.0014261424	0.0003988195	0.0088486930	0.0068168101	0.0078857926
ASV_1057	0.003993187	0.001467212	0.003706940	0.001786803	0.003227213	0.002158647	0.005330226	0.002371953	0.002508211
ASV_1127	0.0003723285	0.0003692012	0.0000000000	0.0003664413	0.0007527890	0.0010401559	0.0052262075	0.0003322204	0.0178495459
ASV_1152	0.001827677	0.001106323	0.002925214	0.002513783	0.004409578	0.001904887	0.002478414	0.002697782	0.007013259
ASV_1279	0.0054940088	0.0010980111	0.0025843163	0.0043068807	0.0024988935	0.0006859416	0.0048923221	0.0023734559	0.0025856602
ASV_945	0.0003583395	0.0003515742	0.0003474152	0.0000000000	0.0007560343	0.0000000000	0.0150875578	0.0043688458	0.0047475550
ASV_1021	0.0003611282	0.0000000000	0.0190958791	0.0003513642	0.0007132668	0.0053709289	0.0003464823	0.0000000000	0.0003738108
ASV_1023	0.0003542456	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003542143	0.0034872997	0.0078471535	0.0140614789
ASV_1123	0.003268730	0.002187293	0.002169115	0.002147562	0.002188276	0.001394370	0.004911038	0.003762393	0.004126314
ASV_971	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003566334	0.0000000000	0.0132411019	0.0084082370	0.0033539255
ASV_986	0.0007399751	0.0000000000	0.0010669303	0.0000000000	0.0007222188	0.0010741528	0.0076927796	0.0047279967	0.0099117636
ASV_1159	0.0036083984	0.0025334852	0.0011334352	0.0025221254	0.0007222188	0.0025128616	0.0048823494	0.0040812202	0.0036401924
ASV_1336	0.002891495	0.001804675	0.001834042	0.002875771	0.003300157	0.001748584	0.005245679	0.003024672	0.002943123
ASV_939	0.000730668	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.004519259	0.008130432	0.012072806
ASV_1138	0.0000000000	0.0000000000	0.0000000000	0.0003527648	0.0000000000	0.0000000000	0.0020482360	0.0030532732	0.0201289181
ASV_1120	0.003354220	0.001072658	0.001888995	0.004318324	0.002277055	0.002130124	0.004549324	0.003722518	0.001834122
ASV_1134	0.0000000000	0.0003727171	0.0000000000	0.0000000000	0.0003533881	0.0000000000	0.0111717772	0.0040703899	0.0094123884
ASV_1206	0.0000000000	0.0000000000	0.0003474152	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0249876349
ASV_981	0.0000000000	0.0003727171	0.0000000000	0.0018040204	0.0003533881	0.0011964585	0.0140076440	0.0061278709	0.0007412080
ASV_1160	0.0018177822	0.0018046753	0.0026288997	0.0014384122	0.0003994009	0.0010619427	0.0095197046	0.0010294499	0.0052008332
ASV_1176	0.002524073	0.002870579	0.001450881	0.003914787	0.002876679	0.001843968	0.002099752	0.003722602	0.003305580
ASV_1213	0.004413944	0.002884373	0.001477837	0.003940739	0.002191127	0.001040156	0.002809664	0.003040467	0.002948105
ASV_1379	0.0032813572	0.0021588018	0.0033461429	0.0025294281	0.0037121493	0.0014161569	0.0045721472	0.0006890534	0.0033012844
ASV_993	0.0037884355	0.0051059573	0.0003685957	0.0054025841	0.0035956513	0.0015621828	0.0042105788	0.0003486568	0.0007319305
ASV_1012	0.0047311288	0.0025305553	0.0018590253	0.0036078207	0.0038009280	0.0003657243	0.0017270590	0.0033878115	0.0026467619
ASV_1100	0.006466836	0.001107604	0.001084607	0.000000000	0.001597604	0.001550673	0.005632269	0.004160449	0.002883891
ASV_1174	0.0036182937	0.0014447890	0.0018524590	0.0021291642	0.0025933805	0.0007024567	0.0038971357	0.0047884952	0.0032810492
ASV_1306	0.001821159	0.003305175	0.001879465	0.004660513	0.003752063	0.002490310	0.002096361	0.002722197	0.001797977
ASV_1358	0.0025773239	0.0039919686	0.0022333969	0.0032640108	0.0025082415	0.0006971851	0.0028341026	0.0023895333	0.0040104534
ASV_1360	0.0046979940	0.0011063233	0.0014654952	0.0017978982	0.0023230693	0.0007530338	0.0059559311	0.0041252824	0.0021629183
ASV_1425	0.0003583395	0.0018139902	0.0003474152	0.0003728630	0.0079614328	0.0003542143	0.0010587795	0.0064095240	0.0056435913
ASV_1006	0.0039517622	0.0058334562	0.0055156059	0.0007287286	0.0025078487	0.0027586413	0.0006894772	0.0013359138	0.0011174743
ASV_1030	0.0043921318	0.0047336178	0.0007160109	0.0047054306	0.0048126213	0.0003988195	0.0031053968	0.0013401011	0.0000000000
ASV_1051	0.0025835350	0.0021847410	0.0026500308	0.0017811210	0.0007988018	0.0036035296	0.0049424550	0.0024007226	0.0032966988
ASV_1155	0.0000000000	0.0000000000	0.0000000000	0.0007192061	0.0007100215	0.0010289124	0.0027782506	0.0057214244	0.0129286095
ASV_1388	0.0003723285	0.0003727171	0.0000000000	0.0003513642	0.0003566334	0.0164091854	0.0000000000	0.0036418414	0.0017713277
ASV_1621	0.002900271	0.004652831	0.004070992	0.003265931	0.002191521	0.001495992	0.002105721	0.001025461	0.002565425
ASV_1007	0.0000000000	0.0000000000	0.0067259590	0.0000000000	0.0000000000	0.0003988195	0.0000000000	0.0000000000	0.0173049216
ASV_1150	0.0058665614	0.0000000000	0.0003839509	0.0017823014	0.0003594859	0.0022262727	0.0099151274	0.0024070295	0.0007500771
ASV_1208	0.0046654739	0.0011111196	0.0000000000	0.0007393043	0.0025510090	0.0003657243	0.0059469975	0.0040077415	0.0041089135
ASV_1302	0.001084914	0.003238530	0.003024402	0.005434439	0.002901541	0.003980266	0.002430000	0.001018345	0.000739776
ASV_1311	0.003668756	0.002158802	0.001118080	0.002158265	0.002553860	0.002856034	0.002463088	0.003046355	0.003733671
ASV_1419	0.004320042	0.001765528	0.000719515	0.003334268	0.003844090	0.002967530	0.001734034	0.003107356	0.002278341
ASV_1458	0.0003611282	0.0000000000	0.0007679017	0.0000000000	0.0000000000	0.0226159839	0.0000000000	0.0000000000	0.0000000000
ASV_1468	0.0000000000	0.0000000000	0.0003839509	0.0000000000	0.0000000000	0.0232400657	0.0000000000	0.0000000000	0.0000000000
ASV_1520	0.0007539642	0.0000000000	0.0003839509	0.0003527648	0.0000000000	0.0222582297	0.0000000000	0.0000000000	0.0000000000
ASV_1617	0.0025262735	0.0017883287	0.0007794536	0.0025472586	0.0029040011	0.0018389633	0.0024293798	0.0027069042	0.0061895005
ASV_1177	0.0047236309	0.0025949563	0.0003839509	0.0058167309	0.0015242675	0.0033183756	0.0027647832	0.0017139872	0.0007209728
ASV_1182	0.001844091	0.002893372	0.001861788	0.002839495	0.003221508	0.002546425	0.002807802	0.003066865	0.002241362
ASV_1423	0.0018055008	0.0010912485	0.0018764024	0.0010691696	0.0015609355	0.0014667340	0.0067303786	0.0068991602	0.0007145591
ASV_1049	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0239635494	0.0003464823	0.0003310765	0.0000000000
ASV_1131	0.0000000000	0.0011028074	0.0003474152	0.0035510534	0.0000000000	0.0163623879	0.0014111341	0.0000000000	0.0000000000
ASV_1187	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01193475	0.01008708	0.00000000
ASV_1215	0.0021616396	0.0018412099	0.0007371913	0.0000000000	0.0019970045	0.0019382488	0.0038467262	0.0052064190	0.0053673224
ASV_1009	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.015446424	0.006598644	0.000000000
ASV_1026	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.006248427	0.004786685	0.011396570
ASV_1151	0.0007539642	0.0003692012	0.0064080218	0.0021336656	0.0047327930	0.0003542143	0.0031585312	0.0013536083	0.0036764856
ASV_1192	0.0032621548	0.0018072276	0.0006948305	0.0017947975	0.0018377390	0.0025576685	0.0045071712	0.0041150387	0.0018405356
ASV_1231	0.0007166789	0.0000000000	0.0007494843	0.0000000000	0.0003533881	0.0003657243	0.0073074346	0.0027381901	0.0103823963
ASV_1642	0.0000000000	0.0000000000	0.0007794536	0.0000000000	0.0000000000	0.0218864687	0.0000000000	0.0000000000	0.0000000000
ASV_1068	0.0043739271	0.0036443270	0.0003685957	0.0035784995	0.0011155218	0.0010454276	0.0035506534	0.0041029037	0.0003471620
ASV_1070	0.0003723285	0.0029523294	0.0044960220	0.0032319362	0.0026300486	0.0029960882	0.0028248026	0.0010025496	0.0022079328
ASV_1144	0.0049133664	0.0003515742	0.0000000000	0.0031818561	0.0000000000	0.0000000000	0.0007004592	0.0072866322	0.0061051403
ASV_1260	0.0018481850	0.0036647841	0.0026204099	0.0007086303	0.0011521899	0.0022418860	0.0014095119	0.0040970454	0.0048102785
ASV_1288	0.003629046	0.002168117	0.001444364	0.002507709	0.001078854	0.001074419	0.004590097	0.003435504	0.002194111
ASV_1443	0.002157322	0.001466210	0.001489689	0.001771726	0.001782381	0.002939006	0.004578113	0.002742263	0.003295238
ASV_1478	0.004363398	0.001098011	0.001091124	0.002155164	0.001831643	0.001428634	0.007024399	0.001375178	0.001811798
ASV_1080	0.0003816357	0.0000000000	0.0003839509	0.0000000000	0.0000000000	0.0007084285	0.0010571573	0.0122124344	0.0068548090
ASV_1273	0.002944075	0.001817784	0.002550843	0.003606720	0.001475008	0.001748584	0.002816396	0.001351206	0.003648813
ASV_1308	0.0014693380	0.0043556877	0.0044153450	0.0039739146	0.0029100990	0.0027255461	0.0006894772	0.0013588253	0.0003471620
ASV_1405	0.003974209	0.001801468	0.002202637	0.002161586	0.001435487	0.002130824	0.003183829	0.002754626	0.002236410
ASV_1482	0.006697175	0.004820664	0.000000000	0.009703515	0.000000000	0.000000000	0.001024118	0.000000000	0.000000000
ASV_1537	0.002572335	0.001472009	0.002218091	0.002149262	0.001462810	0.002157947	0.003535328	0.003775816	0.002572466
ASV_1042	0.0007632714	0.0000000000	0.0000000000	0.0014510354	0.0007254657	0.0000000000	0.0049349569	0.0065328090	0.0070004315
ASV_1060	0.0015060352	0.0079137458	0.0019005958	0.0028927208	0.0046847082	0.0007314486	0.0007165472	0.0006914553	0.0007298419
ASV_1096	0.0018783638	0.0017982296	0.0036565806	0.0014359583	0.0018316412	0.0003429708	0.0014111341	0.0030720815	0.0063264013
ASV_1139	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.008084005	0.008483173	0.004449572
ASV_1579	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02148197	0.00000000	0.00000000	0.00000000
ASV_991	0.0018183703	0.0025539422	0.0026385282	0.0032332097	0.0037557022	0.0037275368	0.0010375818	0.0006714731	0.0025199729
ASV_1079	0.0000000000	0.0003644049	0.0003897268	0.0000000000	0.0003627328	0.0007314486	0.0089155342	0.0013575973	0.0091627100
ASV_1081	0.0003542456	0.0000000000	0.0003839509	0.0007117311	0.0000000000	0.0000000000	0.0062361961	0.0094801848	0.0033933185
ASV_1089	0.0095606853	0.0007159791	0.0007283532	0.0035691041	0.0000000000	0.0000000000	0.0003481046	0.0057556859	0.0003738108
ASV_1097	0.0011029965	0.0028929939	0.0061053654	0.0017825216	0.0007161209	0.0000000000	0.0024750197	0.0000000000	0.0062543418
ASV_1136	0.0003723285	0.0003541265	0.0007494843	0.0007242272	0.0003994009	0.0000000000	0.0140133250	0.0031032833	0.0010947836
ASV_1214	0.004117856	0.002530555	0.002580812	0.001101592	0.001428995	0.001061943	0.002795961	0.002000355	0.003658339
ASV_1316	0.0049956047	0.0007384025	0.0003685957	0.0000000000	0.0019970045	0.0011964585	0.0048861732	0.0031291238	0.0039520258
ASV_1323	0.0000000000	0.0007419183	0.0003597575	0.0007041290	0.0007189719	0.0011125197	0.0072893988	0.0073402193	0.0022162160
ASV_1604	0.0011029965	0.0029523294	0.0022960985	0.0014340380	0.0028461854	0.0003988195	0.0050267562	0.0026779143	0.0025313098
ASV_1073	0.0000000000	0.0000000000	0.0088623905	0.0000000000	0.0000000000	0.0007086951	0.0000000000	0.0000000000	0.0117249166
ASV_1085	0.0011029965	0.0000000000	0.0000000000	0.0003558656	0.0007254657	0.0178382650	0.0000000000	0.0003322204	0.0003673972
ASV_1092	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.002531638	0.008523255	0.009046446
ASV_1153	0.0018304662	0.0007207754	0.0003839509	0.0014264358	0.0003533881	0.0000000000	0.0041479877	0.0060841677	0.0056250363
ASV_1186	0.0003723285	0.0000000000	0.0000000000	0.0007287286	0.0000000000	0.0000000000	0.0077680575	0.0064545455	0.0051951470
ASV_1327	0.0039520318	0.0007242913	0.0010969488	0.0014219344	0.0018503322	0.0029452446	0.0028273743	0.0033915501	0.0026137410
ASV_1130	0.0010945849	0.0000000000	0.0000000000	0.0007086303	0.0007222188	0.0000000000	0.0035235461	0.0065035121	0.0079411319
ASV_1148	0.0000000000	0.0000000000	0.0003897268	0.0003527648	0.0000000000	0.0000000000	0.0106679743	0.0030463551	0.0054005624
ASV_1359	0.003919960	0.001085180	0.001465495	0.001435611	0.002615000	0.001483581	0.002469914	0.002417159	0.003626779
ASV_1380	0.001087702	0.001472278	0.001895561	0.002503555	0.002135771	0.002816765	0.002449628	0.002016905	0.004076945
ASV_1410	0.001830466	0.002892030	0.003018626	0.002523227	0.001072753	0.003657711	0.001772699	0.001342389	0.002626527
ASV_1061	0.0040742760	0.0000000000	0.0014020032	0.0024744540	0.0000000000	0.0007137002	0.0049186295	0.0006726170	0.0059466144
ASV_1195	0.0018347840	0.0003515742	0.0011268688	0.0003527648	0.0010699001	0.0000000000	0.0034832028	0.0006797333	0.0113653066
ASV_1258	0.0040096006	0.0010912485	0.0022369011	0.0021721619	0.0007254657	0.0025411534	0.0028281405	0.0023735399	0.0021777634
ASV_1305	0.0010983146	0.0029279398	0.0010845573	0.0014264358	0.0054485196	0.0014897541	0.0021327874	0.0003322204	0.0043906779
ASV_1394	0.0000000000	0.0003692012	0.0007371913	0.0000000000	0.0000000000	0.0000000000	0.0067244166	0.0078484417	0.0040922280
ASV_1654	0.0003816357	0.0000000000	0.0003685957	0.0000000000	0.0007254657	0.0186520620	0.0000000000	0.0000000000	0.0000000000
ASV_1277	0.001814994	0.003613769	0.003720863	0.001458510	0.006219286	0.001140610	0.001058779	0.001037710	0.000000000
ASV_1101	0.0003583395	0.0000000000	0.0003474152	0.0000000000	0.0000000000	0.0000000000	0.0042290552	0.0016858287	0.0126868227
ASV_1274	0.002949652	0.001431581	0.002190295	0.001809875	0.002956508	0.002490043	0.002441984	0.001701007	0.001462181
ASV_1460	0.0039576092	0.0010758655	0.0014689994	0.0046932000	0.0007100215	0.0000000000	0.0028781202	0.0023759419	0.0021862656
ASV_1032	0.0000000000	0.0000000000	0.0007494843	0.0003728630	0.0000000000	0.0000000000	0.0041655592	0.0034032722	0.0100038278
ASV_1072	0.001437630	0.002216162	0.003339135	0.002577100	0.000000000	0.001097173	0.005923314	0.000000000	0.002524150
ASV_1300	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.014588202	0.001716916	0.002223624
ASV_1503	0.0040282716	0.0007159791	0.0007525465	0.0025458580	0.0003994009	0.0003657243	0.0049193921	0.0033714592	0.0018153187
ASV_1644	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01896841	0.00000000	0.00000000	0.00000000
ASV_1020	0.0007153738	0.0003692012	0.0015050437	0.0032508540	0.0021882762	0.0011075146	0.0056648709	0.0017022651	0.0022502312
ASV_1048	0.0000000000	0.0003644049	0.0041773938	0.0000000000	0.0000000000	0.0143662385	0.0000000000	0.0000000000	0.0003471620
ASV_1088	0.0018114878	0.0025360374	0.0030762932	0.0007192061	0.0010820990	0.0039872689	0.0020963613	0.0024206208	0.0011036527
ASV_1108	0.0029166849	0.0007159791	0.0011268688	0.0029156202	0.0025082415	0.0017878530	0.0038514024	0.0013440900	0.0014493535
ASV_1154	0.0003542456	0.0003541265	0.0000000000	0.0003527648	0.0147684621	0.0027917365	0.0000000000	0.0000000000	0.0003659652
ASV_1164	0.0011029965	0.0007268436	0.0003685957	0.0021338858	0.0021390181	0.0000000000	0.0045105652	0.0047322679	0.0025757260
ASV_1342	0.0104251992	0.0003727171	0.0023037051	0.0007027283	0.0007128740	0.0003988195	0.0021851555	0.0013534942	0.0006943239
ASV_1435	0.0010805958	0.0010726578	0.0011057870	0.0036320251	0.0053552058	0.0003542143	0.0049094157	0.0000000000	0.0011125218
ASV_1633	0.001848185	0.002202368	0.001496255	0.001762723	0.002188275	0.001421429	0.003522634	0.003060474	0.001116042
ASV_1056	0.0003816357	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0066550971	0.0016899018	0.0095623652
ASV_1076	0.0014238651	0.0003644049	0.0021937991	0.0021735625	0.0014228955	0.0007086951	0.0028552068	0.0050643202	0.0017915629
ASV_1124	0.001103892	0.002517139	0.000719515	0.001105746	0.001554836	0.001074153	0.002442844	0.004422761	0.003274636
ASV_1140	0.0032945909	0.0017815661	0.0007525465	0.0007041290	0.0000000000	0.0003657243	0.0020761656	0.0030264569	0.0061634375
ASV_1145	0.0007306680	0.0007336062	0.0000000000	0.0007027283	0.0011155218	0.0152432969	0.0000000000	0.0000000000	0.0000000000
ASV_1161	0.0033216169	0.0018212997	0.0014808997	0.0028713969	0.0007161209	0.0021857058	0.0021453915	0.0023830583	0.0014596837
ASV_1184	0.0003542456	0.0017707016	0.0003597575	0.0047397251	0.0010881985	0.0000000000	0.0052117345	0.0040753620	0.0003471620
ASV_1198	0.0045057025	0.0050400675	0.0023325849	0.0003527648	0.0011582877	0.0015559444	0.0000000000	0.0027365135	0.0011238879
ASV_1355	0.0000000000	0.0000000000	0.0000000000	0.0003513642	0.0000000000	0.0000000000	0.0013875516	0.0044474574	0.0123466673
ASV_1115	0.0003816357	0.0000000000	0.0000000000	0.0032058566	0.0018377406	0.0011302681	0.0052955686	0.0016763104	0.0044183503
ASV_1137	0.0000000000	0.0003515742	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0055951172	0.0097536342	0.0015154369
ASV_1247	0.0014389352	0.0010932148	0.0018763532	0.0029095459	0.0018654567	0.0035582243	0.0031163788	0.0016565264	0.0003738108
ASV_1256	0.0021655094	0.0018062640	0.0006948305	0.0018023996	0.0017949731	0.0014283671	0.0038674904	0.0020226794	0.0022399302
ASV_1262	0.0018388779	0.0025254507	0.0007736777	0.0014420327	0.0010849516	0.0007137002	0.0039283062	0.0016979939	0.0040222156
ASV_1281	0.001800287	0.002182506	0.001468557	0.001425035	0.002185031	0.001776343	0.001754989	0.002057313	0.003291350
ASV_1304	0.0010737133	0.0007233277	0.0010845573	0.0025536803	0.0007189719	0.0017650995	0.0034881593	0.0037435847	0.0025501423
ASV_1408	0.0014553489	0.0003692012	0.0030428198	0.0032319362	0.0003533881	0.0010454276	0.0041869926	0.0020331434	0.0022399302
ASV_1639	0.0000000000	0.0000000000	0.0000000000	0.0003558656	0.0007161209	0.0154729552	0.0000000000	0.0003310765	0.0003471620
ASV_1129	0.0003542456	0.0000000000	0.0003685957	0.0007393043	0.0003627328	0.0138874596	0.0010443137	0.0000000000	0.0007500771
ASV_1149	0.0000000000	0.0000000000	0.0003839509	0.0000000000	0.0003566334	0.0000000000	0.0028188369	0.0131585763	0.0000000000
ASV_1172	0.0000000000	0.0000000000	0.0000000000	0.0003558656	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0175282357
ASV_1183	0.004423672	0.001099561	0.000000000	0.002481929	0.002547762	0.001112520	0.001080740	0.001009025	0.003845430
ASV_1222	0.004029941	0.002551390	0.001121142	0.002147562	0.000000000	0.001405880	0.002121805	0.001689818	0.002584228
ASV_1156	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.011625796	0.002673727	0.002599919
ASV_1237	0.0003611282	0.0036177019	0.0007160109	0.0014543564	0.0000000000	0.0003542143	0.0034811880	0.0040987165	0.0029732926
ASV_1416	0.0021915944	0.0032125607	0.0007494843	0.0021643395	0.0017949747	0.0006971851	0.0007004592	0.0020169052	0.0036395357
ASV_1218	0.0000000000	0.0000000000	0.0003474152	0.0003664413	0.0000000000	0.0000000000	0.0043009952	0.0092076609	0.0022384983
ASV_1301	0.0025359447	0.0032342896	0.0000000000	0.0018088213	0.0011155218	0.0029675298	0.0021378036	0.0003322204	0.0029925335
ASV_1037	0.0033654206	0.0007336062	0.0010999617	0.0028850734	0.0055711154	0.0018605484	0.0000000000	0.0010078807	0.0003826799
ASV_1162	0.0029016148	0.0018094716	0.0007525465	0.0025464255	0.0011061771	0.0017828480	0.0006962091	0.0030868469	0.0018093427
ASV_1178	0.0018597495	0.0014591779	0.0014808997	0.0025491789	0.0018776539	0.0032439417	0.0014060244	0.0003310765	0.0025994818
ASV_1285	0.000000000	0.000000000	0.005629059	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.011279632
ASV_1315	0.0014624555	0.0025180328	0.0000000000	0.0021506630	0.0015120686	0.0029016061	0.0028010705	0.0023778112	0.0007653598
ASV_1375	0.0022040999	0.0014639656	0.0011634045	0.0025124306	0.0007161209	0.0029171545	0.0013950425	0.0016876140	0.0025870922
ASV_1441	0.0014445127	0.0014803208	0.0000000000	0.0021905600	0.0003566334	0.0029142845	0.0049812659	0.0003486568	0.0029747246
ASV_1608	0.0010737133	0.0007384025	0.0021691145	0.0010599945	0.0007161193	0.0018717918	0.0048845919	0.0027393340	0.0011174743
ASV_1119	0.0003723285	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0055431344	0.0068146064	0.0029111258
ASV_1122	0.0035986816	0.0014393068	0.0033326175	0.0032659311	0.0025445136	0.0003988195	0.0006962091	0.0003457277	0.0007209728
ASV_1125	0.0014531484	0.0011063233	0.0003897268	0.0032460531	0.0015242675	0.0007024567	0.0028045543	0.0024017825	0.0025053468
ASV_1157	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.009107738	0.006531138	0.000000000
ASV_1170	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003542143	0.0087495107	0.0061625829	0.0003826799
ASV_1212	0.004369245	0.000000000	0.001426197	0.002140087	0.000000000	0.000797639	0.002780878	0.000000000	0.004800782
ASV_1232	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01664247
ASV_1283	0.0007446571	0.0000000000	0.0140373120	0.0003558656	0.0003627328	0.0000000000	0.0003523546	0.0006768042	0.0003673972
ASV_1494	0.0007265742	0.0003515742	0.0006948305	0.0014342582	0.0028393005	0.0020908551	0.0031788692	0.0019876029	0.0025377234
ASV_1109	0.0018410785	0.0010980111	0.0026019433	0.0021563448	0.0061031835	0.0018655535	0.0003523546	0.0000000000	0.0000000000
ASV_1249	0.0018289826	0.0032805167	0.0003685957	0.0014373589	0.0011155218	0.0017756429	0.0017702170	0.0010236757	0.0031954935
ASV_1282	0.0007194676	0.0036179796	0.0011268688	0.0025458580	0.0011615346	0.0014398772	0.0024943521	0.0020655731	0.0007209728
ASV_1307	0.0033339367	0.0025379039	0.0018041216	0.0014314569	0.0017921205	0.0003657243	0.0007047092	0.0016876140	0.0022157784
ASV_1112	0.001116986	0.008459890	0.001423184	0.002123262	0.000000000	0.000000000	0.001080740	0.000672617	0.000739776
ASV_1158	0.0000000000	0.0003515742	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0038078183	0.0101801753	0.0003673972
ASV_1168	0.0000000000	0.0003727171	0.0000000000	0.0000000000	0.0010788521	0.0003542143	0.0066220054	0.0057943924	0.0007333624
ASV_1173	0.002548450	0.001835411	0.000000000	0.001070570	0.000000000	0.000000000	0.009759783	0.000000000	0.000000000
ASV_1200	0.0000000000	0.0007159791	0.0003685957	0.0000000000	0.0007161193	0.0003594859	0.0013764726	0.0105183216	0.0007333624
ASV_1330	0.0025950427	0.0014707282	0.0003897268	0.0021752626	0.0018348864	0.0010741528	0.0035218677	0.0003457277	0.0021777634
ASV_1331	0.000000000	0.003263575	0.009209181	0.000000000	0.002875887	0.000797639	0.000000000	0.000000000	0.000000000
ASV_1382	0.0021598865	0.0010623794	0.0003839509	0.0018643151	0.0000000000	0.0035421426	0.0031494145	0.0010377102	0.0022960794
ASV_1522	0.0000000000	0.0014165058	0.0007071728	0.0007086303	0.0017799216	0.0000000000	0.0061381432	0.0006861242	0.0041050137
ASV_1524	0.0003816357	0.0003541265	0.0000000000	0.0000000000	0.0003994009	0.0000000000	0.0058100671	0.0054008119	0.0025945709
ASV_1563	0.0018388779	0.0018258182	0.0003685957	0.0003558656	0.0011183728	0.0017756429	0.0024454678	0.0030610063	0.0025689455
ASV_1167	0.0000000000	0.0003727171	0.0052040787	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0099269401
ASV_1223	0.0003723285	0.0070630344	0.0003839509	0.0000000000	0.0000000000	0.0007530338	0.0003641926	0.0013722485	0.0051306730
ASV_1236	0.0021461214	0.0014418591	0.0029644639	0.0021702415	0.0018287870	0.0030354217	0.0007004592	0.0003310765	0.0007412080
ASV_1332	0.0014762206	0.0036698581	0.0003474152	0.0035614227	0.0010723600	0.0010971730	0.0017981430	0.0000000000	0.0022250851
ASV_1372	0.000000000	0.000000000	0.003997871	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.011426071
ASV_1378	0.0025769598	0.0010960448	0.0007494843	0.0010750717	0.0007527890	0.0007086951	0.0021006113	0.0017179761	0.0043935710
ASV_1445	0.0003611282	0.0007207754	0.0028251869	0.0021905600	0.0003566334	0.0003657243	0.0017618665	0.0006807931	0.0058702300
ASV_1473	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.007331308	0.004358770	0.003005290
ASV_1050	0.0014758565	0.0003644049	0.0018947705	0.0039358928	0.0040594379	0.0015228492	0.0003464823	0.0013658575	0.0000000000
ASV_1142	0.0033380306	0.0007242913	0.0056679162	0.0024850297	0.0000000000	0.0003657243	0.0006945869	0.0003457277	0.0014952433
ASV_1166	0.0003542456	0.0018414790	0.0007494843	0.0014415130	0.0018381333	0.0025461585	0.0010308499	0.0034154373	0.0014784870
ASV_1207	0.0036486580	0.0025305553	0.0025566681	0.0014370116	0.0000000000	0.0003657243	0.0010520476	0.0000000000	0.0033062246
ASV_1217	0.000000000	0.000000000	0.005302909	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.009517351
ASV_1220	0.0000000000	0.0000000000	0.0003597575	0.0000000000	0.0003566334	0.0000000000	0.0041944944	0.0033856919	0.0061805607
ASV_1340	0.0003542456	0.0010886962	0.0015165956	0.0021702415	0.0011094224	0.0025296434	0.0024293834	0.0013587412	0.0021891295
ASV_1374	0.0022186203	0.0010623794	0.0003897268	0.0017973785	0.0018715561	0.0011187581	0.0020914012	0.0027233406	0.0014863326
ASV_1437	0.0021835923	0.0010829363	0.0000000000	0.0007072297	0.0014289934	0.0006971851	0.0038911664	0.0026954946	0.0018267140
ASV_1447	0.0018276775	0.0014345105	0.0015108197	0.0010814934	0.0014750078	0.0014729723	0.0031821173	0.0020466507	0.0007476216
ASV_1593	0.0039586903	0.0018517575	0.0003897268	0.0007393043	0.0003627328	0.0013943702	0.0027774880	0.0023560437	0.0007333624
