OTUID	All	HDC	MDC	NCC
ASV_1134	0.004843	0.00000000	0.00000000	0.01453011
ASV_1195	0.00473	0.001878115	0.000000000	0.012311053
ASV_1232	0.004677	0.00000000	0.00000000	0.01403105
ASV_1259	0.004796	0.00319959	0.01118891	0.00000000
ASV_1083	0.004637	0.003177204	0.005630654	0.005102399
ASV_973	0.004505	0.006133224	0.003691715	0.003689897
ASV_1146	0.00452	0.00000000	0.00000000	0.01356118
ASV_1260	0.004557	0.003138698	0.003137334	0.007394113
ASV_1096	0.004512	0.003666457	0.000571618	0.009297966
ASV_1354	0.004652	0.00000000	0.00000000	0.01395518
ASV_1334	0.004526	0.003685710	0.000000000	0.009891983
ASV_1224	0.004693	0.000000000	0.012243174	0.001836986
ASV_527	0.004292	0.006885301	0.004741870	0.001250128
ASV_1005	0.004325	0.000000000	0.003746874	0.009228712
ASV_747	0.004342	0.004946293	0.003746874	0.004332470
ASV_870	0.004345	0.004194216	0.005778894	0.003061643
ASV_828	0.004376	0.0000000000	0.0125148618	0.0006123286
ASV_1036	0.004356	0.004936667	0.002417476	0.005714727
ASV_1106	0.004331	0.003746603	0.003027016	0.006218011
ASV_1121	0.004361	0.001218943	0.003175256	0.008688024
ASV_1127	0.004319	0.000000000	0.001143236	0.011812542
ASV_366	0.004146	0.000000000	0.009325820	0.003112586
ASV_500	0.004115	0.003106685	0.001807935	0.007430736
ASV_863	0.004076	0.00000000	0.00000000	0.01222909
ASV_1015	0.004315	0.000000000	0.006591833	0.006352527
ASV_964	0.004154	0.005595838	0.003784797	0.003082341
ASV_1531	0.004158	0.006875674	0.002510557	0.003087114
ASV_980	0.00412	0.0006399181	0.0012742397	0.0104462096
ASV_1006	0.004208	0.006165237	0.004597735	0.001862457
ASV_1070	0.004162	0.005036066	0.004394337	0.003056870
ASV_1101	0.004126	0.0005790254	0.0000000000	0.0117982230
ASV_1545	0.004166	0.006296649	0.006202272	0.000000000
ASV_1629	0.00406	0.001878115	0.007828150	0.002472399
ASV_579	0.00392	0.002578926	0.001845858	0.007336011
ASV_719	0.00394	0.002527659	0.002493321	0.006800096
ASV_704	0.003928	0.0006399181	0.0025484794	0.0085956854
ASV_727	0.003936	0.002457140	0.001274240	0.008075695
ASV_889	0.003922	0.005605464	0.002417476	0.003743226
ASV_1261	0.003895	0.001299089	0.000571618	0.009813183
ASV_829	0.003988	0.00000000	0.00000000	0.01196298
ASV_996	0.003895	0.0006495447	0.0060919550	0.0049424117
ASV_876	0.003929	0.002447514	0.003120097	0.006218011
ASV_859	0.00392	0.000000000	0.001790699	0.009968397
ASV_1107	0.003973	0.002508406	0.006274667	0.003135670
ASV_1039	0.00394	0.006245383	0.000000000	0.005575438
ASV_982	0.003844	0.005474052	0.002362317	0.003697056
ASV_1095	0.003924	0.001228570	0.001219081	0.009325824
ASV_913	0.003963	0.001289463	0.001938939	0.008660166
ASV_1102	0.003893	0.004396148	0.005444492	0.001836986
ASV_1628	0.003925	0.0006495447	0.0000000000	0.0111254057
ASV_1080	0.004022	0.0006399181	0.0000000000	0.0114246816
ASV_1079	0.003963	0.0006495447	0.0012190811	0.0100193393
ASV_1056	0.003933	0.00000000	0.00000000	0.01179822
ASV_563	0.003606	0.002956020	0.004115094	0.003745612
ASV_842	0.00364	0.004316002	0.006604964	0.000000000
ASV_683	0.003663	0.0000000	0.0000000	0.0109885
ASV_701	0.003721	0.000000000	0.003102861	0.008059770
ASV_778	0.003749	0.004457040	0.001236317	0.005554740
ASV_764	0.003682	0.0006495447	0.0000000000	0.0103952672
ASV_803	0.003714	0.0055862113	0.0049452687	0.0006099421
ASV_1065	0.0037	0.001737076	0.000571618	0.008792295
ASV_1143	0.003642	0.0059216658	0.0043943371	0.0006099421
ASV_942	0.003722	0.005096958	0.002989094	0.003079955
ASV_1093	0.003677	0.001218943	0.001143236	0.008669712
ASV_986	0.003737	0.0005790254	0.0006095405	0.0100217258
ASV_1026	0.003676	0.00000000	0.00000000	0.01102829
ASV_1042	0.003696	0.00000000	0.00000000	0.01108878
ASV_1401	0.003658	0.0005790254	0.0000000000	0.0103952672
ASV_622	0.003399	0.001158051	0.001714854	0.007324078
ASV_547	0.003487	0.0006495447	0.0006095405	0.0092008543
ASV_628	0.003489	0.00000000	0.00000000	0.01046691
ASV_817	0.003486	0.00000000	0.00000000	0.01045814
ASV_925	0.003542	0.003138698	0.005630654	0.001857684
ASV_1098	0.003492	0.003535045	0.002603638	0.004337243
ASV_1025	0.003522	0.0005790254	0.0000000000	0.0099867083
ASV_1275	0.003497	0.004386521	0.003027016	0.003077568
ASV_1114	0.003561	0.0005790254	0.0000000000	0.0101029126
ASV_1123	0.003463	0.003615191	0.001143236	0.005631154
ASV_1178	0.00346	0.0006399181	0.0054065695	0.0043324697
ASV_1400	0.00354	0.001158051	0.000000000	0.009462726
ASV_1539	0.003545	0.00000000	0.01063453	0.00000000
ASV_1527	0.003606	0.00000000	0.00000000	0.01081713
ASV_351	0.003349	0.006165237	0.002658797	0.001222271
ASV_709	0.003268	0.000000000	0.000000000	0.009803637
ASV_860	0.003375	0.00000000	0.00000000	0.01012361
ASV_794	0.003264	0.000000000	0.000000000	0.009791704
ASV_820	0.003409	0.0057753827	0.0038399552	0.0006123286
ASV_1082	0.003234	0.001948634	0.004666025	0.003087114
ASV_1052	0.00329	0.003807496	0.004228861	0.001832213
ASV_1160	0.00332	0.003167577	0.000571618	0.006220398
ASV_991	0.003356	0.002569299	0.005613418	0.001885542
ASV_1380	0.003285	0.002559672	0.002324395	0.004970270
ASV_1223	0.003285	0.0006399181	0.0006646992	0.0085511216
ASV_1445	0.003213	0.0028951269	0.0006095405	0.0061344381
ASV_1420	0.003274	0.0006399181	0.0030270163	0.0061551361
ASV_1463	0.003375	0.000000	0.000000	0.010126
ASV_624	0.003073	0.000000000	0.001901016	0.007319305
ASV_633	0.003098	0.001228570	0.000571618	0.007493611
ASV_890	0.003125	0.001868488	0.005059036	0.002446928
ASV_728	0.003191	0.003167577	0.006405671	0.000000000
ASV_875	0.003121	0.001228570	0.001938939	0.006194927
ASV_805	0.003167	0.003228470	0.002603638	0.003669199
ASV_888	0.003107	0.000000000	0.000000000	0.009321051
ASV_1075	0.003104	0.005045692	0.002379553	0.001887928
ASV_1276	0.003223	0.004537186	0.001994097	0.003138057
ASV_1110	0.003113	0.002508406	0.003082175	0.003747999
ASV_1596	0.003127	0.002508406	0.002565715	0.004306998
ASV_1069	0.003122	0.004428161	0.000000000	0.004937639
ASV_1175	0.003112	0.001868488	0.004411573	0.003054483
ASV_1045	0.003107	0.005493306	0.002603638	0.001224657
ASV_1066	0.003074	0.001218943	0.004945269	0.003056870
ASV_1130	0.003181	0.000000000	0.000000000	0.009541526
ASV_1061	0.003067	0.001737076	0.000000000	0.007463367
ASV_1032	0.003074	0.0006495447	0.0000000000	0.0085726007
ASV_1088	0.00315	0.0045275595	0.0042840198	0.0006377998
ASV_324	0.00289	0.003148324	0.003027016	0.002495484
ASV_1090	0.002988	0.003209217	0.003895114	0.001860071
ASV_617	0.002938	0.003209217	0.004356415	0.001247742
ASV_1128	0.003003	0.004527560	0.003230415	0.001250128
ASV_1363	0.00291	0.003868388	0.003636557	0.001224657
ASV_1019	0.002871	0.004936667	0.001790699	0.001885542
ASV_1196	0.002883	0.001858862	0.001236317	0.005552354
ASV_939	0.002865	0.000000000	0.000000000	0.008594904
ASV_1358	0.002869	0.002508406	0.000571618	0.005526883
ASV_1311	0.002888	0.0006495447	0.0017906991	0.0062227846
ASV_1144	0.002976	0.000000000	0.000000000	0.008929198
ASV_1443	0.002905	0.001868488	0.002510557	0.004334856
ASV_1097	0.002837	0.001737076	0.000000000	0.006774624
ASV_1214	0.002866	0.003087432	0.000571618	0.004940025
ASV_1153	0.002923	0.0006399181	0.0000000000	0.0081290244
ASV_1410	0.002982	0.003817122	0.001329398	0.003798941
ASV_1305	0.002869	0.001807595	0.001883780	0.004914554
ASV_1072	0.002872	0.003736976	0.001828622	0.003049710
ASV_1408	0.002903	0.004457040	0.001143236	0.003110199
ASV_1441	0.002867	0.000000000	0.004266784	0.004334856
ASV_1212	0.002894	0.002376994	0.001329398	0.004975043
ASV_1665	0.002846	0.000000000	0.000000000	0.008539189
ASV_373	0.002686	0.001939007	0.000000000	0.006118513
ASV_653	0.002692	0.002598179	0.000571618	0.004907394
ASV_718	0.002477	0.000000000	0.007431034	0.000000000
ASV_698	0.002657	0.000000000	0.000000000	0.007971424
ASV_804	0.002701	0.0012894628	0.0006646992	0.0061487575
ASV_936	0.002634	0.0005790254	0.0000000000	0.0073240778
ASV_941	0.002696	0.003247723	0.003619321	0.001219884
ASV_1004	0.002779	0.001228570	0.007108292	0.000000000
ASV_901	0.00269	0.000000000	0.000571618	0.007498384
ASV_1084	0.00265	0.004245482	0.001845858	0.001860071
ASV_1086	0.002703	0.001299089	0.001845858	0.004963110
ASV_1210	0.002709	0.002518033	0.000000000	0.005608069
ASV_1057	0.002672	0.004335255	0.001236317	0.002444541
ASV_1120	0.002653	0.003148324	0.001752777	0.003056870
ASV_1051	0.002742	0.003817122	0.001274240	0.003135670
ASV_1621	0.002716	0.003157951	0.002493321	0.002495484
ASV_1308	0.002763	0.003746603	0.004542577	0.000000000
ASV_1020	0.002702	0.002508406	0.001845858	0.003750385
ASV_1115	0.002682	0.000000000	0.001883780	0.006162296
ASV_1236	0.002733	0.0025276594	0.0050590362	0.0006123286
ASV_1399	0.002689	0.0005790254	0.0006095405	0.0068788959
ASV_1270	0.002736	0.000000000	0.000000000	0.008207825
ASV_1362	0.00266	0.00000000	0.00000000	0.00798097
ASV_1393	0.002665	0.000000000	0.000571618	0.007421971
ASV_489	0.002508	0.004428161	0.001236317	0.001860071
ASV_903	0.00252	0.002588552	0.000000000	0.004972656
ASV_921	0.002492	0.0037177231	0.0031200974	0.0006377998
ASV_979	0.002439	0.0005790254	0.0012363172	0.0055014113
ASV_879	0.002324	0.000000000	0.006973184	0.000000000
ASV_883	0.002444	0.000000000	0.000000000	0.007331238
ASV_1188	0.002495	0.001289463	0.004339178	0.001857684
ASV_1059	0.002515	0.001939007	0.003746874	0.001860071
ASV_985	0.002429	0.0005790254	0.0000000000	0.0067093626
ASV_987	0.002488	0.0006399181	0.0012742397	0.0055499672
ASV_1159	0.002479	0.001289463	0.001236317	0.004909781
ASV_1336	0.002449	0.002457140	0.001143236	0.003747999
ASV_1012	0.002507	0.0024987797	0.0006095405	0.0044112699
ASV_1425	0.002498	0.0005790254	0.0000000000	0.0069139134
ASV_1302	0.002495	0.0038267487	0.0030477026	0.0006099421
ASV_1273	0.002435	0.002437887	0.001143236	0.003722528
ASV_1608	0.002472	0.003615191	0.001938939	0.001862457
ASV_1142	0.002538	0.0070039528	0.0006095405	0.0000000000
ASV_1376	0.002438	0.002457140	0.003636557	0.001219884
ASV_1219	0.002477	0.0030778050	0.0006646992	0.0036875101
ASV_1299	0.002526	0.000000000	0.000000000	0.007577184
ASV_1580	0.002438	0.0000000000	0.0067049458	0.0006099421
ASV_1543	0.002316	0.006948305	0.000000000	0.000000000
ASV_685	0.002236	0.000000000	0.000000000	0.006709363
ASV_851	0.002284	0.0006495447	0.0019010163	0.0043022253
ASV_1165	0.002264	0.003736976	0.001807935	0.001247742
ASV_940	0.002224	0.000000000	0.001181159	0.005489478
ASV_960	0.002305	0.001279836	0.000000000	0.005635927
ASV_1132	0.002295	0.000000000	0.001329398	0.005554740
ASV_1561	0.002315	0.003157951	0.002565715	0.001222271
ASV_1279	0.002253	0.002508406	0.001143236	0.003107812
ASV_1208	0.002278	0.0000000000	0.0006095405	0.0062251711
ASV_1182	0.002286	0.001289463	0.002455398	0.003112586
ASV_1139	0.002264	0.000000000	0.000000000	0.006792936
ASV_1258	0.002286	0.001929381	0.002455398	0.002472399
ASV_1140	0.002268	0.0006399181	0.0006095405	0.0055547404
ASV_1198	0.002377	0.003887641	0.001994097	0.001250128
ASV_1375	0.002311	0.001939007	0.001883780	0.003110199
ASV_1340	0.002273	0.002527659	0.001845858	0.002446928
ASV_1603	0.002291	0.003736976	0.000000000	0.003135670
ASV_1257	0.002123	0.006369279	0.000000000	0.000000000
ASV_1507	0.002255	0.001868488	0.000000000	0.004896242
ASV_1451	0.002292	0.001929381	0.002472634	0.002474786
ASV_1585	0.002295	0.000000000	0.000000000	0.006886056
ASV_1572	0.001996	0.0019197543	0.0034297081	0.0006377998
ASV_1351	0.00212	0.003887641	0.002472634	0.000000000
ASV_1578	0.002138	0.005177104	0.001236317	0.000000000
ASV_818	0.002091	0.0006399181	0.0018837802	0.0037479988
ASV_946	0.002123	0.001299089	0.003213179	0.001857684
ASV_909	0.002097	0.005148224	0.001143236	0.000000000
ASV_928	0.002054	0.002498780	0.001219081	0.002444541
ASV_1024	0.002061	0.0006495447	0.0000000000	0.0055340423
ASV_1329	0.00206	0.001299089	0.003047703	0.001832213
ASV_963	0.002048	0.001299089	0.000571618	0.004274368
ASV_1576	0.002177	0.004537186	0.001994097	0.000000000
ASV_1017	0.002088	0.003167577	0.001845858	0.001250128
ASV_1176	0.002055	0.001218943	0.001883780	0.003061643
ASV_1379	0.002068	0.002578926	0.000571618	0.003054483
ASV_1174	0.002034	0.003087432	0.000571618	0.002442155
ASV_1617	0.002075	0.001299089	0.003064939	0.001860071
ASV_1405	0.002055	0.002457140	0.001181159	0.002525728
ASV_1537	0.002037	0.0006399181	0.0018079352	0.0036644255
ASV_1604	0.002108	0.0025981787	0.0006646992	0.0030616431
ASV_1327	0.002077	0.000000000	0.003120097	0.003110199
ASV_1359	0.002047	0.001228570	0.002472634	0.002439768
ASV_1262	0.002086	0.001289463	0.000000000	0.004967883
ASV_1494	0.001965	0.001158051	0.002286472	0.002449314
ASV_1522	0.002088	0.0005790254	0.0000000000	0.0056844830
ASV_1207	0.002061	0.0012189435	0.0006095405	0.0043531678
ASV_1248	0.002036	0.001948634	0.001714854	0.002444541
ASV_1343	0.002037	0.001737076	0.001901016	0.002472399
ASV_1221	0.002088	0.0012894628	0.0006646992	0.0043093850
ASV_1558	0.002063	0.001919754	0.000000000	0.004269594
ASV_1502	0.002079	0.001919754	0.001181159	0.003135670
ASV_1555	0.002072	0.0006495447	0.0017906991	0.0037758566
ASV_1371	0.002044	0.001858862	0.003047703	0.001224657
ASV_1623	0.002083	0.002508406	0.001274240	0.002467626
ASV_379	0.001834	0.000000000	0.001219081	0.004283914
ASV_598	0.001892	0.003016912	0.002658797	0.000000000
ASV_1510	0.001924	0.003218844	0.001329398	0.001224657
ASV_688	0.001844	0.000000000	0.000000000	0.005531656
ASV_780	0.00181	0.001158051	0.000571618	0.003699443
ASV_869	0.001834	0.0005790254	0.0011811586	0.0037432257
ASV_990	0.001871	0.0012285701	0.0006646992	0.0037201411
ASV_802	0.001831	0.000000000	0.000571618	0.004921714
ASV_943	0.001875	0.0050168125	0.0006095405	0.0000000000
ASV_1191	0.001853	0.001279836	0.001752777	0.002525728
ASV_1661	0.001837	0.000000000	0.002455398	0.003054483
ASV_983	0.001798	0.0041749631	0.0006095405	0.0006099421
ASV_948	0.001854	0.0000000	0.0000000	0.0055619
ASV_1171	0.001834	0.000000000	0.000000000	0.005501411
ASV_997	0.001888	0.0000000000	0.0006646992	0.0049981273
ASV_1177	0.001857	0.0006399181	0.0049314829	0.0000000000
ASV_1192	0.001829	0.001158051	0.001883780	0.002444541
ASV_1081	0.001906	0.0006399181	0.0000000000	0.0050769275
ASV_1145	0.001884	0.000000000	0.005651341	0.000000000
ASV_1222	0.001833	0.0006399181	0.0017527766	0.0031054259
ASV_1416	0.00185	0.0006495447	0.0005716180	0.0043300831
ASV_1378	0.001849	0.0006495447	0.0011811586	0.0037177545
ASV_1313	0.001887	0.001279836	0.001274240	0.003105426
ASV_1381	0.00191	0.001929381	0.001329398	0.002470013
ASV_1626	0.001886	0.003218844	0.000000000	0.002439768
ASV_345	0.001646	0.002386621	0.001329398	0.001222271
ASV_415	0.001666	0.0019197543	0.0006095405	0.0024700126
ASV_1649	0.001643	0.001939007	0.002989094	0.000000000
ASV_739	0.00164	0.0006399181	0.0000000000	0.0042791407
ASV_816	0.001669	0.001948634	0.000000000	0.003056870
ASV_995	0.001676	0.000000000	0.003802033	0.001224657
ASV_1660	0.001595	0.001279836	0.002286472	0.001219884
ASV_910	0.001649	0.0006399181	0.0012190811	0.0030871143
ASV_1043	0.001648	0.000000000	0.000000000	0.004944798
ASV_956	0.001705	0.003897268	0.001219081	0.000000000
ASV_1213	0.001642	0.0006495447	0.0011432360	0.0031332836
ASV_1150	0.00167	0.0006399181	0.0031200974	0.0012501285
ASV_1478	0.001624	0.001218943	0.001790699	0.001862457
ASV_1148	0.001659	0.0006495447	0.0000000000	0.0043276965
ASV_1394	0.001665	0.000000000	0.000000000	0.004995741
ASV_1154	0.001754	0.0000000000	0.0046528941	0.0006099421
ASV_1076	0.001629	0.002457140	0.001181159	0.001250128
ASV_1256	0.001626	0.0011580508	0.0006095405	0.0031101990
ASV_1304	0.001616	0.001807595	0.000571618	0.002470013
ASV_1237	0.001637	0.0005790254	0.0000000000	0.0043324697
ASV_1109	0.001689	0.003736976	0.001329398	0.000000000
ASV_1050	0.001699	0.003157951	0.001938939	0.000000000
ASV_1190	0.001674	0.000000000	0.001938939	0.003082341
ASV_1532	0.001681	0.0031579509	0.0012742397	0.0006099421
ASV_1536	0.001658	0.0018684881	0.0006095405	0.0024954838
ASV_369	0.00146	0.0006399181	0.0031028613	0.0006377998
ASV_1518	0.001433	0.0005790254	0.0024726344	0.0012477419
ASV_589	0.001431	0.000000000	0.000571618	0.003722528
ASV_668	0.001451	0.0005790254	0.0006646992	0.0031101990
ASV_1432	0.001474	0.001939007	0.001236317	0.001247742
ASV_1392	0.001442	0.0005790254	0.0006646992	0.0030823412
ASV_1028	0.001452	0.001289463	0.001181159	0.001885542
ASV_976	0.001466	0.0006495447	0.0000000000	0.0037479988
ASV_857	0.001351	0.004053178	0.000000000	0.000000000
ASV_891	0.00146	0.000000000	0.000000000	0.004381026
ASV_1577	0.001334	0.000000000	0.004001326	0.000000000
ASV_1268	0.001413	0.0005790254	0.0000000000	0.0036596523
ASV_1356	0.001459	0.001228570	0.001236317	0.001913400
ASV_1419	0.001515	0.000000000	0.001994097	0.002551199
ASV_1288	0.001401	0.0005790254	0.0017906991	0.0018322127
ASV_1186	0.001432	0.000000000	0.000000000	0.004297452
ASV_1277	0.001487	0.002559672	0.001901016	0.000000000
ASV_1108	0.001442	0.0018781147	0.0006095405	0.0018369859
ASV_1342	0.001501	0.0038395085	0.0006646992	0.0000000000
ASV_1281	0.001434	0.001218943	0.000000000	0.003082341
ASV_1301	0.001497	0.000000000	0.001994097	0.002495484
ASV_1037	0.001456	0.0012189435	0.0025105569	0.0006377998
ASV_1315	0.001447	0.000000000	0.003064939	0.001275600
ASV_1382	0.001489	0.0006399181	0.0000000000	0.0038267991
ASV_1473	0.001462	0.000000000	0.000000000	0.004385799
ASV_1220	0.001446	0.000000000	0.000000000	0.004337243
ASV_1194	0.001402	0.0005790254	0.0011811586	0.0024445414
ASV_1309	0.001385	0.0035446716	0.0000000000	0.0006099421
ASV_1530	0.001465	0.0006495447	0.0012742397	0.0024700126
ASV_1556	0.001462	0.0006399181	0.0006646992	0.0030823412
ASV_1622	0.001459	0.0019197543	0.0018458577	0.0006099421
ASV_1324	0.001461	0.000000000	0.000000000	0.004383412
ASV_1565	0.001418	0.000000000	0.001807935	0.002446928
ASV_1452	0.001451	0.001299089	0.001828622	0.001224657
ASV_1606	0.001436	0.000000000	0.000000000	0.004306998
ASV_1467	0.001231	0.0006495447	0.0030442524	0.0000000000
ASV_807	0.001267	0.000000000	0.001938939	0.001862457
ASV_772	0.001271	0.0006495447	0.0006646992	0.0024978704
ASV_779	0.001227	0.000000000	0.001236317	0.002444541
ASV_1645	0.001277	0.0031675775	0.0006646992	0.0000000000
ASV_907	0.001254	0.000000000	0.001901016	0.001862457
ASV_993	0.001275	0.000000000	0.002603638	0.001219884
ASV_1060	0.001265	0.0019390074	0.0012190811	0.0006377998
ASV_1274	0.001216	0.0030361655	0.0000000000	0.0006123286
ASV_1503	0.001232	0.0006399181	0.0006095405	0.0024469279
ASV_1633	0.001237	0.001279836	0.000571618	0.001860071
ASV_1124	0.001221	0.0000000000	0.0006095405	0.0030544834
ASV_1247	0.001236	0.002527659	0.001181159	0.000000000
ASV_1218	0.001229	0.0005790254	0.0000000000	0.0031078124
ASV_1119	0.001232	0.00000000	0.00000000	0.00369467
ASV_1122	0.001254	0.0030970582	0.0006646992	0.0000000000
ASV_1125	0.00122	0.0006495447	0.0005716180	0.0024397682
ASV_1307	0.001212	0.0005790254	0.0006095405	0.0024469279
ASV_1330	0.001244	0.0006495447	0.0006095405	0.0024723992
ASV_1563	0.001217	0.000000000	0.000571618	0.003079955
ASV_1166	0.00127	0.0006495447	0.0012742397	0.0018855417
ASV_1447	0.001264	0.002518033	0.001274240	0.000000000
ASV_1568	0.001243	0.001299089	0.001181159	0.001247742
ASV_1310	0.001214	0.001807595	0.000000000	0.001834599
ASV_1588	0.001238	0.0018684881	0.0012363172	0.0006099421
ASV_1657	0.001247	0.001218943	0.001274240	0.001247742
ASV_1251	0.001224	0.0005790254	0.0018458577	0.0012477419
ASV_1508	0.001253	0.0006495447	0.0012742397	0.0018345993
ASV_1369	0.001194	0.001218943	0.001143236	0.001219884
ASV_1459	0.001227	0.0006399181	0.0011811586	0.0018600705
ASV_1534	0.001247	0.0000000000	0.0031028613	0.0006377998
ASV_1373	0.001223	0.001228570	0.000000000	0.002439768
ASV_1547	0.001233	0.002447514	0.000000000	0.001250128
ASV_1631	0.00124	0.0006495447	0.0012363172	0.0018345993
ASV_1411	0.001231	0.001218943	0.000000000	0.002474786
ASV_1544	0.001223	0.001228570	0.001219081	0.001222271
ASV_1619	0.001264	0.0012990893	0.0018837802	0.0006099421
ASV_515	0.001037	0.000000000	0.000000000	0.003110199
ASV_1293	0.000975	0.0006399181	0.0022864721	0.0000000000
ASV_694	0.001021	0.0005790254	0.0005716180	0.0019133995
ASV_708	0.001018	0.000000000	0.000000000	0.003054483
ASV_1346	0.001053	0.00000000	0.00315802	0.00000000
ASV_905	0.001108	0.000000000	0.003323496	0.000000000
ASV_1235	0.00103	0.001868488	0.000000000	0.001222271
ASV_1216	0.001108	0.000000000	0.003323496	0.000000000
ASV_934	0.001054	0.0018588616	0.0006646992	0.0006377998
ASV_1306	0.001036	0.0012894628	0.0011811586	0.0006377998
ASV_1215	0.001077	0.000000000	0.003230415	0.000000000
ASV_1460	0.001031	0.0006495447	0.0000000000	0.0024421548
ASV_1164	0.001045	0.00000000	0.00000000	0.00313567
ASV_1162	0.001014	0.0006399181	0.0017906991	0.0006123286
ASV_1282	0.001032	0.001878115	0.001219081	0.000000000
ASV_1332	0.001015	0.0005790254	0.0018286216	0.0006377998
ASV_1374	0.001066	0.0006495447	0.0012742397	0.0012755997
ASV_1593	0.001005	0.0006495447	0.0011432360	0.0012222707
ASV_1496	0.001038	0.0012285701	0.0006095405	0.0012755997
ASV_1289	0.001017	0.001218943	0.000000000	0.001832213
ASV_1485	0.001004	0.001218943	0.000571618	0.001222271
ASV_1338	0.001025	0.001228570	0.000571618	0.001275600
ASV_1509	0.001026	0.0012189435	0.0006095405	0.0012501285
ASV_1475	0.001015	0.000000000	0.000571618	0.002474786
ASV_1560	0.001031	0.000000000	0.001845858	0.001247742
ASV_1600	0.001005	0.000000000	0.001181159	0.001834599
ASV_1620	0.001036	0.0006399181	0.0006095405	0.0018576840
ASV_1415	0.001041	0.001289463	0.000000000	0.001832213
ASV_1280	0.001054	0.0000000000	0.0006095405	0.0025511994
ASV_1339	0.001025	0.001228570	0.001845858	0.000000000
ASV_1483	0.001068	0.0019293809	0.0006646992	0.0006099421
ASV_1245	0.001006	0.002447514	0.000571618	0.000000000
ASV_1551	0.001017	0.0006495447	0.0017906991	0.0006099421
ASV_1462	0.001082	0.0006399181	0.0019940975	0.0006123286
ASV_1453	0.001033	0.001878115	0.000000000	0.001219884
ASV_1490	0.001038	0.000000000	0.000000000	0.003112586
ASV_1630	0.001046	0.0000000000	0.0006646992	0.0024747857
ASV_1535	0.001052	0.0005790254	0.0013293983	0.0012477419
ASV_1586	0.001021	0.000000000	0.000000000	0.003061643
ASV_1480	0.001025	0.0005790254	0.0006646992	0.0018298262
ASV_432	0.000832	0.0006399181	0.0006095405	0.0012477419
ASV_1267	0.000841	0.0006495447	0.0012363172	0.0006377998
ASV_510	0.000813	0.000000000	0.000000000	0.002439768
ASV_671	0.000815	0.000000000	0.000000000	0.002444541
ASV_750	0.000804	0.0012285701	0.0005716180	0.0006123286
ASV_1202	0.000865	0.0019293809	0.0006646992	0.0000000000
ASV_871	0.000784	0.0000000000	0.0017148541	0.0006377998
ASV_966	0.000843	0.0006399181	0.0000000000	0.0018879283
ASV_902	0.000816	0.000000000	0.000000000	0.002446928
ASV_1094	0.000841	0.000000000	0.000000000	0.002523342
ASV_1513	0.000775	0.000000000	0.002324395	0.000000000
ASV_945	0.000813	0.0005790254	0.0000000000	0.0018600705
ASV_971	0.000825	0.000000000	0.000000000	0.002474786
ASV_981	0.000869	0.0000000000	0.0019940975	0.0006123286
ASV_1100	0.000858	0.0005790254	0.0019940975	0.0000000000
ASV_1423	0.000859	0.0012990893	0.0006646992	0.0006123286
ASV_1085	0.000807	0.0000000000	0.0018079352	0.0006123286
ASV_1161	0.00086	0.0006399181	0.0006646992	0.0012755997
ASV_1137	0.000842	0.000000000	0.000000000	0.002525728
ASV_1291	0.000806	0.000000000	0.002417476	0.000000000
ASV_1438	0.000846	0.0006495447	0.0000000000	0.0018879283
ASV_1557	0.000859	0.0019390074	0.0000000000	0.0006377998
ASV_1287	0.000836	0.0006495447	0.0006095405	0.0012501285
ASV_1197	0.000842	0.0012798362	0.0006095405	0.0006377998
ASV_1181	0.000849	0.001299089	0.000000000	0.001247742
ASV_1434	0.000839	0.002518033	0.000000000	0.000000000
ASV_1328	0.000839	0.002518033	0.000000000	0.000000000
ASV_1402	0.00086	0.0006399181	0.0013293983	0.0006099421
ASV_1477	0.000824	0.0012894628	0.0005716180	0.0006099421
ASV_1587	0.000878	0.0006399181	0.0019940975	0.0000000000
ASV_1436	0.000823	0.000000000	0.000000000	0.002467626
ASV_1592	0.000854	0.0006495447	0.0006646992	0.0012477419
ASV_1559	0.000868	0.000000000	0.002603638	0.000000000
ASV_396	0.000619	0.0000000000	0.0012190811	0.0006377998
ASV_459	0.00061	0.0000000000	0.0012190811	0.0006099421
ASV_1204	0.000615	0.000000000	0.001845858	0.000000000
ASV_1205	0.000594	0.0006399181	0.0011432360	0.0000000000
ASV_1347	0.000605	0.0005790254	0.0012363172	0.0000000000
ASV_1055	0.000589	0.0011580508	0.0006095405	0.0000000000
ASV_1469	0.000572	0.000000000	0.001714854	0.000000000
ASV_1241	6e-04	0.0005790254	0.0006095405	0.0006123286
ASV_858	0.000629	0.000000000	0.000000000	0.001887928
ASV_1226	0.000613	0.0012285701	0.0006095405	0.0000000000
ASV_1514	0.000629	0.0006495447	0.0012363172	0.0000000000
ASV_749	0.000612	0.000000000	0.000000000	0.001834599
ASV_1126	0.000638	0.0000000	0.0000000	0.0019134
ASV_927	0.000594	0.0000000000	0.0011432360	0.0006377998
ASV_998	0.000638	0.0000000	0.0000000	0.0019134
ASV_1360	0.000631	0.0012285701	0.0006646992	0.0000000000
ASV_1520	0.000625	0.0006399181	0.0012363172	0.0000000000
ASV_1316	0.000665	0.000000000	0.001994097	0.000000000
ASV_1300	0.000612	0.000000000	0.000000000	0.001836986
ASV_1129	0.000607	0.000000000	0.000571618	0.001250128
ASV_1156	0.000629	0.000000000	0.000000000	0.001885542
