OTUID	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_573	11	19	5	12	21	19	12	22	13	21	22	18	16	12	14	4	11	6	4	18	19	11	14	7	5	1	8	3	8	12	12	5	10	7	9	40	10	18	23	29	51	10	12	25	11	22	57
ASV_103	1	0	0	0	48	39	10	39	1	1	153	40	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	3	3	7	0	19	0	1	33	157	17	3	70	137	1	2	0	1
ASV_111	35	4	3	46	54	24	29	37	21	13	27	2	12	8	17	4	35	5	15	12	23	45	16	31	3	16	11	3	15	16	20	16	25	20	5	1	1	0	2	2	9	0	0	0	5	3	0
ASV_102	19	3	16	79	9	3	23	5	4	11	11	1	7	0	4	1	8	6	13	8	8	9	8	3	1	47	9	6	8	7	2	14	3	11	7	47	35	34	30	45	4	9	54	31	3	16	29
ASV_132	14	24	13	9	24	21	18	12	6	14	28	11	25	15	15	6	12	35	15	26	9	26	32	29	5	19	19	7	41	10	7	4	8	31	18	11	8	4	2	17	11	5	10	2	0	4	7
ASV_106	0	0	0	0	0	1	0	2	3	0	1	1	18	512	2	1	121	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_219	7	3	4	6	10	344	5	2	11	5	2	10	1	36	13	4	29	1	10	8	10	1	6	0	1	3	0	7	0	0	1	2	4	1	3	28	11	1	1	2	0	3	0	2	17	36	9
ASV_121	21	22	20	22	17	9	23	23	18	18	0	0	29	21	18	5	19	6	11	12	2	8	16	42	27	36	10	2	13	12	30	37	2	32	1	7	5	0	1	15	21	14	1	6	21	4	11
ASV_139	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	4	7	9	24	24	131	12	14	159	111	28	109
ASV_152	0	0	2	1	0	0	0	0	0	0	1	3	2	1	1	0	0	0	3	0	1	0	0	1	0	0	2	1	2	0	0	0	0	1	1	31	4	2	1	3	2	2	8	96	284	93	62
ASV_147	30	1	3	6	15	7	6	3	10	3	11	19	7	13	8	4	10	5	8	12	4	19	22	9	5	5	7	5	5	14	5	4	10	10	5	6	8	32	13	15	32	44	46	27	39	38	28
ASV_154	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	3	1	0	0	0	30	32	15	75	12	70	6	41	122	71	59	102
ASV_167	14	2	9	15	19	1	12	9	0	2	15	6	2	23	18	3	17	43	10	36	5	59	26	30	1	43	11	19	4	36	10	4	8	28	0	1	3	1	1	14	9	21	0	7	2	8	21
ASV_570	18	36	1	19	40	3	17	2	17	18	5	5	18	7	12	10	14	7	10	12	2	7	8	21	63	58	11	16	5	15	28	24	20	19	19	3	4	2	0	0	6	6	0	1	4	2	2
ASV_130	8	11	11	14	8	19	28	9	2	9	35	22	11	9	12	26	3	15	18	50	6	31	37	31	8	28	13	21	33	8	7	6	1	14	6	1	1	7	6	11	3	10	11	1	5	4	3
ASV_123	3	0	28	25	65	1	8	0	16	61	0	12	8	27	19	0	20	15	26	6	10	12	7	6	0	0	2	21	2	54	61	33	70	21	0	0	1	1	0	0	2	1	0	0	0	0	0
ASV_1343	8	25	0	10	0	22	19	23	27	37	19	33	10	4	5	8	1	10	5	20	0	24	19	1	39	0	6	1	3	27	39	14	53	26	46	1	1	0	0	0	0	1	0	0	4	0	1
ASV_170	17	30	25	27	19	36	2	34	5	7	10	13	17	10	2	45	7	10	11	22	19	7	3	31	5	3	9	7	8	5	3	26	6	12	12	3	12	5	3	34	4	12	13	1	4	11	0
ASV_125	10	0	1	21	4	8	40	5	13	5	15	2	61	6	4	5	10	54	9	3	15	44	17	10	13	7	22	13	35	4	1	2	2	4	5	42	18	3	9	26	11	11	10	14	7	8	19
ASV_126	13	33	0	22	5	10	13	39	27	1	1	1	1	0	2	1	1	47	22	64	1	49	59	0	0	2	0	5	18	55	55	1	25	34	0	2	0	2	0	0	0	0	0	0	0	0	1
ASV_1357	113	4	0	84	4	22	1	11	2	1	0	2	1	1	2	20	1	4	15	24	0	2	4	0	0	1	0	1	6	0	0	0	0	0	0	0	0	1	3	27	59	3	5	4	2	141	0
ASV_128	14	5	1	8	4	17	12	10	4	7	0	34	1	0	5	26	7	19	37	13	1	30	51	12	2	1	1	1	39	7	7	7	7	10	0	3	4	27	27	10	14	10	83	4	15	4	1
ASV_136	4	12	11	3	37	16	24	27	37	4	21	12	24	11	10	3	25	13	7	3	5	2	6	24	27	17	15	7	3	11	16	40	20	13	7	1	2	2	1	15	13	3	1	0	3	5	0
ASV_160	21	38	29	21	28	52	12	6	10	8	7	8	8	15	5	6	5	9	1	6	4	13	32	15	9	17	17	12	11	30	2	2	2	4	3	0	4	16	19	7	5	3	3	2	2	10	10
ASV_202	13	15	7	26	16	1	13	16	13	9	5	0	5	19	4	1	12	2	3	13	15	12	5	12	27	14	3	3	14	25	22	11	24	15	29	9	8	3	10	12	26	22	1	11	28	4	11
ASV_150	7	24	12	14	21	25	8	9	8	8	27	10	24	10	21	8	8	30	6	19	8	15	29	25	4	16	22	6	22	14	7	6	3	23	12	0	5	3	2	8	6	2	4	1	2	2	8
ASV_145	23	10	31	3	13	1	25	4	3	12	23	29	0	1	2	11	24	20	16	17	0	19	17	0	0	1	0	7	0	22	22	43	49	0	35	6	0	5	4	7	5	5	4	2	26	9	4
ASV_453	47	9	2	10	15	11	31	36	20	21	10	13	3	15	5	1	11	9	10	2	13	17	11	7	19	9	8	4	23	19	19	31	23	20	12	1	0	1	2	4	16	4	2	0	9	3	2
ASV_1445	31	30	19	13	24	2	10	13	2	63	3	5	7	20	11	6	6	4	35	1	34	16	13	8	12	4	8	7	4	18	13	2	11	17	12	3	0	0	0	3	1	4	0	1	5	11	4
ASV_174	65	5	6	16	9	9	22	28	4	7	23	13	2	28	3	3	11	4	6	3	11	19	8	8	20	6	6	15	14	27	30	20	23	18	12	1	1	0	2	1	10	1	4	0	4	9	0
ASV_156	0	0	1	1	0	5	0	0	0	1	0	0	0	3	0	0	1	1	5	3	0	454	3	0	0	1	1	0	0	10	0	2	0	0	0	2	1	0	1	0	2	1	0	0	0	6	2
ASV_195	0	0	0	0	0	1	0	0	1	0	0	1	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4	0	1	0	0	83	16	37	26	36	26	58	12	25	97	79	22
ASV_173	8	15	42	9	18	12	15	5	11	13	6	16	10	38	15	7	9	14	2	14	25	13	14	8	6	17	10	13	14	2	5	3	5	7	17	14	17	8	0	3	1	2	3	6	0	2	14
ASV_141	8	7	11	19	8	7	9	7	8	10	11	10	4	18	7	10	7	2	8	11	1	9	9	10	11	2	4	5	8	7	11	4	7	2	5	7	2	25	15	43	41	59	18	6	22	23	10
ASV_166	2	2	34	2	41	3	3	2	1	0	1	4	22	85	5	2	16	4	8	4	35	6	0	8	1	4	0	1	2	2	0	0	1	5	1	2	4	17	20	7	27	32	24	17	21	6	10
ASV_159	1	1	2	1	0	0	0	1	0	0	1	3	27	2	0	0	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	13	48	168	1	16	1	6	83	125	0	8	41
ASV_192	2	29	15	14	1	69	21	3	63	13	6	2	1	0	11	4	0	7	0	3	0	2	3	6	10	38	4	16	7	45	13	19	32	1	0	0	1	2	0	3	1	5	2	1	2	5	2
ASV_162	0	0	21	3	44	1	23	4	0	1	1	1	2	63	6	1	35	7	23	8	88	27	4	0	1	0	1	0	21	23	1	25	1	22	0	1	2	5	10	2	11	5	0	1	8	0	2
ASV_1200	27	7	0	30	0	6	13	14	1	28	0	19	4	1	9	32	2	7	14	4	0	14	10	33	0	0	29	4	1	29	38	8	23	33	1	6	1	2	0	2	4	1	0	5	9	4	5
ASV_146	13	14	6	11	5	10	58	23	31	23	52	5	29	0	12	0	3	8	5	27	6	5	2	17	2	2	29	6	4	5	12	11	24	13	36	0	1	0	1	4	0	0	3	0	6	2	1
ASV_182	5	14	17	8	5	18	6	7	2	6	16	5	8	14	9	3	8	15	8	11	12	14	14	11	5	11	6	15	11	8	9	8	7	11	11	20	19	9	1	5	2	2	6	21	7	28	27
ASV_153	3	6	10	6	5	25	5	11	4	10	24	9	23	9	9	15	15	18	11	21	3	26	11	11	1	9	8	5	16	5	2	3	9	18	8	5	7	12	4	7	5	8	10	6	8	3	10
ASV_193	5	14	8	12	37	10	31	40	15	14	21	8	17	8	7	3	12	8	8	5	19	13	5	29	12	14	6	6	9	9	8	17	12	9	3	2	0	0	1	10	16	0	0	0	7	3	1
ASV_201	1	0	1	3	0	38	7	66	0	1	0	0	1	0	1	0	0	0	0	6	0	7	0	1	0	0	0	1	56	0	0	0	0	1	0	15	10	1	4	1	7	4	1	84	70	37	6
ASV_175	4	0	0	20	54	27	1	56	0	2	0	0	51	18	10	3	21	16	9	10	9	14	7	2	0	3	2	0	23	41	33	8	1	0	0	3	1	1	1	12	16	3	1	3	8	1	0
ASV_264	2	2	5	3	2	0	4	5	1	2	0	3	4	9	8	0	7	0	6	2	6	3	4	5	1	7	2	1	2	3	6	3	4	1	0	4	1	3	5	4	5	5	2	292	2	2	50
ASV_266	2	1	1	0	0	17	3	15	3	1	2	1	0	1	1	1	1	36	113	3	0	10	2	1	0	1	0	2	0	2	31	1	1	3	1	54	6	1	5	4	4	1	38	23	14	63	4
ASV_165	12	16	20	3	4	1	12	8	8	6	10	12	2	21	2	34	4	14	12	4	6	6	8	16	13	3	5	10	12	3	1	10	8	5	3	0	1	13	3	18	18	56	39	4	24	1	7
ASV_196	7	0	1	2	32	10	15	20	10	0	8	2	4	22	15	9	18	0	2	7	4	6	22	7	0	0	2	8	5	34	15	16	27	10	22	2	4	3	4	12	19	1	4	1	12	10	11
ASV_197	17	68	1	8	0	0	1	3	22	54	6	17	0	0	0	1	0	2	2	2	0	0	1	0	71	5	7	7	1	13	1	5	4	2	125	0	0	1	1	0	0	0	0	1	0	0	0
ASV_208	1	0	0	0	1	0	1	1	5	15	0	0	0	0	0	0	1	0	1	0	2	3	2	1	0	0	1	0	2	0	2	2	2	0	0	5	1	66	6	21	264	3	7	4	6	6	2
ASV_158	0	0	15	2	0	1	9	20	10	0	3	32	10	54	15	8	2	1	29	0	11	20	31	10	0	0	16	25	42	8	10	3	0	17	0	1	0	1	0	0	3	1	0	0	0	11	0
ASV_171	3	8	31	6	8	22	9	6	10	14	10	14	34	1	10	1	21	14	11	15	6	17	12	9	7	23	15	10	4	2	0	2	9	13	22	7	9	6	4	1	0	1	5	4	0	3	5
ASV_235	1	5	6	1	1	6	2	4	5	2	1	1	3	0	8	6	5	14	11	9	9	9	22	19	12	19	16	11	16	14	14	15	9	18	21	13	24	19	22	18	10	9	12	13	2	15	4
ASV_1368	8	10	9	5	13	13	13	15	24	14	24	15	26	7	0	2	0	3	3	2	2	5	13	8	16	9	20	15	14	9	13	5	6	7	5	15	12	12	13	6	7	5	10	6	5	6	5
ASV_979	9	1	6	6	10	1	7	6	24	12	4	19	0	48	26	11	51	1	15	10	16	0	10	0	2	13	1	8	0	0	5	3	6	1	4	11	14	0	0	1	5	9	0	5	8	5	8
ASV_180	1	32	14	7	5	8	19	4	3	5	9	8	18	8	2	0	11	17	3	3	8	5	12	2	6	24	7	4	5	1	10	4	6	10	18	26	33	14	5	7	4	9	16	11	3	10	19
ASV_1427	1	0	2	1	0	0	20	2	2	2	40	18	1	0	1	0	2	9	2	1	0	1	10	13	1	23	12	1	21	10	18	62	60	31	2	2	3	7	1	17	44	5	3	1	0	0	1
ASV_191	3	3	2	5	8	1	16	11	2	2	4	8	12	3	3	4	8	2	4	5	6	4	4	5	4	5	7	11	41	0	3	6	5	3	4	8	10	65	35	9	18	9	66	11	9	9	10
ASV_194	13	3	4	16	5	7	18	38	5	10	15	12	4	18	5	2	15	6	17	1	7	1	1	8	11	10	4	7	9	11	38	31	18	26	9	3	2	2	1	7	11	0	0	0	1	1	1
ASV_161	0	4	1	4	0	0	1	0	0	4	2	5	0	0	0	1	0	1	1	5	0	1	1	7	1	2	0	2	0	0	0	0	3	1	2	38	49	7	199	2	2	22	26	5	4	35	12
ASV_190	1	4	0	7	2	0	18	2	4	13	3	3	1	2	0	2	1	2	5	2	1	0	0	3	12	18	4	4	15	22	16	7	3	9	16	3	1	7	5	17	47	144	15	3	6	9	2
ASV_184	6	7	3	14	9	0	9	16	3	4	4	1	0	18	1	2	18	1	4	14	13	5	4	6	22	15	2	1	13	19	18	9	8	10	23	2	3	0	6	6	23	22	1	4	15	6	6
ASV_144	4	2	20	2	0	13	0	1	4	2	0	45	26	5	8	1	50	9	2	6	8	10	0	51	1	42	22	9	8	0	0	3	3	2	0	0	4	32	4	2	0	6	7	0	1	0	1
ASV_231	0	12	0	3	1	1	2	1	0	0	1	0	0	0	5	2	0	78	101	55	2	44	45	0	1	3	0	1	18	3	7	25	0	15	0	0	2	1	3	2	3	1	1	0	12	1	4
ASV_209	7	4	3	5	2	3	9	6	2	2	3	7	5	14	1	0	12	2	6	8	5	3	10	9	16	50	3	11	9	13	21	4	9	3	6	7	7	13	6	7	9	14	4	14	28	9	14
ASV_181	2	1	371	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_176	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	14	34	102	111	5	23	22	7	7	2	22	52
ASV_178	3	5	13	24	9	15	2	5	4	7	2	3	7	28	17	6	22	3	3	11	9	4	1	12	1	33	9	5	9	20	12	14	11	15	1	3	1	3	1	3	11	1	0	10	14	4	7
ASV_185	12	19	5	49	22	11	18	3	12	5	10	5	24	7	2	4	6	4	1	3	6	3	5	5	8	9	4	2	6	32	19	18	13	27	20	3	0	1	1	1	0	0	0	2	1	0	0
ASV_203	20	3	4	19	4	16	24	10	2	4	9	1	6	17	14	15	7	10	15	10	8	3	10	2	9	2	3	3	13	36	28	11	12	4	6	3	1	1	0	5	8	5	6	4	1	4	6
ASV_1405	16	7	4	11	9	3	15	6	0	15	1	12	3	4	9	10	6	8	7	0	16	9	3	21	13	7	16	7	2	33	35	12	30	30	5	1	0	1	1	1	1	0	0	0	1	1	2
ASV_169	0	0	1	0	7	17	1	12	1	1	0	0	6	29	23	1	20	12	2	29	44	25	2	32	0	1	18	7	15	3	36	52	4	5	2	0	1	1	0	3	2	1	0	0	4	0	0
ASV_222	6	1	0	7	0	17	44	2	4	6	20	9	2	7	5	14	4	10	13	20	0	3	24	56	1	1	2	2	2	25	13	10	16	35	1	1	1	3	2	0	7	3	0	0	0	0	2
ASV_187	19	8	9	13	31	7	11	17	8	0	33	5	23	3	6	0	23	4	2	4	13	16	2	4	7	6	4	2	4	8	10	6	9	8	28	1	0	5	1	2	2	1	1	1	9	3	6
ASV_213	1	1	13	1	118	35	4	4	27	2	11	7	71	21	29	0	17	0	1	0	35	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_216	0	0	0	0	1	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	2	3	0	1	19	30	17	4	21	16	38	9	48	87	28	70
ASV_883	40	2	1	62	1	3	0	7	4	0	2	0	3	1	4	49	1	3	18	4	1	2	2	2	1	0	29	14	43	26	3	21	3	8	3	1	2	8	0	1	0	1	1	5	2	1	6
ASV_163	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	17	0	1	0	0	0	0	6	10	160	2	0	0	0	0	43	4	0	135
ASV_205	38	1	4	40	0	31	0	0	1	2	0	0	0	0	1	1	1	35	71	67	0	20	3	1	1	0	0	0	76	0	0	0	0	0	0	1	0	0	1	12	0	1	1	8	2	2	1
ASV_225	9	12	3	23	9	3	7	5	4	6	10	2	7	5	5	3	7	6	3	6	4	9	15	14	12	21	2	3	9	38	21	11	18	8	6	2	1	3	8	3	7	8	2	4	4	2	4
ASV_172	12	47	10	5	0	1	1	0	8	12	0	2	10	12	4	12	0	34	10	31	2	25	47	17	0	2	5	8	9	6	5	3	1	11	6	1	0	0	0	0	0	0	0	3	6	9	8
ASV_206	12	7	3	30	4	16	13	6	6	8	8	4	8	3	3	0	4	8	2	5	2	9	19	15	7	17	0	5	14	41	19	13	22	6	8	2	1	2	3	3	6	11	1	1	3	3	1
ASV_237	21	3	0	8	4	4	18	10	8	5	5	10	4	9	9	5	7	3	16	16	8	6	7	7	7	1	6	3	6	41	32	7	12	8	0	1	0	1	6	9	9	3	7	0	3	10	0
ASV_183	3	10	6	9	9	46	6	1	13	8	16	1	18	4	5	3	16	25	10	15	8	30	10	9	6	9	10	1	16	4	9	10	7	31	12	0	0	0	0	1	0	0	2	1	0	4	1
ASV_604	2	4	9	0	2	2	6	6	9	9	14	6	8	13	15	15	17	22	25	24	16	16	9	3	1	4	6	5	3	1	7	4	9	6	13	11	14	8	7	5	7	3	8	7	4	1	5
ASV_188	4	12	0	8	0	13	19	21	16	5	8	9	3	0	0	5	0	10	4	10	0	8	16	5	2	0	3	0	4	10	4	6	4	12	3	1	3	8	21	3	13	10	17	1	16	19	10
ASV_177	11	7	10	18	3	24	16	4	5	2	11	8	4	5	2	10	13	22	9	24	10	11	12	8	8	11	8	7	22	4	22	1	15	15	4	9	3	1	0	1	3	0	0	0	1	2	2
ASV_306	2	1	0	14	23	30	0	43	0	1	0	2	24	5	13	3	35	31	13	5	8	18	9	2	0	5	0	1	6	31	27	8	0	0	0	0	1	0	1	1	10	0	0	1	6	3	1
ASV_189	0	0	0	3	0	13	28	0	21	1	3	57	0	0	0	40	0	13	0	3	1	0	0	1	0	1	0	0	0	0	49	87	3	9	1	1	2	5	0	2	7	11	0	0	1	0	2
ASV_373	3	0	0	10	60	12	2	19	2	1	0	1	57	10	14	2	29	17	9	3	25	7	5	3	0	1	2	0	7	24	13	4	0	1	1	2	0	0	0	5	10	1	0	3	4	1	1
ASV_204	10	15	8	6	4	7	22	8	35	0	14	0	8	36	8	8	15	5	7	5	22	12	8	8	7	6	4	6	5	1	20	18	17	8	4	1	0	1	0	0	1	1	0	0	0	0	0
ASV_199	11	0	1	5	7	0	6	22	14	1	3	1	7	68	15	39	17	5	13	11	3	0	16	11	0	0	14	11	7	2	13	0	16	5	0	0	0	0	0	0	4	3	0	0	1	0	0
ASV_583	10	6	9	10	13	7	14	22	18	11	10	6	8	19	10	7	10	2	5	5	20	9	11	9	16	14	3	4	3	10	16	8	7	8	8	1	0	3	0	3	4	4	2	1	4	6	0
ASV_274	3	4	6	3	4	12	9	5	2	0	1	0	1	3	5	5	2	0	1	0	2	0	30	29	9	25	9	17	24	10	14	9	12	9	10	10	13	15	13	11	7	5	8	6	8	11	2
ASV_1309	0	0	0	0	0	0	24	1	1	1	31	10	0	0	0	2	0	15	1	0	0	2	9	19	1	16	8	1	30	7	13	60	22	28	1	2	3	1	1	14	25	1	5	1	0	0	1
ASV_1211	47	26	1	41	2	1	3	5	30	53	0	4	1	2	1	3	0	2	12	3	0	5	1	1	1	0	1	2	1	15	12	5	8	10	1	5	1	1	0	2	5	3	2	1	5	7	1
ASV_211	18	6	5	15	12	14	19	16	4	2	17	9	8	6	5	1	7	1	7	4	9	4	7	11	8	9	3	6	10	23	16	11	23	16	12	1	0	1	2	4	8	0	0	0	3	1	0
ASV_210	3	11	14	7	9	19	34	22	21	19	35	21	30	25	5	2	1	3	4	5	2	2	1	1	1	0	3	0	2	0	8	3	1	8	6	7	10	8	0	0	1	0	2	0	0	0	6
ASV_251	1	3	1	1	1	1	19	28	16	20	18	17	10	15	14	25	13	21	10	19	11	6	0	1	0	1	0	0	1	1	3	1	0	0	1	0	1	1	8	9	7	7	6	7	3	8	15
ASV_200	6	9	8	1	1	0	1	1	4	1	22	18	6	22	12	1	14	1	0	1	55	0	0	3	0	6	9	18	1	0	0	0	59	0	24	2	6	2	1	14	12	0	4	1	8	12	1
ASV_426	1	0	23	2	79	2	2	4	0	6	0	0	71	19	15	0	18	1	2	1	66	1	2	0	0	0	2	0	0	1	2	1	4	1	1	0	0	1	0	0	0	0	0	0	0	0	1
ASV_198	3	4	2	4	0	6	3	20	10	9	5	6	4	0	10	4	4	6	16	10	13	9	3	10	0	8	6	5	5	5	9	27	20	13	13	1	4	6	3	14	2	2	4	3	15	6	2
ASV_214	9	2	4	13	3	3	15	26	6	6	6	1	2	3	0	0	0	7	1	10	0	6	5	4	3	2	10	0	8	87	25	27	21	6	0	2	0	0	1	2	0	4	1	0	0	1	0
ASV_293	1	3	1	1	4	7	13	9	13	13	21	8	28	27	3	4	2	3	2	3	4	1	1	1	6	2	4	1	3	1	1	0	1	0	3	2	2	0	17	14	9	20	16	12	12	27	15
ASV_263	12	10	2	2	4	1	9	16	7	5	11	12	3	12	7	7	7	3	5	2	7	7	4	3	27	3	4	5	2	6	5	8	7	10	14	1	1	3	4	16	11	14	8	1	11	2	3
ASV_1356	14	10	17	4	12	10	8	15	7	6	8	14	6	27	19	12	14	3	21	7	19	9	8	8	5	1	5	2	3	12	2	3	3	5	1	0	0	0	3	0	1	1	2	4	1	2	3
ASV_262	2	1	0	2	0	0	0	3	0	2	3	1	2	3	0	0	2	1	2	0	2	4	1	1	2	2	1	0	2	0	0	0	1	3	1	3	0	6	14	27	84	69	23	1	11	40	0
ASV_238	1	10	8	2	6	5	12	6	4	8	14	12	3	1	5	2	1	15	21	24	7	10	25	25	13	12	5	8	11	10	5	1	4	9	7	1	2	1	2	1	1	1	0	3	1	9	1
ASV_244	4	0	6	5	8	4	9	16	4	2	4	1	3	16	18	9	21	7	13	13	5	9	18	16	0	20	7	5	12	4	1	1	2	5	0	0	1	8	1	4	12	22	4	7	4	5	0
ASV_215	4	16	12	4	8	14	8	7	11	6	28	10	9	1	2	3	4	5	6	18	4	4	4	11	1	18	5	4	4	3	8	1	9	4	11	12	6	2	11	3	4	2	18	10	4	2	10
ASV_217	0	1	12	0	122	26	4	4	17	0	10	6	69	15	21	0	10	1	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_297	1	1	0	16	0	21	39	99	1	12	1	5	0	2	0	1	0	0	1	1	0	14	31	0	0	0	0	0	8	21	6	14	1	32	0	0	0	0	1	3	2	0	0	1	1	0	1
ASV_234	1	8	13	2	8	4	11	5	2	6	6	19	7	5	23	3	4	21	14	16	7	4	23	22	12	8	2	6	17	11	1	3	3	8	3	0	2	1	0	2	0	1	2	0	0	5	1
ASV_236	0	4	0	1	6	3	11	12	3	1	1	2	3	19	12	19	4	4	12	5	11	10	23	7	4	7	7	14	17	14	2	1	5	11	1	1	2	5	0	0	0	2	2	3	16	0	12
ASV_256	1	5	0	4	3	0	22	5	3	18	3	0	6	3	19	2	3	4	0	0	6	1	9	1	9	1	3	10	2	2	7	5	0	2	7	7	3	6	4	16	16	43	6	20	23	28	6
ASV_247	0	0	0	1	0	30	0	0	0	1	6	1	2	1	20	5	0	0	1	2	1	40	0	0	0	0	0	0	15	0	0	0	0	0	0	1	1	1	23	4	36	49	57	1	21	59	1
ASV_223	16	3	3	15	17	20	9	31	8	7	8	3	13	4	1	0	6	2	4	6	5	3	8	5	4	3	4	1	3	17	9	19	7	11	15	1	1	1	0	3	6	0	0	0	4	1	0
ASV_230	4	7	0	7	0	4	18	25	8	27	5	0	19	5	9	3	0	21	8	5	0	4	3	9	8	0	10	8	1	15	9	20	6	14	1	1	0	3	2	1	3	1	4	1	3	4	0
ASV_229	2	0	0	5	61	16	1	16	1	1	0	1	50	25	13	4	14	8	4	3	17	8	2	0	0	1	2	0	10	15	11	4	0	0	0	0	0	0	1	4	7	0	0	5	5	0	1
ASV_240	1	0	6	1	0	0	0	0	0	0	0	0	1	5	0	0	20	2	0	0	73	1	0	1	0	0	0	0	0	1	0	2	1	0	0	5	2	15	12	9	35	98	16	6	14	0	3
ASV_212	10	6	0	17	29	11	10	13	5	10	11	1	4	17	3	1	12	1	0	4	4	1	2	7	7	2	2	0	1	22	13	8	24	6	9	1	0	0	0	5	4	1	1	0	4	1	1
ASV_227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	6	0	1	0	0	1	0	3	1	0	5	2	44	114	0	98
ASV_291	14	3	3	13	12	2	7	12	2	10	7	7	8	22	12	9	6	3	4	5	6	8	8	15	1	10	10	3	8	9	11	2	3	5	5	0	1	2	0	1	0	2	1	0	0	0	6
ASV_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	34	82	35	49	7	0	0	12	8	4	7	37
ASV_226	14	5	8	1	17	0	13	2	0	11	15	27	0	0	5	0	8	9	7	4	0	9	13	1	1	0	1	0	0	6	16	26	34	0	25	2	0	0	3	0	2	3	1	0	10	2	1
ASV_255	1	0	12	0	98	0	0	0	0	0	1	0	25	6	7	0	53	0	0	0	36	0	1	1	0	36	1	17	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ASV_328	4	1	4	32	13	10	13	8	3	1	7	1	5	6	0	25	3	2	7	1	6	4	4	1	0	3	0	1	1	4	18	46	9	35	6	1	0	1	0	0	3	0	1	1	0	1	1
ASV_273	3	73	0	1	0	0	0	0	6	36	2	5	0	0	0	4	0	2	2	0	0	0	1	0	25	1	3	1	0	11	2	11	2	4	108	0	1	0	0	0	1	2	2	0	0	1	0
ASV_276	15	8	2	13	2	11	3	10	9	3	4	8	4	3	2	0	3	1	2	8	1	5	7	6	10	13	1	8	3	5	4	7	2	5	5	2	0	19	1	5	11	19	12	4	8	2	0
ASV_207	3	0	3	5	0	0	0	0	10	10	0	1	2	0	0	0	0	56	30	22	1	42	59	0	1	34	0	2	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
ASV_309	0	0	4	2	2	1	4	2	8	0	0	1	1	1	1	1	4	0	2	1	1	0	3	0	4	3	3	3	3	0	10	2	2	4	3	7	14	2	8	5	25	2	4	7	69	40	11
ASV_1467	0	0	0	0	0	1	12	0	0	0	16	22	2	2	0	1	2	12	3	0	1	2	12	29	0	14	14	0	14	4	12	33	25	25	2	2	0	0	1	8	5	0	1	0	2	2	1
ASV_239	2	3	1	1	9	6	12	6	0	3	10	5	12	4	4	3	6	4	7	16	4	9	11	8	8	9	3	3	4	6	9	0	2	4	5	11	11	5	2	13	0	3	8	4	3	5	10
ASV_284	1	0	0	2	1	1	5	6	0	1	2	8	1	2	2	1	3	0	0	3	1	0	3	0	15	69	3	3	1	6	8	4	5	2	1	7	0	4	8	11	18	21	6	29	17	12	3
ASV_241	0	37	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	5	1	0	1	1	0	180	1	5	8	0	10	0	1	0	0	2	1	3	1	1	0	0	0	0
ASV_232	4	3	3	4	4	2	7	2	3	6	4	6	5	10	13	7	5	9	5	22	5	6	20	3	1	24	3	8	4	3	3	4	2	9	6	9	4	7	6	2	1	1	8	4	1	4	5
ASV_224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	19	139	12	46	134	0	0	1	0
