Genus	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella	1.41390298595539	3.12735115614185	2.60459893570278	1.82608695652174	2.12585669781931	3.39728641085436	3.35465186436587	1.90395752895753	1.30018248175182	2.02980662643183	3.42561897082101	1.5723838785469	3.77162868926111	3.6205836447051	1.379822992404	1.18013621198335	5.34642300421213	0.945373467112598	1.66932750749237	3.24495770982433	2.39492426522219	0.808648837158613	2.04196878317635	3.46538356061928
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum	0.441402100790747	0.742338365852435	0.842161792706147	0.560102301790281	0.615576323987539	1.19514521941912	0.598527814649451	0.407818532818533	0.519566098945661	0.564108880403991	1.31708628259117	0.546719681908549	2.18418081699422	1.3597881095398	0.610931728960022	0.526649571235558	2.13591589002023	0.381270903010033	0.694619499761925	0.992192582953806	1.51218778212459	0.575426665794808	1.34173612522871	1.59557228690384
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum	0.450843856957394	1.14861814716357	1.386515647122	0.820971867007673	0.989408099688474	1.48929404282383	1.6169904669965	0.849420849420849	0.537307380373074	0.780884345362729	1.80091389660425	1.56560636182903	0.481533534548303	0.551009790474389	0.67829682454877	0.510105605647007	0.998308513813804	0.452619843924192	0.523765509901129	0.902732595966168	0.406259404152874	0.237581464286493	0.609880056922139	0.533519483433472
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Unassigned	0.0708131712498525	0.11787129457792	0.107406141678465	0.127877237851662	0.0947040498442368	0.137799448802205	0.296850488717268	0.0868725868725869	0.0278791565287916	0.0665106540214312	0.313591972045516	0.248508946322068	0.202750961915075	0.0496618266092797	0.448326325814769	0.286762070201561	1.44937149679944	0.22742474916388	0.498557544183962	1.42322706571243	0.0576788042933093	0.0828265655310709	0.0519527455896637	0.0922440228366284
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.221881269916204	0.188092491347745	0.688375726211981	0.979539641943734	0.0897196261682243	0.214649141403434	0.52371183781827	0.147200772200772	0.283860502838605	0.234018967853184	0.415136039184063	0.666455810590999	0.338686265926318	0.669252234782197	0.722432576831053	0.250916811426366	0.331663958077676	0.136008918617614	0.661008878805703	0.435100845803513	0.248269635871201	0.156934545216766	0.108423121230602	0.403879235122535
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	0.103859317833117	2.13171490194111	2.4019918957184	0.294117647058824	0.897196261682243	0.752596989612042	0.699891396162664	1.30067567567568	4.316200324412	1.2489222810691	2.34745990502643	0.752304355684077	0.170495127064949	0.0922291065600908	0.734047248484285	0.352937932555767	0.50081257669729	0.280936454849498	0.747836316275943	1.97218607677293	0.0877720934898184	0.154754898755422	0.463057080255698	0.142105656802373
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	0.280892245957748	0.298440086271756	0.329541571058927	0.514066496163683	0.216822429906542	0.73934704261183	1.08603837335586	0.207528957528958	0.904805352798054	0.396600566572238	0.501747155272825	0.309506596782939	0.942331175264383	0.435132195052736	0.150990731492021	0.0799625003446659	0.497495937116514	0.1917502787068	0.224070806374814	0.170787247885491	0.253285184070619	0.111161969528542	0.264281357999593	0.396399990027673
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.472317581733982	0.312160052972615	0.290366791330809	0.281247415005377	0.583728566216709	0.0423634336677815	0.092429207629611	0.524560832791152	0.308456214264219	0.0675690403016631	0.140046531589528	0.241828924733864
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis	0	0	0.00488209734902114	0	0.00498442367601246	0.026499894000424	0.0530952093640642	0.0555019305019305	0	0	0	0.00225917223929152	0.251134714190263	0.156080026486308	0.220678761411415	0.763779744671464	0.198998374846605	0.272017837235229	0.484553118785536	0.418835393623943	0.100310963988364	0.0675690403016631	0.126493641435703	0.206925780957842
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.0184319056286432	0.0094593955446247	0.00696880299193942	0.0165439655885516	0.149248781134954	0.0557413600891862	0.00560177015937036	0	0	0.0305150504588156	0.275575433127781	0.221884271147566
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.00921595281432159	0.014189093316937	0.00696880299193942	0.176468966277883	0.192365095685052	0.11371237458194	0.145646024143629	0.166720884840599	0.137927575484	0.102443383683167	0.180705202051004	0.164543392086959
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0.179393367166293	0.270853187540753	0.25875115949812	0.219948849104859	0.256697819314642	0.394848420606318	0.50440448895861	0.499517374517375	0.400446066504461	0.391673851459539	0.567452139891885	0.395355141876017	0.253438702393844	0.27195762190796	0.313596134637274	0.250916811426366	0.202315014427382	0.153846153846154	0.145646024143629	0.178919973975276	0.100310963988364	0.071928333224351	0.164893496871541	0.147091820198948
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Melissococcus	0	0	0.17087340721574	0	0.0199376947040498	0.0344498622005512	0	0	0.00760340632603406	0	0.206074724487053	0.00451834447858305	0.0023039882035804	0.0307430355200303	0.0209064089758183	0.00827198279427579	0.00331663958077676	0.00445930880713489	0	0.227716330513988	0.0025077740997091	0.0196168181520957	0.10164667615369	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.405995515165821	1.55239002859006	0.0756725089098277	0.0383631713554987	0.446105919003115	0.211999152003392	0.0337878605044045	0.386100386100386	1.0492700729927	0.820298066264318	0.283726069945943	0.153623712271824	0.103679469161118	0.0283781866338741	0.91523612627471	1.17462155678716	1.25037312195284	0.198439241917503	0.193261070498277	0.565224463240078	0.253285184070619	0.14821595937139	0.481127600460798	0.289197477001321
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	0.0590109760415437	0.0175552991924562	0.0366157301176585	0.040920716112532	0.064797507788162	0.0052999788000848	0.120670930372873	0.101351351351351	0.0481549067315491	0.0270969331198423	0.0477854433593167	0.137809506596783	0.0645116697002511	0.108783048763184	0.715463773839114	0.319850001378664	0.119399024907963	0.211817168338907	0.0840265523905554	0.8295380611581	0.1103420603872	0.143856666448702	0.0745408958460392	0.122161003216075
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus	0.00708131712498525	0.0200631990770928	0.0414978274666797	0.00767263427109974	0.0174454828660436	0.0158999364002544	0.0168939302522022	0.0265444015444015	0.0608272506082725	0.0862175144722256	0.0657049846190604	0.0225917223929152	0.0023039882035804	0.0165539422030932	0.0650421612581012	0.107535776325585	0.0331663958077676	0.0758082497212932	0.00840265523905554	0.0365972674040338	0.0175544186979637	0.0217964646134397	0.0271057803076506	0.0174515718880108
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.273810928832763	0.343582284195215	0.42962456671386	0.227621483375959	0.351401869158878	0.59624761500954	0.214794256063714	0.13996138996139	0.179947283049473	0.118241162704767	0.218021085326882	0.1332911621182	0.225790843950879	0.323984297403396	0.506399684080931	0.468745691675628	0.361513714304667	0.245261984392419	0.310898243845055	0.443233571893299	0.228207443073528	0.174371716907518	0.325269363691807	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella	0	0	0.00244104867451057	0	0.00249221183800623	0	0	0	0.00253446877534469	0	0.00298659020995729	0	0.156671197843467	0.16080972425862	0.209064089758183	0.270218104613009	0.0331663958077676	0.0334448160535117	0.109234518107722	0.642485361093038	0.0200621927976728	0.0152575252294078	0.0383998554358384	0.114681758121214
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto	0.136905464416381	0.0326026985002759	0.0219694380705951	0.0460358056265985	0.174454828660436	0.103349586601654	0.318571256184385	0.173745173745174	0.392842660178427	0.24879911319128	0.125436788818206	0.0203325501536237	0.0391677994608668	0.0874994087877785	0.0557504239355153	0.515620260843191	0.394680110112434	0.256410256410256	0.319300899084111	0.41476903057905	0.235730765372655	0.294252272281436	0.316234103589257	0.0822716960434794
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193012931866435	0.00663327916155351	0.0535117056856187	0.759039856594684	0	0.0025077740997091	0.0174371716907518	0.0090352601025502	0.00498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	0	0	0.00732314602353171	0.0383631713554987	0.0423676012461059	0.0344498622005512	0.0289610232894896	0.00965250965250965	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0451834447858305	18.5355850978043	21.1275599489193	5.04773630049479	11.9447431549342	4.54711286524493	0.274247491638796	0.126039828585833	3.11890045543266	2.99428227505266	0.11552126245123	2.1413566443044	8.2147041958565
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila	0.127463708249734	0.0501579976927321	0.0268515354196163	0.130434782608696	0.122118380062305	0.0556497774008904	0.067575721008809	0.123069498069498	0.0481549067315491	0.0763640842468284	0.0866111160887615	0.047442617025122	0.0023039882035804	0.00236484888615617	0.0139376059838788	0.0165439655885516	0.013266558323107	0.00445930880713489	0.00560177015937036	0.0203318152244632	0.00752332229912729	0.0108982323067198	0.0112940751281878	0.0598339607588941
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Bacilliculturomica	0	0	0.00244104867451057	0	0.00249221183800623	0	0	0	0.00506893755068938	0	0	0	0.0506877404787687	0.125336990966277	0.304304397314688	0.0579038795599305	0.11276574574641	0.0691192865105908	0.0784247822311851	0.187052700065062	0.0401243855953456	0.0261557575361276	0.0316234103589257	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter	0.0212439513749557	0.0401263981541857	0.0390567787921691	0.0383631713554987	0.0473520249221184	0.0635997456010176	0.0458549535416918	0.0506756756756757	0.0608272506082725	0.056657223796034	0.0358390825194875	0.0271100668714983	0.00921595281432159	0.00472969777231235	0.00232293433064647	0.00551465519618386	0.00994991874233027	0.00891861761426979	0.00840265523905554	0.0081327260897853	0	0.00435929292268794	0.0090352601025502	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae|Defluviitalea	0	0	0	0	0	0	0	0	0	0	0	0	0.023039882035804	0.0094593955446247	0.267137448024344	0.195770259464527	0.11276574574641	0.0334448160535117	0.0672212419124443	0.581489915419649	0.0125388704985455	0.0283354039974716	0.0767997108716767	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	0.415437271332468	0.095300195616191	1.03012254064346	0.930946291560102	0.747663551401869	3.30983676065296	2.08036683962833	2.33349420849421	0.228102189781022	0.364576918339697	4.70089299047278	1.46394361106091	0.0668156579038315	0.113512746535496	2.37868475458199	0.292276725397745	0.0994991874233027	0.0468227424749164	0.0728230120718147	0.162654521795706	0.494031497642692	0.246300050131869	0.0587291906665763	1.49584901897235
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor	4.17561666469963	1.06084165120128	0.737196699702192	3.16368286445013	1.23613707165109	1.58469366122536	5.67636056473995	5.625	1.95914436334144	2.51016134991994	1.56497327001762	1.38939092716429	0.9285072460429	0.636144350376011	1.38214592673465	1.1277469876196	1.72465258200391	2.29877369007804	2.10066380976389	1.34596616785947	1.47457117062895	3.30870332832015	2.90031849291862	1.6429408391713
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter	0.0259648294582792	0.0978080955008276	0.0439388761411903	0.0332480818414322	0.00498442367601246	0.052999788000848	0.188246651381682	0.00723938223938224	0.0582927818329278	0.0911442295849243	0.050772033569274	0.0180733779143322	0.0253438702393844	0.0260133377477179	0.0418128179516365	0.190255604268343	0.00663327916155351	0.0356744704570792	0.103632747948352	0.0447299934938191	0.0326010632962183	0.0174371716907518	0.0293645953332882	0.219391189449278
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum	0.106219756874779	0.351105983849125	0.00732314602353171	0.143222506393862	0.0448598130841121	0.129849480602078	0.178592976951852	0.441602316602317	0.215429845904298	0.0024633575563493	0.00895977062987187	0.00451834447858305	0.00691196461074119	0.00236484888615617	0.00929173732258589	0	0	0	0.00280088507968518	0	0	0	0.00225881502563755	0.00498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna	0.970140446122979	1.01319155339319	0.624908460674706	0.744245524296675	0.91214953271028	1.79139283442866	0.528538675033185	3.83928571428571	0.590531224655312	1.71942357433181	0.361377415404832	0.510572926079884	6.05488099900928	5.4013148559807	5.8584403818904	5.85104916315107	2.3680806606746	4.74024526198439	1.14836288267092	4.01350032530904	7.2775604373558	1.90937030013732	9.00363669219128	6.90583630425569
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter	0.037767024666588	0.0225710989617294	0.0610262168627642	0.0690537084398977	0.423676012461059	0.092749629001484	0.0410281163267769	0.0361969111969112	0.0836374695863747	0.00985343022539722	0.020906131469701	0.0406651003072474	0.0023039882035804	0.00236484888615617	0.0301981462984041	0.0275732759809193	0.00331663958077676	0.040133779264214	0.0560177015937036	0.0406636304489265	0.0125388704985455	0.0108982323067198	0.00225881502563755	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.0401274637082497	0.150473993078196	0.00244104867451057	0.0051150895140665	0.064797507788162	0.103349586601654	0.0386146977193194	0.0217181467181467	0.0937753446877534	0.0911442295849242	0.00597318041991458	0.00903668895716609	0.0299518466465452	0.0591212221539044	0.106854979209738	0.0689331899522982	0.0431163145500978	0.0624303232998885	0.0868274374702406	0.0325309043591412	0.0125388704985455	0.0414132827655354	0.103905491179327	0.0448754705691705
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotaenia	0.0896966835831465	0.012539499423183	0.0366157301176585	0.833759590792839	0.199376947040498	0.257048971804113	0.219621093278629	0.504343629343629	0.179947283049473	0.285749476536519	0.50772033569274	0.314024941261522	0.0184319056286432	0	0.00232293433064647	0.00551465519618386	0.00663327916155351	0.00668896321070234	0.00840265523905554	0.0081327260897853	0.0125388704985455	0.00217964646134397	0.56244494138375	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum	0.0495692198748967	0.0576816973466419	0.0268515354196163	0.29923273657289	0.166978193146417	0.105999576001696	0.0868830698684687	0.13996138996139	0.0380170316301703	0.0689740115777805	0.0537586237792312	0.0180733779143322	0.0299518466465452	0.0425672799508111	0.104532044879091	0.102021121129401	0.0397996749693211	0.0222965440356745	0.0336106209562222	0.0772608978529603	0.0426321596950547	0.0348743433815035	0.0361410404102008	0.0698062875520431
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	1.32892718045556	1.11099964889402	0.849484938729678	2.05882352941176	1.39314641744548	0.821496714013144	1.96693616507783	1.99083011583012	0.580393349553934	1.26370242640719	1.51121464623839	1.0663292969456	0.691196461074119	0.491888568320484	0.464586866129295	0.333636639369123	0.749560545255547	0.341137123745819	0.946699156933591	0.374105400130124	0.44387601564851	0.945966564223283	0.397551444512209	0.618284261175239
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Caecibacterium	0	0	0.00244104867451057	0	0	0.0026499894000424	0.00241341860745746	0	0	0	0.00298659020995729	0.00225917223929152	0.00921595281432159	0	0.00232293433064647	0.0275732759809193	0.0530662332924281	0.301003344481605	0.030809735876537	0.0081327260897853	0.16802086468051	0.782493079622485	0.648279912357977	0.0423823888708833
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa	1.45403044966364	0.461453578773135	0.217253332031441	1.17135549872123	0.677881619937695	0.763196947212211	0.571980209967419	1.72779922779923	0.509428223844282	0.194605246951595	0.728728011229579	0.494758720404844	1.34092113448379	1.09256018540415	2.11154730655764	4.42551079493755	1.72133594242314	6.7736900780379	2.8344957006414	1.92338972023422	7.84933293208948	14.6581224525382	2.7309073659958	2.36842761337289
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVb	0	0	0	0	0	0.0158999364002544	0	0	0	0	0	0	0.0023039882035804	0.00236484888615617	0.0301981462984041	0.0303306035790112	0.0331663958077676	0.0356744704570792	0.176455760020166	0.0528627195836044	0.0300932891965092	0.167832777523486	0.0225881502563755	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cuneatibacter	0.247846099374484	0.260821588002207	0.0756725089098277	0.253196930946292	0.119626168224299	0.105999576001696	0.231688186315917	0.168918918918919	0.220498783454988	0.192141889395246	0.155302690917779	0.250768118561359	0.108287445568279	0.106418199877028	0.301981462984041	0.347423277359583	0.596995124539816	1.58751393534002	0.613393832451054	0.317176317501627	1.64760758350888	1.37535691710805	0.399810259537846	0.845154695719379
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella	5.51398560132185	2.10412800321011	1.10335400087878	8.90281329923274	2.98566978193146	2.39029043883824	2.98057198020997	4.95656370656371	1.33059610705596	4.24436506958985	1.12893109936386	3.51301283209832	1.34092113448379	0.692900723643759	0.987247090524751	1.38142112664406	1.54887068422275	7.32664437012263	5.55415511301571	1.75666883539362	4.18296719831478	5.08729484077683	2.78737774163674	2.39335843035576
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Enterocloster	8.22376962114953	3.29788834829714	0.910511155592443	5.31457800511509	3.3196261682243	2.59698961204155	4.25003016773259	1.90878378378378	2.85127737226277	3.90442172681365	3.69441208971717	3.18995120187963	0.631292767781029	0.437497043938892	0.662036284234245	0.681059916728706	2.99160890186063	5.18840579710145	1.54608856398622	0.666883539362394	1.11846724847026	1.64781272477604	7.55121863070633	0.471192440976291
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Extibacter	0.00236043904166175	0	0.00488209734902114	0.010230179028133	0	0.0052999788000848	0.00965367442982985	0.00482625482625483	0.00760340632603406	0	0	0.00677751671787457	0.0138239292214824	0.0378375821784988	0.0232293433064647	0.0248159483828274	0.0795993499386422	0.0936454849498328	0.061619471753074	0.0609954456733897	0.190590831577891	0.374899191351163	0.0135528901538253	0.134626411707512
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena	1.24159093591408	1.20379194462557	0.988624713176781	1.30179028132992	0.847352024922118	1.14744541021836	1.6338843972487	1.73503861003861	0.889598540145985	0.615839389087326	1.83675297912373	2.81718778239653	0.131327327604083	0.0496618266092797	0.146344862830728	0.195770259464527	0.212264933169712	0.269788182831661	0.574181441335462	0.19925178919974	0.433844919249674	0.324767322740251	0.133270086512615	0.244322006432151
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas	0.143986781541367	0.188092491347745	0.134257677098081	0.207161125319693	0.398753894080997	0.166949332202671	0.311331000362013	0.337837837837838	0.326946472019465	0.167508313831753	0.203088134277096	0.246249774082776	1.30175333502292	0.24121458638793	0.713140839508467	0.576281468001213	0.739610626513217	1.27982162764771	1.12875668711313	0.410702667534157	0.747316681713311	1.22714095773666	1.00969031645999	0.703049038917005
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Falcatimonas	0.0047208780833235	0.0100315995385464	0.0268515354196163	0.00767263427109974	0.00747663551401869	0.262348950604198	0.00724025582237239	0.0120656370656371	0.00253446877534469	0.00492671511269861	0.0985574769285906	0.0248508946322068	0.00921595281432159	0.0118242444307809	0.0255522776371112	0.286762070201561	0.0431163145500978	0.490523968784838	0.495756659104277	0.638418998048146	0.173036412879928	0.189629242136925	0.490162860563349	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Frisingicoccus	0.146347220583028	0.110347594924011	0.0244104867451057	0.0920716112531969	0.0423676012461059	0.0847996608013568	0.118257511765416	0.168918918918919	0.283860502838605	0.125631235373814	0.182182002807395	0.243990601843485	0.488445499159044	0.167904270917088	0.970986550210226	0.846499572614222	1.00494179297536	0.811594202898551	2.80648684984455	1.39882888744307	0.692145651519711	0.664792170709911	1.31914797497233	0.206925780957842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter	0.0306857075416027	0.0401263981541857	0.0366157301176585	0.0588235294117647	0.0598130841121495	0.0185499258002968	0.0627488837938941	0.00241312741312741	0.0430859691808597	0.0418770784579382	0.0328524923095302	0.0609976504608711	0.1175033983826	0.0614860710400605	0.0255522776371112	0.132351724708413	0.0298497562269908	0.0312151616499443	0.0504159314343333	0.0487963565387118	0.0376166114956365	0.0457725756882234	0.0180705202051004	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella	0.0236043904166175	0.0175552991924562	0.3002489869648	0.0281329923273657	0.862305295950156	0.0370998516005936	0.0579220465789791	0.0361969111969112	0.0582927818329278	0.0615839389087326	0.071678165038975	0.0180733779143322	0.0967675045503767	0.151350328713995	0.0487816209435759	0.405327156919514	0.34824715598156	0.494983277591973	0.268884967649777	0.374105400130124	0.315979536563346	0.815187776542645	0.560186126358112	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix	8.24973445060781	8.36133821537844	6.49807157154714	4.21739130434783	13.6498442367601	2.999788000848	11.3116930131531	7.92471042471043	10.6295620437956	11.1934967360512	7.74422841441926	6.83625519609615	8.39342902564339	8.09014803954027	7.59831819554461	4.35382027738716	11.8271367450499	17.752508361204	10.7525978209114	3.84271307742355	13.9432239943826	16.8246910351141	12.8865397212622	10.6454588516866
