#OTUID	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_1372	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0
ASV_1419	0	0	0	2	0	2	0	2	0	0	1	1	0	1	2	1	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	1	0	6	2	0	0	3	0	0	1	1	0	1	0
ASV_1471	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	2	3	0	0	2	3	1	0	1	2	2	0	0	1	0	0	1	1	1	0	1	3	0	0	1	0	0	0	1	1
ASV_1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	7	2	1	15
ASV_1193	2	0	2	1	0	0	0	1	0	1	1	1	0	1	2	0	0	3	2	0	3	0	0	2	0	1	1	0	1	0	0	0	1	1	0	2	0	1	0	1	0	1	0	0	0	0	0
ASV_1198	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	4	1	1	4	1	3
ASV_1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	7	6	0	0	2	1	2	2	1	3
ASV_1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1260	0	0	0	1	0	0	0	0	0	0	2	3	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	3	0	0	0	6	0	0	1	1	0	0	1	3	0	0	1
ASV_1315	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	2	0	11
ASV_1387	1	1	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	4	0	2	0	2	2	0	0	2	0	0	0	1	3
ASV_1420	0	1	1	0	1	3	0	3	2	0	0	0	0	1	0	8	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1
ASV_1456	1	0	0	5	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	1	1	2	0	1	0	0	1	1	2	2	0	0	1	0	2	3
ASV_1465	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10
ASV_1121	0	0	2	2	4	1	1	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	1	4	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0
ASV_1154	1	0	1	1	1	1	2	6	0	0	2	1	1	0	0	0	0	2	0	1	3	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ASV_1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1316	4	0	0	5	0	1	0	0	1	0	0	0	4	0	0	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	2	0	1	1
ASV_1320	2	0	0	1	1	2	1	1	1	1	1	3	0	0	0	1	1	2	0	0	0	0	0	0	0	2	1	0	1	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ASV_1157	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	0	0
ASV_1205	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	6	1	0	1	0	1	0	1	1	0	0	0	0	1	0	4	3
ASV_1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	7	1	2	9	1	0
ASV_1227	1	0	0	1	0	2	1	1	1	0	0	0	0	3	0	0	2	0	0	1	2	0	1	1	2	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	2
ASV_1283	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	4	0	0	0	1	0	2	0	2	0	0	1	1	0	0	0	6	2	0	1	0	0
ASV_1287	0	5	0	3	0	0	5	7	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0
ASV_1362	0	2	0	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	5	2	0	2	0	0
ASV_1444	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	1	0	0	0
ASV_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	4	0	7	0	1	10
ASV_1061	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0
ASV_1136	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	2	1	1	5	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1
ASV_1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	24	0	1	1	0	0	1	0	0	0
ASV_1175	0	0	0	0	0	0	4	1	0	1	0	2	0	2	2	3	0	0	1	0	1	1	2	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	1	1	0	0	1	0
ASV_1202	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	2	3	0	2	0	0	3	1	0	4	0	1	0	0	0	1	0	2	0	0	0	0	2	0	1	1	0	0	0	0	1
ASV_1216	0	1	2	1	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	3	1	0	5	0	0	1	2	0	0	1	0
ASV_1371	0	0	0	0	7	3	0	0	0	0	0	0	1	0	0	1	1	2	0	2	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
ASV_1425	0	1	0	1	0	1	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	5	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5
ASV_1439	2	0	2	1	0	6	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	3	1	2	0	0	0	0	1	0	1	1
ASV_1464	0	0	0	0	0	4	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	1	0	2	1	0	0	0	1	1	0	0	7
ASV_1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	4	0	0	0	14	1	0	0	0
ASV_1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ASV_1264	0	0	0	0	2	0	3	0	0	5	0	1	1	0	1	1	2	0	0	0	1	2	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0
ASV_1303	0	0	0	0	0	5	4	3	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1363	2	3	2	0	3	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	1	1	0
ASV_1404	1	3	0	0	0	0	0	0	4	1	0	0	0	0	0	0	3	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	3	2	0	0	0	0	0	0	4	1	0	0	0	0	0
ASV_1169	1	0	3	2	0	2	0	1	6	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	2	0
ASV_1295	0	1	0	7	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0
ASV_1317	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	6	0	0	0	1	0	0	1	3	0	0	1	0	0	0
ASV_1337	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	2	6	0	0	0	0
ASV_1401	0	5	7	0	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ASV_1402	0	4	2	2	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	4	0	0	0	0	0
ASV_1447	0	1	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	1	0	0	0	0	2	0	1	2	0	0	0	0	1	0	3	1	0	0	0	0	0	0	4	0	0	0	0	0
ASV_1461	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	2	0	0	0	2	0
ASV_1318	1	3	1	0	5	4	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	4	0
ASV_1323	3	2	0	1	3	1	0	0	1	0	1	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1	1
ASV_1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	17	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1358	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	3	0	1	0	0	0	1	1	4	0	0	0	0	0
ASV_1369	3	0	5	1	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
ASV_1377	0	0	0	0	0	0	0	0	1	0	0	0	17	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1449	0	3	0	0	0	0	0	0	1	2	0	0	1	0	1	3	0	2	1	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1
ASV_1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	1
ASV_1199	0	0	0	0	0	2	1	2	0	0	0	0	0	4	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	3	0	1	0	0	0
ASV_1286	0	1	1	1	1	1	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0
ASV_1298	0	0	0	1	0	3	5	1	5	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1307	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	5	0	0	0	2	0	0	1	9	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_1324	3	0	0	0	1	0	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	2	2	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1331	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1	2	0	0	0	0	0	0	2	5	0	0	2	0	1	0
ASV_1333	0	0	0	0	2	2	2	1	0	0	1	1	0	1	0	0	0	1	1	3	1	0	0	2	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ASV_1408	0	0	4	0	1	2	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0
ASV_1428	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0	0	0	0	2	0	1	1	1	0	0	2	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0
ASV_1438	7	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1441	1	0	0	0	0	0	1	3	0	0	0	2	0	0	0	2	1	2	1	0	0	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	2	0
ASV_1485	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	4	2	4	0	0	3	4	0	1	0
ASV_1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	6	5	5
ASV_1262	0	0	0	0	1	1	0	0	6	2	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	2	0	0	1
ASV_1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	12	1	0	1	0	3	0	0	1
ASV_1245	2	1	1	0	0	1	0	0	4	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ASV_1289	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	5	1	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_1339	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	5	0	0	0
ASV_1360	0	2	0	0	0	1	0	0	1	0	3	0	1	0	0	1	1	0	0	0	2	0	0	0	3	2	0	0	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1395	2	1	0	4	0	3	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	2
ASV_1396	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1416	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_1304	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
ASV_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1346	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	7	0	0	1	0	1	4
ASV_1367	0	0	0	1	4	1	1	1	0	0	0	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0
ASV_1398	0	2	2	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	3	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0
ASV_1423	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0
ASV_1429	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	9	0	1	0	0
ASV_1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	7	0	0	3	9	0	0
ASV_1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	15	1	1
ASV_1469	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	10	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
ASV_1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	1	9	0
ASV_1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	2	0	1	1	1	4	2
ASV_1229	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	3	1	1	1	2	0	3	3
ASV_1288	0	4	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	2	1	0	0	0	0
ASV_1452	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	2	0	0	1	0	3	1	4	3
ASV_1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	6	0	0	0	0	0	4	2	0	0
ASV_1257	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0
ASV_1332	0	0	0	1	5	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_1462	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	0	0	1	4
ASV_1259	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
ASV_1292	0	0	1	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
ASV_1305	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0
ASV_1378	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	2	0	1
ASV_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	1	0	0	1	0	0	4
ASV_1336	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	0	0	0	2
ASV_1379	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	1	0	0
ASV_1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	7	3	2
ASV_1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	1	1	1	0	0	0	0	1	2
ASV_1281	4	0	1	1	0	0	0	0	0	0	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ASV_1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	1	3	0	0	0	2	0	0	0	0	0	0	0
ASV_1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	1	2	3
ASV_1421	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ASV_1442	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_1478	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1479	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	1	1
