Order	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.925292104331406	2.20444399859558	1.01303519992189	0.534526854219949	1.15638629283489	1.25874496502014	0.890551466151804	1.1534749034749	1.74624898621249	1.44352752802069	1.38876444763014	0.847189589734321	0.652028661613253	0.780400132431538	2.53664428906595	2.32994182038768	1.97008391098139	0.889632107023411	0.742234546116573	2.28122966818478	0.712207844317384	0.579785958717496	1.17458381333153	0.777841489865623
Bacteria|Firmicutes|Clostridia|Clostridiales	88.0679806443999	63.3620905853438	50.8250744519846	82.6624040920716	74.7563862928349	71.8385626457494	79.4425003016773	80.5260617760618	73.279095701541	82.4855277743565	63.0200400203088	69.2210374118923	64.0969518236067	62.9641015939081	69.7925619642733	68.417569691455	65.815395840934	86.5663322185061	68.7169145449962	61.1499674690956	82.1346173136724	89.5376969855489	83.3841566714102	69.1456209019969
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	0.632597663165349	12.7927973115313	5.43621539813504	0.281329923273657	9.43052959501558	7.81216875132499	2.95402437552794	3.42664092664093	9.97313463098135	3.09890380588742	13.705462473494	5.26613048978854	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0	0	0	0	0.0274143302180685	0.0238499046003816	0.0458549535416918	0.0313706563706564	0	0.0024633575563493	0.0537586237792312	0.0813302006144948	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales	0.009441756166647	0.0175552991924562	0	0.0690537084398977	0	0.0158999364002544	0	0.00482625482625483	0.00760340632603406	0.0024633575563493	0.00597318041991458	0.0542201337429966	0.156671197843467	0.0425672799508111	0.0603962925968083	0.0358452587751951	0.0397996749693211	0.0267558528428094	0.030809735876537	0.0325309043591412	0.050155481994182	0.0217964646134397	0.0429174854871135	0.00498616339657451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.0330461465832645	0.00250789988463661	0.0195283893960846	0	0.00249221183800623	0.0079499682001272	0.0579220465789791	0.142374517374517	0.0228102189781022	0	0.0119463608398292	0.00677751671787457	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.00708131712498525	0.0401263981541857	0.0195283893960846	0.0179028132992327	0.00249221183800623	0	0.0144805116447448	0	0.0101378751013788	0.0123167877817465	0.0238927216796583	0.0564793059822881	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0	0	0	0	0.00249221183800623	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	1.00082615366458	0.403771881426493	0.319777376360885	0.964194373401535	1.03177570093458	0.360398558405766	0.463376372631833	0.69015444015444	0.755271695052717	0.63554624953812	0.346444464355046	0.431501897704681	0.138239292214824	0.113512746535496	3.39148412274385	6.33082416521907	9.49553911976385	2.49721293199554	14.0604431000196	6.08734547820429	0.155481994181964	0.161293838139454	0.20329335230738	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.24312522129116	0.416311380849677	0.454035053458966	0.352941176470588	0.286604361370717	0.52999788000848	0.270302884035236	0.704633204633205	0.28132603406326	0.32023648232541	0.492787384642953	0.377281763961684	0.214270902932977	0.32161944851724	0.250876907709819	0.173711638679792	0.524029053762728	0.136008918617614	0.2268716914545	0.317176317501627	0.145450897783128	0.100263737221823	0.167152311897179	0.28171823190646
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
