Order	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Bacilli|Lactobacillales	1.15990931618074	1.53122931927615	0.637636802077537	0.454460269865067	0.3720181987281	0.412842757120143	0.346962870153965	1.02993418335032	0.576188823325234	0.440702169042519	1.382103841905	0.652028661613253	0.780400132431538	2.53664428906595	2.32994182038768	1.97008391098139	0.889632107023411	0.742234546116573	2.28122966818478	0.712207844317384	0.579785958717496	1.17458381333153	0.777841489865623
Bacteria|Firmicutes|Clostridia|Clostridiales	57.5288659250277	80.1647611875585	72.6349471341124	74.6181596701649	68.4488349294925	58.6264609891489	81.3435173360962	65.9901412717209	68.9922480620155	66.0634709604353	69.4758806922794	64.2513190332465	63.4678144066594	70.2525029617413	68.9276752971021	65.7424297701569	86.7045707915273	69.0754278351959	61.7517891997398	82.2248971812619	89.6684757732296	83.4180388967947	69.6392510782578
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	10.5920809827595	6.20706966979302	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20750144576323	3.46176096262872	14.2304946204791	9.27703449122376	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales	0.0052723150735488	0.0889984254124735	0.208681135225376	0.264711394302849	0.276500012568182	0.331947892549304	0.250584295111197	0.451628893233828	0.1874349184311	0.322525051086983	0.0589173929053639	0.17510310347211	0.0472969777231235	0.146344862830728	0.0358452587751951	0.0895492686809724	0.0423634336677815	0.030809735876537	0.0528627195836044	0.0551710301936002	0.0239761110747837	0.11068193625624	0.00498616339657451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0	0.00228201090801214	0.0046373585605639	0.00468515742128936	0.00251363647789257	0.0251053027978465	0.0096378575042768	0.0468151901522871	0.00231401133865556	0.00492404658148066	0.014729348226341	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	0.382242842832288	0.440428105246343	0.289834910035244	0.810532233883058	0.387100017595455	0.239895115623867	0.515625376478809	0.181753091179467	0.529908596552123	0.100942954920354	0.208665766539831	0.138239292214824	0.113512746535496	3.39148412274385	6.33082416521907	9.49553911976385	2.49721293199554	14.0604431000196	6.08734547820429	0.155481994181964	0.161293838139454	0.20329335230738	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.466599884009068	0.387941854362064	0.470691893897236	0.988568215892054	0.590704572304753	0.834053948506234	0.720429848444691	0.99138049734255	0.631725095452968	0.704138661151735	0.112925003068614	0.278782572633228	0.437497043938892	0.320564937629213	0.176468966277883	0.533978972505058	0.147157190635452	0.266084082570092	0.325309043591412	0.1655130905808	0.132958434141982	0.207810982358655	0.286704395303034
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0052723150735488	0.00228201090801214	0.0370988684845112	0.065592203898051	0.0527863660357439	0.0753159083935396	0.0457798231453148	0.0385536860077658	0.0416522040958001	0.0590885589777679	0	0	0	0.00232293433064647	0.0165439655885516	0.00663327916155351	0	0.00560177015937036	0.0081327260897853	0.0150466445982546	0	0.0045176300512751	0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
