Genus	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	0.0659969201437266	0.0532740370138744	0.076490327674694	0.0507123883120019	0.125705665897196	0.472807564921039	0.00235865745217822	0.0291092567436445	0.0338499480161513	0.0747576217731573	0.0252467873463102	0.0336857379767828	0.0645116697002511	0.108783048763184	0.715463773839114	0.319850001378664	0.119399024907963	0.211817168338907	0.0840265523905554	0.8295380611581	0.1103420603872	0.143856666448702	0.0745408958460392	0.122161003216075
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus	0.151548483293002	0.0486415120561462	0.0296091590998816	0.0241487563390485	0.0319978058647407	0.331205299284789	0.00943462980871288	0.00485154279060741	0.0217606808675258	0.00467235136082233	0.00504935746926204	0.152881426202322	0.0023039882035804	0.0165539422030932	0.0650421612581012	0.107535776325585	0.0331663958077676	0.0758082497212932	0.00840265523905554	0.0365972674040338	0.0175544186979637	0.0217964646134397	0.0271057803076506	0.0174515718880108
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.320207279215859	0.282584022421421	0.315831030398737	0.434677614102874	0.329120288894476	0.436806988911823	0.412765054131189	0.2619833106928	0.169249740080756	0.177549351711249	0.24741851599384	0.194340796019901	0.225790843950879	0.323984297403396	0.506399684080931	0.468745691675628	0.361513714304667	0.245261984392419	0.310898243845055	0.443233571893299	0.228207443073528	0.174371716907518	0.325269363691807	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella	0	0.0023162624788641	0.00246742992499013	0	0	0	0	0	0	0.00233617568041117	0.00252467873463102	0	0.156671197843467	0.16080972425862	0.209064089758183	0.270218104613009	0.0331663958077676	0.0334448160535117	0.109234518107722	0.642485361093038	0.0200621927976728	0.0152575252294078	0.0383998554358384	0.114681758121214
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto	0.505976387768571	0.525791582702152	4.39696012633241	0.871770103839652	0.662811692912486	1.00321605145682	0.403330424322476	0.041238113720163	0.0411035083053265	0.0303702838453452	0.0504935746926204	0.0647802653399668	0.0391677994608668	0.0874994087877785	0.0557504239355153	0.515620260843191	0.394680110112434	0.256410256410256	0.319300899084111	0.41476903057905	0.235730765372655	0.294252272281436	0.316234103589257	0.0822716960434794
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Unassigned	0	0.0023162624788641	0.00246742992499013	0	0	0	0	0	0	0	0.00252467873463102	0	0	0	0	0.0193012931866435	0.00663327916155351	0.0535117056856187	0.759039856594684	0	0.0025077740997091	0.0174371716907518	0.0090352601025502	0.00498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	0.00977732150277431	0	0	0.00724462690171456	0.0617100541677142	0.0384006144098306	0.021227917069604	0.118862798369882	0.053192775453952	0.0770937974535685	0.0631169683657755	0.101057213930348	18.5355850978043	21.1275599489193	5.04773630049479	11.9447431549342	4.54711286524493	0.274247491638796	0.126039828585833	3.11890045543266	2.99428227505266	0.11552126245123	2.1413566443044	8.2147041958565
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila	0.100217545403437	0.0370601996618257	0.0641531780497434	0.0700313933832408	0.0502822663588782	0.0552008832141314	0.0872703257305942	0.0946050844168446	0.0314320945864262	0.0327064595257563	0.0908884344467167	0.0673714759535655	0.0023039882035804	0.00236484888615617	0.0139376059838788	0.0165439655885516	0.013266558323107	0.00445930880713489	0.00560177015937036	0.0203318152244632	0.00752332229912729	0.0108982323067198	0.0112940751281878	0.0598339607588941
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Bacilliculturomica	0.00244433037569358	0	0	0	0.00457111512353439	0.00240003840061441	0	0.00242577139530371	0.00241785342972509	0	0.00504935746926204	0.00518242122719735	0.0506877404787687	0.125336990966277	0.304304397314688	0.0579038795599305	0.11276574574641	0.0691192865105908	0.0784247822311851	0.187052700065062	0.0401243855953456	0.0261557575361276	0.0316234103589257	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter	0.0708855808951138	0.0301114122252334	0.0444137386498223	0.0410528857763825	0.0228555756176719	0.0216003456055297	0.0448144915913862	0.0145546283718222	0.0314320945864262	0.0210255811237005	0.0681663258350375	0.0570066334991708	0.00921595281432159	0.00472969777231235	0.00232293433064647	0.00551465519618386	0.00994991874233027	0.00891861761426979	0.00840265523905554	0.0081327260897853	0	0.00435929292268794	0.0090352601025502	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae|Defluviitalea	0	0	0	0	0	0	0	0	0	0	0	0	0.023039882035804	0.0094593955446247	0.267137448024344	0.195770259464527	0.11276574574641	0.0334448160535117	0.0672212419124443	0.581489915419649	0.0125388704985455	0.0283354039974716	0.0767997108716767	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	0.141771161790228	0.201514835661177	0.0690880378997236	0.130403284230862	2.82494914634425	0.2832045312725	0.485883435148713	0.645255191150786	0.435213617350516	0.52096717673169	0.378701810194653	0.868055555555556	0.0668156579038315	0.108783048763184	2.37636182025134	0.286762070201561	0.0994991874233027	0.0468227424749164	0.0728230120718147	0.150455432661028	0.494031497642692	0.246300050131869	0.0496939305640261	1.49086285557578
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor	1.6743663073501	1.15581497695319	0.826589024871694	1.43443612653948	1.030786460357	3.40325445207123	3.06861334528386	4.00252280225112	6.02045504001547	2.01845578787525	4.57724254588604	0.64521144278607	0.9285072460429	0.64323889703448	1.3844688610653	1.13877629801197	1.73791914032702	2.32775919732441	2.10626557992326	1.36223162003904	1.49463336342662	3.39152989385122	2.91613019809808	1.68033706464561
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter	0.0122216518784679	0.0486415120561462	0.101164626924595	0.0338082588746679	0.0297122483029735	0.0144002304036865	0.0330212043304951	0.152823597904134	0	0.0443873379278122	0.0706910045696685	0.0207296849087894	0.0253438702393844	0.0260133377477179	0.0418128179516365	0.190255604268343	0.00663327916155351	0.0356744704570792	0.103632747948352	0.0447299934938191	0.0326010632962183	0.0174371716907518	0.0293645953332882	0.219391189449278
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum	0.00244433037569358	0.00463252495772821	0.0271417291748914	0	0.11427787808836	0.18480295684731	0.45050357336604	0.482728507665438	0.00483570685945018	0.299030487092629	0.315584841828877	0	0.00691196461074119	0.00236484888615617	0.00929173732258589	0	0	0	0.00280088507968518	0	0	0	0.00225881502563755	0.00498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna	0.562195986409523	1.01915549070021	0.557639163047769	0.379135474523062	0.326834731332709	1.44242307876926	0.832606080618912	0.604017077430623	0.234531782683334	1.18677724564887	0.845767376101391	0.95615671641791	6.04336105799138	5.39895000709455	5.8584403818904	5.8069319215816	2.31833106696295	4.69342251950948	1.07834075567879	3.91997397527651	7.25248269635871	1.90937030013732	8.92006053624269	6.89337089576425
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter	0.017110312629855	0	0	0.016904129437334	0.00457111512353439	0.00240003840061441	0.158030049295941	0.0654958276732001	0.116056964626804	0.0537320406494568	0.00504935746926204	0.00518242122719735	0.0046079764071608	0.00236484888615617	0.00464586866129294	0.00827198279427579	0.00663327916155351	0.0289855072463768	0.00560177015937036	0.00406636304489265	0	0.0239761110747837	0.0316234103589257	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.00488866075138716	0.0532740370138744	0.0986971969996052	0.00482975126780971	0.0205700180559047	0.0648010368165891	0.0849116682784159	0.0339607995342519	0.00967141371890036	0.0443873379278122	0.12370925799692	0.0129560530679934	0.0299518466465452	0.0591212221539044	0.106854979209738	0.0689331899522982	0.0431163145500978	0.0624303232998885	0.0868274374702406	0.0325309043591412	0.0125388704985455	0.0414132827655354	0.103905491179327	0.0448754705691705
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotaenia	0.0122216518784679	0.590646932110347	0.00986971969996052	0.352571842550109	0.00685667268530158	0.00720011520184323	0.113215557704555	0.00242577139530371	0.251456756691409	0.070085270412335	0.118659900527658	0.111422056384743	0.011519941017902	0	0.00232293433064647	0.00275732759809193	0.00663327916155351	0.00668896321070234	0.00840265523905554	0.00406636304489265	0.00752332229912729	0.00217964646134397	0.56244494138375	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum	0.0146659822541615	0.0277951497463693	0.037011448874852	0.0289785076068582	0.00685667268530158	0.012000192003072	0.042455834139208	0.0169803997671259	0.00725356028917527	0.056068216329868	0.0151480724077861	0.230617744610282	0.023039882035804	0.040202431064655	0.104532044879091	0.0992637935313095	0.0298497562269908	0.00891861761426979	0.030809735876537	0.0772608978529603	0.0401243855953456	0.0305150504588156	0.0135528901538253	0.0648201241554686
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	0.879958935249688	0.731938943321057	2.18120805369128	1.43202125090558	0.825086279797957	0.722411558584937	2.9459631577706	0.882980787890549	0.759205976933678	0.990538488494335	1.25224065237698	0.513059701492537	0.691196461074119	0.491888568320484	0.464586866129295	0.333636639369123	0.749560545255547	0.341137123745819	0.946699156933591	0.374105400130124	0.44387601564851	0.945966564223283	0.397551444512209	0.618284261175239
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Caecibacterium	0	0.0023162624788641	0	0	0	0.00480007680122882	0	0.00727731418591112	0	0	0	0	0.00921595281432159	0	0.00232293433064647	0.0275732759809193	0.0530662332924281	0.301003344481605	0.030809735876537	0.0081327260897853	0.16802086468051	0.782493079622485	0.648279912357977	0.0423823888708833
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa	0.554862995282442	0.342806846871888	0.629194630872483	0.722047814537551	1.53132356638402	2.32083713339413	1.02129867679317	1.06248787114302	3.98220459875722	1.01623642097886	0.782650407735616	0.54674543946932	1.34783309909453	1.09728988317647	2.13477664986411	4.46135605371274	1.79098537361945	6.81382385730212	2.86810632159763	1.97625243981783	7.85936402848831	14.6668410383836	2.73542499604707	2.36842761337289
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVb	0	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.00236484888615617	0.0301981462984041	0.0303306035790112	0.0331663958077676	0.0356744704570792	0.176455760020166	0.0528627195836044	0.0300932891965092	0.167832777523486	0.0225881502563755	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cuneatibacter	0.131993840287453	0.340490584393023	0.152980655349388	0.0579570152137165	0.100564532717756	0.10320165122642	0.226431115409109	0.220745196972637	0.0991319906187287	0.175213176030838	0.166628796485647	0.119195688225539	0.108287445568279	0.106418199877028	0.301981462984041	0.347423277359583	0.596995124539816	1.58751393534002	0.613393832451054	0.317176317501627	1.64760758350888	1.37535691710805	0.399810259537846	0.845154695719379
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella	3.84248735059031	2.44134065272277	1.99368337939203	2.17821782178218	1.35533563412795	1.43042288676619	5.10177606906149	6.59324665243547	2.620953117822	3.98785188646186	6.54901663763286	1.91231343283582	1.34092113448379	0.692900723643759	0.987247090524751	1.38142112664406	1.54887068422275	7.32664437012263	5.55415511301571	1.75666883539362	4.18296719831478	5.08729484077683	2.78737774163674	2.39335843035576
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Enterocloster	3.85226467209308	6.20063465591921	5.79599289380182	2.1878773243178	1.32105227070144	3.0984495751932	2.98606033445763	3.98796817387929	6.33961169273919	5.73063894404859	4.22883688050696	2.81146351575456	0.63820473239177	0.446956439483517	0.675973890218123	0.683817244326798	3.02145865808763	5.25306577480491	1.55449121922528	0.67501626545218	1.12348279666968	1.65217201769873	7.55347744573197	0.478671686071153
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Extibacter	0.0122216518784679	0.0023162624788641	0	0.00241487563390485	0.00228555756176719	0.00480007680122882	0.00235865745217822	0.00970308558121483	0	0.00467235136082233	0.00252467873463102	0	0.0138239292214824	0.0378375821784988	0.0232293433064647	0.0248159483828274	0.0795993499386422	0.0936454849498328	0.061619471753074	0.0609954456733897	0.190590831577891	0.374899191351163	0.0135528901538253	0.134626411707512
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena	0.520642370022732	0.38913209644917	0.150513225424398	0.485390002414876	0.523392681644687	0.856813709019344	1.47180225015921	0.429361536968756	0.565777702555671	0.362107230463731	0.603398217576813	0.528606965174129	0.131327327604083	0.0496618266092797	0.146344862830728	0.195770259464527	0.212264933169712	0.269788182831661	0.574181441335462	0.19925178919974	0.433844919249674	0.324767322740251	0.133270086512615	0.244322006432151
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas	0.10266187577913	0.226993722928682	0.661271219897355	0.123158657329148	0.109706762964825	0.0864013824221188	0.214637828148218	0.164952454880652	0.0870427234701032	0.128489662422614	0.0934131131813477	0.103648424543947	1.30175333502292	0.24121458638793	0.713140839508467	0.576281468001213	0.739610626513217	1.27982162764771	1.12875668711313	0.410702667534157	0.747316681713311	1.22714095773666	1.00969031645999	0.703049038917005
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Falcatimonas	0	0.00926504991545642	0.00740228977497039	0.0217338807051437	0	0.136802188835021	0.00943462980871288	0.0291092567436445	0.00483570685945018	0.00233617568041117	0.0252467873463102	0.0181384742951907	0.00921595281432159	0.0118242444307809	0.0255522776371112	0.286762070201561	0.0431163145500978	0.490523968784838	0.495756659104277	0.638418998048146	0.173036412879928	0.189629242136925	0.490162860563349	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Frisingicoccus	0.0659969201437266	0.0995992865911565	0.0814251875246743	0.0965950253561942	0.0731378419765502	0.0768012288196611	0.0849116682784159	0.0800504560450223	0.0822070166106531	0.0537320406494568	0.0631169683657755	0.0414593698175788	0.488445499159044	0.167904270917088	0.970986550210226	0.846499572614222	1.00494179297536	0.811594202898551	2.80648684984455	1.39882888744307	0.692145651519711	0.664792170709911	1.31914797497233	0.206925780957842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter	0.00488866075138716	0.0277951497463693	0.0641531780497434	0.0265636319729534	0.107421205403058	0.0480007680122882	0.00943462980871288	0.058218513487289	0.0169249740080756	0.0327064595257563	0.0479688959579893	0.0492330016583748	0.1175033983826	0.0614860710400605	0.0255522776371112	0.132351724708413	0.0298497562269908	0.0312151616499443	0.0504159314343333	0.0487963565387118	0.0376166114956365	0.0457725756882234	0.0180705202051004	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella	0.0146659822541615	0.0277951497463693	0.0172720094749309	0.0724462690171456	0.0205700180559047	0.0384006144098306	0.00471731490435644	0.0654958276732001	0.0217606808675258	0.0256979324845228	0.0504935746926204	0.0855099502487562	0.0967675045503767	0.148985479827839	0.0418128179516365	0.405327156919514	0.34824715598156	0.494983277591973	0.268884967649777	0.370039037085231	0.315979536563346	0.810828483619957	0.551150866255562	0.122161003216075
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix	7.38187773459461	13.5153915641721	8.45834978286617	4.40473315624245	3.48090416657144	5.58968943503096	13.1707432129632	11.541820298855	16.5792209676249	14.7038897325079	11.0353707490722	13.0156509121061	8.38651706103265	8.00974317741096	7.58670352389138	4.3400336393967	11.7409041159497	17.6521739130435	10.7441951656724	3.8142485361093	13.888052964189	16.7680202271192	12.4867294617244	10.6429657699883
