Family	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	0.136905464416381	0.0326026985002759	0.0219694380705951	0.0460358056265985	0.174454828660436	0.103349586601654	0.318571256184385	0.173745173745174	0.392842660178427	0.24879911319128	0.125436788818206	0.0203325501536237	0.0391677994608668	0.0874994087877785	0.0557504239355153	0.534921554029834	0.401313389273988	0.309921962095875	1.07834075567879	0.41476903057905	0.238238539472364	0.311689443972188	0.325269363691807	0.0872578594400538
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	0	0	0.00732314602353171	0.0383631713554987	0.0423676012461059	0.0344498622005512	0.0289610232894896	0.00965250965250965	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0451834447858305	18.5355850978043	21.1275599489193	5.04773630049479	11.9447431549342	4.54711286524493	0.274247491638796	0.126039828585833	3.11890045543266	2.99428227505266	0.11552126245123	2.1413566443044	8.2147041958565
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.14870765962469	0.0902843958469178	0.068349362886296	0.168797953964194	0.17196261682243	0.119249523001908	0.113430674550501	0.173745173745174	0.114051094890511	0.133021308042862	0.122450198608249	0.0745526838966203	0.0622076814966707	0.132431537624746	0.320564937629213	0.0799625003446659	0.135982222811847	0.0824972129319955	0.092429207629611	0.21551724137931	0.0476477078944729	0.0414132827655354	0.0519527455896637	0.186981127371544
Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.023039882035804	0.0094593955446247	0.267137448024344	0.195770259464527	0.11276574574641	0.0334448160535117	0.0672212419124443	0.581489915419649	0.0125388704985455	0.0283354039974716	0.0767997108716767	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.415437271332468	0.095300195616191	1.03012254064346	0.930946291560102	0.747663551401869	3.30983676065296	2.08036683962833	2.33349420849421	0.228102189781022	0.364576918339697	4.70089299047278	1.46394361106091	0.0668156579038315	0.113512746535496	2.37868475458199	0.292276725397745	0.0994991874233027	0.0468227424749164	0.0728230120718147	0.162654521795706	0.494031497642692	0.246300050131869	0.0587291906665763	1.49584901897235
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	76.2303788504662	56.1819732156292	42.2789630425231	68.306905370844	59.9750778816199	42.4872800508798	61.2549776758779	61.042471042471	62.2947080291971	73.27257051361	42.6276020667204	57.8686969094524	37.7946224915328	29.5629759258383	52.5401286905619	39.6972454297295	52.4327551324998	78.4303232998885	57.5525866173711	45.8929733246584	72.9787340756345	82.0070184616055	75.3879514806532	47.3835107576475
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.0613714150832055	0.0777448964237348	0.0976419469804228	0.00255754475703325	0.00249221183800623	0	0.00724025582237239	0.00241312741312741	0.0633617193836172	0.00492671511269861	0.20906131469701	0.17847460690403	0.046079764071608	0.0449321288369673	0.0185834746451718	0.00551465519618386	0.189048456104275	0.0981047937569677	0.0196061955577963	0.0284645413142485	0.0300932891965092	0.0959044442991347	0.108423121230602	0.029916980379447
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_2	0.219520830874543	0.198124090886292	0.175755504564761	0.240409207161125	0.229283489096573	0.0900996396014416	0.234101604923374	0.253378378378378	0.16220600162206	0.135484665599212	0.0119463608398292	0.00225917223929152	0.11519941017902	0.0283781866338741	0.00696880299193942	0.00827198279427579	0.152565420715731	0.182831661092531	0.120438058426463	0.00406636304489265	0.0526632560938911	0.246300050131869	0.0338822253845633	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0.434320783665762	0.403771881426493	0.436947712737392	0.48849104859335	1.13395638629284	2.86463854144583	0.49475081452878	0.56949806949807	1.45225060827251	0.913905653405592	0.839231848997999	0.338875835893729	3.85687625279359	5.19557300288512	0.699203233524588	0.749993106681005	0.218898212331266	0.040133779264214	0.182057530179537	0.272446324007807	0.496539271742401	0.246300050131869	0.828985114408981	6.16289795816609
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	9.75569455918801	5.0358629683503	6.1660889518137	11.9514066496164	11.1676012461059	11.2916048335807	13.9833474116085	14.4739382239382	7.59833738848337	6.61904175391058	13.6994892930741	8.35667811313935	1.55980001382393	1.32668022513361	3.06627331645334	3.04408966829349	5.19054094391562	5.18171683389075	4.26014620620116	3.70039037085231	2.21938007824255	5.17883999215327	3.22784667163606	2.67507666226222
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.665643809748613	1.24391834277976	0.537030708392325	0.485933503836317	1.10903426791277	11.5274538901844	0.921925908048751	1.49372586872587	0.968167072181671	0.788274418031777	0.668996207030433	0.867522139887945	1.4814644149022	4.58071229248451	3.74921600966341	10.0614884054374	2.05631654008159	1.54738015607581	4.73069489958827	5.27407286922576	2.35981542782626	0.941607271300595	0.905784825280658	1.79501882276682
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0	0.00250789988463661	0.00244104867451057	0.00255754475703325	0	0.0105999576001696	0.00482683721491493	0	0	0	0.00895977062987188	0.00451834447858305	0.359422159758542	0.5935770704252	1.43325048200887	1.53307414453911	0.24543132897748	0.30546265328874	0.305296473685685	0.841737150292778	0.190590831577891	0.0632097473789751	0.198775722256104	0.877564757797113
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.632597663165349	12.7927973115313	5.43621539813504	0.281329923273657	9.43052959501558	7.81216875132499	2.95402437552794	3.42664092664093	9.97313463098135	3.09890380588742	13.705462473494	5.26613048978854	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned	0	0	0	0	0.0274143302180685	0.0238499046003816	0.0458549535416918	0.0313706563706564	0	0.0024633575563493	0.0537586237792312	0.0813302006144948	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.009441756166647	0.0175552991924562	0	0.0690537084398977	0	0.0158999364002544	0	0.00482625482625483	0.00760340632603406	0.0024633575563493	0.00597318041991458	0.0542201337429966	0.156671197843467	0.0425672799508111	0.0603962925968083	0.0358452587751951	0.0397996749693211	0.0267558528428094	0.030809735876537	0.0325309043591412	0.050155481994182	0.0217964646134397	0.0429174854871135	0.00498616339657451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	0.0330461465832645	0.00250789988463661	0.0195283893960846	0	0.00249221183800623	0.0079499682001272	0.0579220465789791	0.142374517374517	0.0228102189781022	0	0.0119463608398292	0.00677751671787457	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0.00708131712498525	0.0401263981541857	0.0195283893960846	0.0179028132992327	0.00249221183800623	0	0.0144805116447448	0	0.0101378751013788	0.0123167877817465	0.0238927216796583	0.0564793059822881	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae	0	0	0	0	0.00249221183800623	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae	0.0613714150832055	0.0752369965390982	0.0585851681882537	0.135549872122762	0.0897196261682243	0.140449438202247	0.036201279111862	0.0337837837837838	0.0658961881589619	0.0468037935706368	0.0806379356688469	0.1332911621182	0.00921595281432159	0	0.00232293433064647	0	0.00331663958077676	0.00222965440356745	0.00280088507968518	0	0.0025077740997091	0.00217964646134397	0.00677644507691265	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.939454738581376	0.328534884887395	0.261192208172631	0.828644501278772	0.942056074766355	0.219949120203519	0.427175093519971	0.656370656370656	0.689375506893755	0.588742455967484	0.265806528686199	0.298210735586481	0.129023339400502	0.113512746535496	3.3891611884132	6.33082416521907	9.49222248018308	2.49498327759197	14.0576422149399	6.08734547820429	0.152974220082255	0.15911419167811	0.196516907230467	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.24312522129116	0.416311380849677	0.454035053458966	0.352941176470588	0.286604361370717	0.52999788000848	0.270302884035236	0.704633204633205	0.28132603406326	0.32023648232541	0.492787384642953	0.377281763961684	0.214270902932977	0.32161944851724	0.250876907709819	0.173711638679792	0.524029053762728	0.136008918617614	0.2268716914545	0.317176317501627	0.145450897783128	0.100263737221823	0.167152311897179	0.28171823190646
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
