Species	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Unassigned	0.970140446122979	1.01319155339319	0.624908460674706	0.744245524296675	0.91214953271028	1.79139283442866	0.528538675033185	3.83928571428571	0.590531224655312	1.71942357433181	0.361377415404832	0.510572926079884	0.39542363051616	0.499760388854659	0.827768503060657	0.281109445277361	0.630922755951034	0.814527601885687	8.31988049056695	2.11769889571228	1.07138724979752	4.79355934707142	2.23149625629066	0.56708464716091	1.02147175317907	0.56010659297276	0.381550350156967	0.326834731332709	1.44482311716987	0.839682052975446	0.60886862022123	0.234531782683334	1.18677724564887	0.850816733570653	0.958747927031509	6.05488099900928	5.4013148559807	5.8584403818904	5.85104916315107	2.3680806606746	4.74024526198439	1.14836288267092	4.01350032530904	7.2775604373558	1.90937030013732	9.00363669219128	6.90583630425569
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter|Unassigned	0.037767024666588	0.0225710989617294	0.0610262168627642	0.071611253196931	0.423676012461059	0.100699597201611	0.0458549535416918	0.0434362934362934	0.0836374695863747	0.024633575563493	0.0238927216796583	0.0429242725465389	0.255707281067117	0.100408479952534	0.09506585049156	0.0468515742128936	0.0980318226378101	0.0167368685318977	0.096378575042768	0.479167240382232	0.155038759689922	0.288056725016619	0.110470111697557	0.0244433037569358	0.0254788872675052	0.0296091590998816	0.0241487563390485	0.0205700180559047	0.00960015360245764	0.167464679104654	0.0897535416262372	0.13298193863488	0.070085270412335	0.0277714660809412	0.0233208955223881	0.00691196461074119	0.00472969777231235	0.0348440149596971	0.0358452587751951	0.00994991874233027	0.0691192865105909	0.061619471753074	0.0447299934938191	0.0125388704985455	0.0348743433815035	0.0338822253845633	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Unassigned	0.0495692198748967	0.157997692732106	0.0244104867451057	0.010230179028133	0.0797507788161994	0.140449438202247	0.0555086279715217	0.0217181467181467	0.108982157339822	0.10592437492302	0.0238927216796583	0.0112958611964576	0.0843570411767807	0.148330709020789	0.0533296234464849	0.0117128935532234	0.093004549682025	0.159000251053028	0.0289135725128304	0.0275383471484042	0.0347101700798334	0.137873304281458	0.044188044679023	0.00733299112708074	0.0602228244504667	0.115969206474536	0.0120743781695243	0.0274266907412063	0.0696011136178179	0.0990636129914853	0.0460896565107704	0.0120892671486254	0.0584043920102792	0.136332651670075	0.0233208955223881	0.0322558348501256	0.0614860710400605	0.150990731492021	0.0909918107370337	0.0596995124539816	0.0691192865105909	0.120438058426463	0.0487963565387118	0.0175544186979637	0.0457725756882234	0.11971719635879	0.0772855326469048
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotaenia|Unassigned	0.0896966835831465	0.012539499423183	0.0366157301176585	0.833759590792839	0.199376947040498	0.257048971804113	0.219621093278629	0.504343629343629	0.185016220600162	0.428624214804779	0.50772033569274	0.314024941261522	0.242526493383245	0.15974076356085	0.0208681135225376	0.669977511244378	0.301636377347108	0.357053195347151	0.349372334530034	0.214799107757552	0.00694203401596668	0.440702169042519	0.39523751074015	0.0317762948840165	0.71109258101128	0.0123371496249507	0.437092489736779	0.011427787808836	0.00960015360245764	0.115574215156733	0.00242577139530371	0.256292463550859	0.0724214460927462	0.12370925799692	0.114013266998342	0.0184319056286432	0	0.00232293433064647	0.00551465519618386	0.00994991874233027	0.0111482720178372	0.00840265523905554	0.0081327260897853	0.0125388704985455	0.00217964646134397	0.56244494138375	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Unassigned	0.0731736102915142	0.0752369965390982	0.0439388761411903	0.317135549872123	0.179439252336449	0.129849480602078	0.0892964884759262	0.1496138996139	0.0963098134630981	0.108387732479369	0.101544067138548	0.0451834447858305	0.250434965993568	0.082152392688437	0.0834724540901502	0.0163980509745127	0.057813638991529	0.050210605595693	0.0265041081367612	0.1294302315975	0.115700566932778	0.0418543959425856	0.0564625015343071	0.0537752682652587	0.0787529242813796	0.0444137386498223	0.0531272639459068	0.0251411331794391	0.0240003840061441	0.129726159869802	0.0533669706966815	0.0290142411567011	0.130825838103025	0.0302961448155722	0.305762852404643	0.034559823053706	0.0425672799508111	0.104532044879091	0.104778448727493	0.0397996749693211	0.0267558528428094	0.0336106209562222	0.0772608978529603	0.0451399337947638	0.0348743433815035	0.0429174854871135	0.0722993692503303
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Unassigned	1.37377552224714	1.14611024727893	0.939803739686569	2.13554987212276	1.49283489096573	0.877146491414034	2.0369253046941	2.06563706563707	0.608272506082725	1.35977337110482	1.54406713854792	1.10021688053497	1.47361206305689	0.828369959608407	0.635318122797255	0.358414542728636	1.27441369429153	1.20505453429663	0.578271450256608	1.77622339107207	0.91172046743029	2.38816259201812	1.84362341966368	0.936178533890641	0.768999142982883	2.26263324121595	1.4440956290751	0.861655200786232	0.760812172994768	3.09219991980565	0.943625072773142	0.826905872965981	1.03258965074174	1.35827715923149	0.583022388059702	0.75110015436721	0.546280092702076	0.501753815419638	0.383268536134778	0.809260057709529	0.379041248606466	1.01111951376635	0.447299934938191	0.484000401243856	0.989559493450162	0.449504190101873	0.742938346089601
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Caecibacterium|Unassigned	0	0	0.00244104867451057	0	0	0.0026499894000424	0.00241341860745746	0	0	0	0.00298659020995729	0.00225917223929152	0.0026361575367744	0	0.00695603784084585	0	0.00251363647789257	0	0	0	0.00231401133865556	0.00984809316296132	0.00490978274211366	0	0.0023162624788641	0	0	0	0.00480007680122882	0	0.00727731418591112	0	0	0	0	0.00921595281432159	0	0.00232293433064647	0.0275732759809193	0.0530662332924281	0.301003344481605	0.030809735876537	0.0081327260897853	0.16802086468051	0.782493079622485	0.648279912357977	0.0423823888708833
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa|Unassigned	1.54136669420512	0.529166875658324	0.244104867451057	1.28132992327366	0.750155763239875	0.87184651261395	0.651623024013515	1.85328185328185	0.560117599351176	0.288212834092869	0.755607323119195	0.555756370865715	0.387515157905836	0.759909632368043	0.505472083101465	1.02370689655172	1.15375914335269	1.23573879327178	3.51781798906103	1.83130008536888	0.326275598750434	1.40335327572199	0.559715232600957	0.56708464716091	0.412294721237811	0.643999210422424	0.743781695242695	1.53589468150755	2.33043728699659	1.1156449748803	1.09402289928197	4.00638313305447	1.06996846162831	0.795273801408771	0.627072968490879	1.35013708729811	1.09965473206262	2.14174545285605	4.46411338131083	1.80425193194256	6.8628762541806	2.92412402319133	1.98031880286272	7.86688735078744	14.6842782100743	2.77382485148291	2.37341377676946
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVb|Unassigned	0.0448483417915732	0	0	0	0	0.0185499258002968	0	0	0.12418896999189	0.110851090035719	0	0	0	0.00228201090801214	0.0347801892042293	0.065592203898051	0	0	0	0.00826150414452125	0	0	0.00245489137105683	0	0	0.00246742992499013	0	0	0.0384006144098306	0.00707597235653466	0	0	0	0	0	0.0023039882035804	0.00472969777231235	0.0301981462984041	0.0303306035790112	0.0331663958077676	0.0356744704570792	0.176455760020166	0.0528627195836044	0.0300932891965092	0.167832777523486	0.0383998554358384	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cuneatibacter|Unassigned	0.247846099374484	0.260821588002207	0.0756725089098277	0.253196930946292	0.119626168224299	0.105999576001696	0.231688186315917	0.168918918918919	0.220498783454988	0.192141889395246	0.155302690917779	0.250768118561359	0.0632677808825855	0.228201090801214	0.11825264329438	0.126499250374813	0.120654550938843	0.0725264303048899	0.110835361299183	0.110153388593617	0.0740483628369779	0.125563187827757	0.122744568552842	0.131993840287453	0.340490584393023	0.152980655349388	0.0579570152137165	0.100564532717756	0.10320165122642	0.226431115409109	0.220745196972637	0.0991319906187287	0.175213176030838	0.166628796485647	0.119195688225539	0.108287445568279	0.106418199877028	0.301981462984041	0.347423277359583	0.596995124539816	1.58751393534002	0.613393832451054	0.317176317501627	1.64760758350888	1.37535691710805	0.399810259537846	0.845154695719379
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea|Unassigned	0.018883512333294	0.0401263981541857	0.0146462920470634	0.0179028132992327	0.0199376947040498	0.026499894000424	0.0289610232894896	0.0386100386100386	0.0329480940794809	0.032023648232541	0.0119463608398292	0.0180733779143322	0.0289977329045184	0.0205380981721093	0.0139120756816917	0.00937031484257871	0.0125681823894628	0.0139473904432481	0.0168662506324844	0.247845124335637	0.0138840680319334	0.014772139744442	0.0368233705658525	0.0879958935249688	0.0115813123943205	0.0345440189498618	0.00482975126780971	0.0182844604941375	0.0240003840061441	0.00943462980871288	0.041238113720163	0.00241785342972509	0.00934470272164467	0.0328208235502032	0.0129560530679934	0.0414717876644472	0.0425672799508111	0.0301981462984041	0.0937491383351256	0.0464329541308746	0.0356744704570792	0.0336106209562222	0.0487963565387118	0.0100310963988364	0.0174371716907518	0.0158117051794629	0.0448754705691706
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella|Unassigned	5.52342735748849	2.10914380297939	1.13020553629839	8.90537084398977	2.98816199376947	2.42209031163875	2.99505249185471	4.95897683397683	1.36607866991079	4.26407193004065	1.15282382104351	3.5175311765769	1.70559392629304	1.11590333401794	2.17955852346503	6.64355322338831	1.7243546238343	2.17858238723535	2.07695829217165	2.33800567289951	2.19831077172278	3.45668070019942	2.5874555050939	3.844931680966	2.44365691520163	1.99861823924201	2.18546244868389	1.35990674925148	1.4328229251668	5.10413472651367	6.60052396662139	2.6306245315409	4.00186894054433	6.55659067383675	1.93822553897181	1.34552911089095	0.695265572529915	1.00350763083928	1.38417845424215	1.54887068422275	7.33779264214047	5.5569559980954	1.79733246584255	4.1904905206139	5.10037271954489	2.80544826184184	2.5030540250804
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Enterocloster|Unassigned	8.24029269444117	3.30541204795105	0.927598496314016	5.34271099744246	3.33707165109034	2.61553953784185	4.38759502835767	1.95222007722008	2.87662206001622	3.93398201748984	3.7690768449661	3.21706126875113	1.34707650129172	0.912804363204856	1.62539417547765	2.83217766116942	1.67156825779856	3.50358447934391	2.14201383032552	3.21372511221877	1.0204790003471	2.09764384371076	2.59236528783601	3.85715333284447	6.2075834433558	5.80339518357679	2.19512195121951	1.33019450094851	3.11044976719628	3.05210274311862	4.01950320201824	6.36862593389589	5.73063894404859	4.23893559544548	2.82182835820896	0.645116697002511	0.458780683914298	0.682942693210063	0.697603882317258	3.03472521641073	5.28205128205128	1.5684956446237	0.69128171763175	1.1310061189688	1.69140565400292	7.6212418965011	0.493630176260876
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Extibacter|Unassigned	0.00236043904166175	0	0.00488209734902114	0.010230179028133	0	0.0052999788000848	0.00965367442982985	0.00482625482625483	0.00760340632603406	0	0	0.00677751671787457	0.0026361575367744	0	0.0115933964014098	0	0.00502727295578513	0	0.0072283931282076	0.00275383471484042	0.00231401133865556	0.00246202329074033	0.00981956548422732	0.0122216518784679	0.0023162624788641	0	0.00241487563390485	0.00228555756176719	0.00480007680122882	0.00235865745217822	0.00970308558121483	0	0.00467235136082233	0.00252467873463102	0	0.0138239292214824	0.0378375821784988	0.0232293433064647	0.0248159483828274	0.0795993499386422	0.0936454849498328	0.061619471753074	0.0609954456733897	0.190590831577891	0.374899191351163	0.0135528901538253	0.134626411707512
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena|Unassigned	1.24159093591408	1.20379194462557	0.988624713176781	1.30179028132992	0.847352024922118	1.14744541021836	1.6338843972487	1.73503861003861	0.889598540145985	0.615839389087326	1.83675297912373	2.81718778239653	0.363789740074867	2.62887656602999	1.54655907994806	2.3332083958021	0.826986401226655	0.563474573907222	1.96612293087247	1.78448489521659	1.51104940414208	0.812467685944309	2.18976310298269	0.520642370022732	0.38913209644917	0.150513225424398	0.485390002414876	0.523392681644687	0.856813709019344	1.47180225015921	0.429361536968756	0.565777702555671	0.362107230463731	0.603398217576813	0.528606965174129	0.131327327604083	0.0496618266092797	0.146344862830728	0.195770259464527	0.212264933169712	0.269788182831661	0.574181441335462	0.19925178919974	0.433844919249674	0.324767322740251	0.133270086512615	0.244322006432151
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas|Unassigned	0.143986781541367	0.188092491347745	0.134257677098081	0.207161125319693	0.398753894080997	0.166949332202671	0.311331000362013	0.337837837837838	0.326946472019465	0.167508313831753	0.203088134277096	0.246249774082776	0.210892602941952	0.269277287145433	0.306065664997218	0.0538793103448276	0.188522735841943	0.0753159083935396	0.137339469435944	0.184506925894308	0.136526668980678	0.172341630351823	0.208665766539831	0.10266187577913	0.226993722928682	0.661271219897355	0.123158657329148	0.109706762964825	0.0864013824221188	0.214637828148218	0.164952454880652	0.0870427234701032	0.128489662422614	0.0934131131813477	0.103648424543947	1.30175333502292	0.24121458638793	0.713140839508467	0.576281468001213	0.739610626513217	1.27982162764771	1.12875668711313	0.410702667534157	0.747316681713311	1.22714095773666	1.00969031645999	0.703049038917005
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Falcatimonas|Unassigned	0.0047208780833235	0.0100315995385464	0.0268515354196163	0.00767263427109974	0.00747663551401869	0.262348950604198	0.00724025582237239	0.0120656370656371	0.00253446877534469	0.00492671511269861	0.0985574769285906	0.0248508946322068	0.013180787683872	0.00912804363204856	0.187813021702838	0.0421664167916042	0.0201090918231405	0.0195263466205473	0.024094643760692	0.0220306777187233	0.00462802267731112	0.406233842972154	0.0171842395973978	0	0.00926504991545642	0.00740228977497039	0.0217338807051437	0	0.136802188835021	0.00943462980871288	0.0291092567436445	0.00483570685945018	0.00233617568041117	0.0252467873463102	0.0181384742951907	0.00921595281432159	0.0118242444307809	0.0255522776371112	0.286762070201561	0.0431163145500978	0.490523968784838	0.495756659104277	0.638418998048146	0.173036412879928	0.189629242136925	0.490162860563349	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Frisingicoccus|Unassigned	0.146347220583028	0.110347594924011	0.0244104867451057	0.0920716112531969	0.0423676012461059	0.0847996608013568	0.118257511765416	0.168918918918919	0.283860502838605	0.125631235373814	0.182182002807395	0.243990601843485	0.039542363051616	0.100408479952534	0.0556483027267668	0.199119190404798	0.0527863660357439	0.0530000836843427	0.0891501819145604	0.06609203315617	0.0555362721277334	0.0492404658148066	0.0736467411317049	0.0659969201437266	0.0995992865911565	0.0814251875246743	0.0965950253561942	0.0731378419765502	0.0768012288196611	0.0849116682784159	0.0800504560450223	0.0822070166106531	0.0537320406494568	0.0631169683657755	0.0414593698175788	0.488445499159044	0.167904270917088	0.970986550210226	0.846499572614222	1.00494179297536	0.811594202898551	2.80648684984455	1.39882888744307	0.692145651519711	0.664792170709911	1.31914797497233	0.206925780957842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter|Unassigned	0.0306857075416027	0.0401263981541857	0.0366157301176585	0.0588235294117647	0.0598130841121495	0.0185499258002968	0.0627488837938941	0.00241312741312741	0.0430859691808597	0.0418770784579382	0.0328524923095302	0.0609976504608711	0.0738124110296831	0.0273841308961457	0.0811537748098683	0.00937031484257871	0.0150818188673554	0.0306842589751458	0.0192757150085536	0.0688458678710104	0.0439662154344556	0.0123101164537017	0.0589173929053639	0.00488866075138716	0.0277951497463693	0.0641531780497434	0.0265636319729534	0.107421205403058	0.0480007680122882	0.00943462980871288	0.058218513487289	0.0169249740080756	0.0327064595257563	0.0479688959579893	0.0492330016583748	0.1175033983826	0.0614860710400605	0.0255522776371112	0.132351724708413	0.0298497562269908	0.0312151616499443	0.0504159314343333	0.0487963565387118	0.0376166114956365	0.0457725756882234	0.0180705202051004	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella|Unassigned	0.0236043904166175	0.0175552991924562	0.3002489869648	0.0281329923273657	0.862305295950156	0.0370998516005936	0.0579220465789791	0.0361969111969112	0.0582927818329278	0.0615839389087326	0.071678165038975	0.0180733779143322	0.811936521326514	0.177996850824947	0.155351511778891	0.0304535232383808	0.223713646532438	0.0167368685318977	0.0626460737777992	0.0302921818632446	0.650237186162212	0.0196961863259226	0.0540076101632503	0.0268876341326294	0.0347439371829616	0.019739439399921	0.106254527891814	0.0205700180559047	0.0456007296116738	0.0471731490435644	0.0897535416262372	0.0314320945864262	0.0537320406494568	0.0807897195081926	0.0984660033167496	0.0967675045503767	0.151350328713995	0.0487816209435759	0.405327156919514	0.34824715598156	0.494983277591973	0.268884967649777	0.374105400130124	0.315979536563346	0.815187776542645	0.560186126358112	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix|Unassigned	8.31110586569102	8.3788935145709	6.52004100961773	4.39897698209719	13.6647975077882	3.08458766164935	11.5506214552914	8.07673745173745	10.6549067315491	11.2255203842838	7.77708090672879	6.87466112416411	11.1456740654822	14.0571871933548	7.00936746429234	5.73931784107946	7.1688912349496	5.59569304583112	5.40924752427535	3.45881640183956	11.7204674302904	5.80052687298422	7.87529151835031	7.48209527999804	13.5362379264818	8.51016581129096	4.5278918135716	3.59061092953626	5.70729131666107	13.3287732622591	11.733456239084	16.7533064145651	14.7576217731573	11.1717034007423	13.0648839137645	8.40494896666129	8.11379652840183	7.6726520941253	4.48892932969366	11.8669364200192	17.866220735786	10.845027028541	4.07449577098243	13.9582706389808	16.8573857320343	12.9520453570057	10.7576475281095
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis|Unassigned	1.24867225303907	4.09790841149621	0.829956549333594	2.12531969309463	1.49532710280374	1.8496926012296	1.42150355979245	1.12934362934363	1.36607866991079	1.32282300775958	1.96816294836186	0.883336345562986	1.06764380239363	1.70466214828507	7.06965312557967	0.583302098950525	0.819445491792977	0.923317247343022	0.657783774666892	1.25574862996723	3.01052875159088	1.12760666715907	1.46802503989198	3.86204199359585	1.03768559053112	2.76845637583893	0.970780004829751	2.74724018924417	4.21686746987952	2.26195249663891	2.06918300019406	0.851084407263232	1.17276019156641	0.646317756065541	1.83975953565506	0.951547128078704	1.11857352315187	5.86540918488234	3.16816941020763	3.27020662664588	2.22296544035674	3.60473909755483	4.15582303188029	5.76537265523122	3.11035550033785	0.612138871947776	4.23823888708833
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Unassigned	0.422518588457453	0.0175552991924562	0.0414978274666797	0.370843989769821	0.00996884735202492	0.370998516005936	0.0265476046820321	0.00723938223938224	0.0177412814274128	0.0468037935706368	0.0418122629394021	0.00451834447858305	0.00790847261032319	0.00912804363204856	0.0185494342422556	0.00468515742128936	0.0452454566020662	0.354263717258501	0.744524492205383	0.715997025858508	0.00462802267731112	0.199423886549967	0.0711918497606481	0.0171103126298551	0.0208463623097769	0.00986971969996052	0.0579570152137165	0.00914223024706877	0.616809868957903	0.0165106021652475	0.0242577139530371	0.00241785342972509	0.0163532297628782	0.0100987149385241	0.0233208955223881	0.034559823053706	0	0.0139376059838788	0.0441172415694709	0.0928659082617492	0.0356744704570792	0.0196061955577963	0.0772608978529603	0.0702176747918547	0.0392336363041915	0.0135528901538253	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnotalea|Unassigned	0.0708131712498525	0	0.00244104867451057	0.20460358056266	0.00747663551401869	0.0026499894000424	0.200313744418969	0.0892857142857143	0.00253446877534469	0.0541938662396847	0.206074724487053	0.0677751671787457	0.0316338904412928	0.00684603272403642	0.0231867928028195	0	0.0100545459115703	0	0.0289135725128304	0.236829785476276	0	0.288056725016619	0.127654351294955	0.063552589768033	0.00463252495772821	0.00986971969996052	0.0917652740883844	0.00914223024706877	0.0192003072049153	0.219355143052574	0.041238113720163	0.0120892671486255	0.114472608340147	0.00252467873463102	0.0544154228855721	0.0046079764071608	0	0	0	0.00331663958077676	0.00222965440356745	0	0	0.0100310963988364	0.00653893938403191	0	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora|Unassigned	7.8744246429836	12.2586146361037	14.0360298784358	5.34271099744246	19.2373831775701	6.53222387110452	11.2127428502474	8.42905405405405	12.0818126520681	17.1696021677547	7.92939700743661	11.5240375926261	14.3196077397585	14.1758517605714	16.726952327954	7.80312968515742	15.8509916295905	5.69332477893386	12.953280485748	4.81645691625589	20.900150410737	12.5415466430312	7.9440284767399	14.7270905135538	21.3443587427327	13.6177457560205	12.0478145375513	6.35613557927456	6.22329957279316	12.6754251480058	9.67640209586649	9.75845644237046	22.8080831678542	14.1987932035648	25.8706467661692	7.1815312305601	4.30638982169039	1.15914423099259	2.55604268343122	1.81751849026566	5.35785953177257	2.68604879141809	1.15078074170462	4.75223191894874	10.170230388631	12.3015066296221	6.36982373912393
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia|Unassigned	1.22270742358079	0.338566484425942	0.368598349851096	1.00255754475703	0.737694704049844	1.47869408522366	2.10932786291782	2.51930501930502	0.724858069748581	1.7834708707969	1.63067825463668	0.702602566419664	0.326883534560025	3.90452066360877	2.0427564459284	1.97479385307346	0.500213659100621	0.209210856648721	0.20962340071802	0.275383471484042	4.68587296077751	1.07836620134426	0.414876641708604	0.904402239006624	0.755101568109698	0.150513225424398	1.13740642356919	0.795374031494983	2.34963759420151	3.37995612897139	3.90791771783427	3.97253318503832	2.89452166802944	5.82443384079376	1.38629767827529	0.216574891136557	0.146620630941683	0.418128179516365	0.154410345493148	0.25538124771981	2.07803790412486	0.330504439402851	0.117924528301887	0.193098605677601	0.289892979358748	1.04809017189582	0.19944653586298
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mediterraneibacter|Unassigned	0.37767024666588	0.754877865275618	0.307572132988332	0.29923273657289	1.06168224299065	0.575047699809201	0.412694581875226	0.28957528957529	0.737530413625304	0.596132528636532	0.337484693725174	0.485722031447678	0.777666473348447	0.691449305127679	0.57039510294936	0.311562968515742	0.26393183017872	0.159000251053028	0.344553405777896	0.234075950761435	0.504454471826912	0.280670655144398	0.311771204124217	0.100217545403437	0.368285734139393	0.0690880378997236	0.176285921275054	0.0937078600324549	0.340805452887246	0.575512418331486	0.332330681156608	0.212771101815808	0.210255811237005	0.196924941301219	1.23600746268657	0.301822454669032	0.331078844061864	0.246231039048526	0.879587503791325	0.258697887300587	0.798216276477146	0.145646024143629	0.589622641509434	1.33915136924466	0.74107979685695	0.679903322716903	1.15678990800529
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Merdimonas|Unassigned	0.295054880207719	0.0175552991924562	0.0146462920470634	0.0920716112531969	0.0573208722741433	0.204049183803265	0.506817907566067	0.296814671814672	0.136861313868613	0.332553270107156	0.226980855956754	0.962407373938189	0.0500869931987135	0.435864083430319	0.262010758671861	1.06821589205397	0.100545459115703	0.0641579960389411	0.402380550803556	0.451628893233828	0.136526668980678	0.485018588275845	0.807659261077697	0.413091833492215	1.66307645982443	0.296091590998816	0.415358609031635	1.29819669508377	0.211203379254068	1.10856900252376	1.24684649718611	1.04451268164124	0.689171825721294	0.363553737786867	0.437914593698176	0.152063221436306	0.0378375821784988	0.123115519524263	0.195770259464527	0.321714039335345	0.787068004459309	0.414530991793407	0.406636304489265	0.363627244457819	0.505677979031801	0.304940028461069	0.157064146992097
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Muricomes|Unassigned	0.0047208780833235	0.00752369965390982	0.0927598496314017	0.00767263427109974	1.01682242990654	0.225249099003604	0.0337878605044045	0.0337837837837838	0.167274939172749	0.00492671511269861	0.0567452139891885	0.0745526838966203	0.680128644487795	0.175714839916935	0.248098682990169	0	0.120654550938843	0.00557895617729923	0	0.00275383471484042	0.261483281268078	0.00246202329074033	0	0	0	0	0	0	0.0192003072049153	0	0	0	0.00233617568041117	0.00757403620389305	0	0	0.00236484888615617	0.00232293433064647	0	0	0	0	0	0	0.00217964646134397	0.0045176300512751	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Unassigned	0.0118021952083087	0.0200631990770928	0.0146462920470634	0.00767263427109974	0.0348909657320872	0.0026499894000424	0.0579220465789791	0.028957528957529	0.0253446877534469	0.0443404360142875	0.0238927216796583	0.047442617025122	0.013180787683872	0.38337783254604	0.0370988684845112	0.0281109445277361	0.0301636377347108	0.00836843426594884	0.0096378575042768	0.00826150414452125	0.168922827721856	0.0172341630351823	0.014729348226341	0.0317762948840165	0.0694878743659231	0.111034346624556	0.00482975126780971	0.0731378419765502	0.012000192003072	0.0259452319739604	0.0291092567436445	0.0483570685945018	0.0210255811237005	0.0100987149385241	0.0207296849087894	0.0161279174250628	0.054391524381592	0.109177913540384	0.0689331899522982	0.116082385327186	0.115942028985507	0.327703554323166	0.0569290826284971	0.0877720934898184	0.246300050131869	0.0248469652820131	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Unassigned	0.162870293874661	0.127902894116467	0.187960747937314	0.519181585677749	0.13208722741433	0.323298706805173	0.415108000482684	0.579150579150579	0.146999188969992	0.123167877817465	0.244900397216498	0.167178745707573	0.176622554963885	0.111818534492595	0.605175292153589	0.119471514242879	0.56808184400372	0.7252643030489	0.597547165265161	0.776581389584997	0.0925604535462224	0.307752911342541	0.510617405179821	0.0757742416465009	0.118129386422069	0.18505724437426	0.171456170007245	0.148561241514868	1.20241923870782	0.438710286105149	0.732582961381719	0.210353248386083	0.142506716505081	0.464540887172107	0.183975953565506	0.269566619818907	0.127701839852433	1.03602871146833	0.758265089475281	0.759510463997877	2.11148272017837	3.26303111783324	1.22397527651269	4.46383789748219	1.21406307896859	0.474351155383886	0.810251551943357
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Ruminococcus2|Unassigned	0.103859317833117	0.115363394693284	0.0268515354196163	0.217391304347826	0.0498442367601246	0.0211999152003392	0.0868830698684687	0.00723938223938224	0.0658961881589619	0.179825101613499	0.020906131469701	0.0293692391107898	0.0817208836400063	0.0136920654480728	0.0510109441662029	0.0117128935532234	0.0377045471683885	0.206421378560071	0.0433703587692456	0.148707074601382	0.0532222607890779	0.014772139744442	0.0687369583895913	0.0317762948840165	0.0324276747040975	0.0345440189498618	0.0313933832407631	0.0297122483029735	0.052800844813517	0.021227917069604	0.111585484183971	0.0314320945864262	0.0467235136082233	0.0252467873463102	0.0466417910447761	0.0806395871253139	0.0496618266092797	0.246231039048526	0.267460777014917	0.0663327916155351	0.0869565217391304	0.134442483824889	0.95152895250488	0.107834286287491	0.414132827655354	0.137787716563891	0.144598738500661
