""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Lawsonibacter"	"-0.354795769104527"	"0.292040361611893"	"0.157986981937555"	"-0.109725337400246"	"0.301968752930591"	"0.0980515926337538"	"-0.00182111091783989"	"0.151712548001585"
"Mediterraneibacter"	"-0.185112508739463"	"-0.144118889725088"	"-0.0588317791222692"	"-0.0224309555992355"	"-0.27013389196588"	"0.127681952040387"	"0.116880410041178"	"0.0369981154087181"
"Muribaculum"	"0.505886480091247"	"-0.248580840192762"	"0.0401710615907207"	"-0.0337795221237416"	"-0.11864050572025"	"-0.131090083515832"	"-0.253327751117762"	"-0.152865363091526"
"Neglecta"	"0.0439162596660284"	"-0.36740214674078"	"-0.290645162523875"	"-0.310813770116338"	"-0.234360808794671"	"0.14045456437104"	"0.00309579180232627"	"0.15746322849105"
"Oscillibacter"	"-0.241434877633136"	"0.439181618662031"	"0.124062536836501"	"-0.083309978396483"	"0.227282281788129"	"0.0737314334887126"	"-0.11136793689867"	"0.145548787971973"
"Paramuribaculum"	"0.392854649656189"	"-0.250455383240165"	"0.114794332176269"	"-0.0901639379664595"	"-0.016742557287416"	"-0.0869656758947196"	"-0.147069122848227"	"-0.0981861477301023"
"Roseburia"	"-0.0817385306964702"	"0.352846357632027"	"0.279402483329645"	"0.00743129622670273"	"0.221381029107592"	"0.135063114932885"	"0.0832574359105973"	"0.125586974033494"
"Saccharibacteria_genera_incertae_sedis"	"0.0842394765165957"	"0.185554929632884"	"-0.223920238101344"	"0.00501887367631449"	"0.0220098036515701"	"0.0352854043046556"	"-0.0815639725157568"	"0.210862220686605"
"Streptococcus"	"0.590421604709987"	"-0.390462929108329"	"0.115398113026371"	"0.294740605431449"	"-0.0160577847361742"	"-0.0810185256941725"	"-0.114686358532548"	"-0.159551437665085"
"Vallitalea"	"-0.0817337163981477"	"0.305686182217083"	"0.0119787661291265"	"-0.164966411717151"	"-0.0379292041520067"	"0.21225480388331"	"-0.108699924278372"	"0.217548548863554"
"Veillonella"	"0.151547177379807"	"0.0420993880533678"	"0.49133171293079"	"0.126368329806859"	"0.3144603930631"	"-0.215328571102215"	"0.229922442701174"	"-0.357438916414027"
